Session Title,OBESITY by ICD and BMI State Age 2020,,,
,Total,41.66%,20.27%,9915000
≥ 45 and < 55 Years,"American Samoa, South Pacific",65.38%,53.85%,26
,Marshall Islands,-,-,10 or fewer
,Northern Mariana Islands,-,-,10 or fewer
,Federated States of Micronesia,-,-,10 or fewer
,Alabama,52.66%,28.54%,36829
,West Virginia,55.26%,27.75%,81040
,Kentucky,54.30%,26.87%,250256
,Missouri,52.36%,24.71%,79883
,Ohio,51.64%,28.96%,823269
,Indiana,53.28%,25.46%,266810
,Oklahoma,52.38%,23.55%,86770
,Mississippi,52.72%,19.72%,160492
,Nebraska,48.58%,19.53%,59592
,Kansas,48.51%,23.82%,68827
,Tennessee,49.69%,18.59%,107017
,Louisiana,51.16%,26.71%,186588
,North Carolina,49.03%,27.12%,588964
,Pennsylvania,46.40%,23.43%,684406
,Virginia,45.83%,21.67%,438825
,Arkansas,50.87%,24.40%,95009
,South Carolina,50.35%,26.21%,227431
,Maryland,46.09%,26.10%,172107
,Iowa,50.39%,27.49%,149441
,New Jersey,42.63%,18.88%,206997
,New Mexico,44.78%,19.80%,20479
,Michigan,45.65%,24.48%,447977
,Illinois,46.70%,21.94%,523689
,North Dakota,48.55%,33.37%,53332
,Wisconsin,47.64%,22.18%,318536
,Minnesota,45.65%,27.40%,246713
,Wyoming,46.30%,19.28%,11854
,Arizona,40.91%,20.16%,88407
,Delaware,51.99%,23.12%,30148
,Maine,43.25%,23.80%,71308
,Connecticut,42.05%,22.46%,272017
,Texas,46.92%,27.32%,841253
,New Hampshire,42.79%,18.19%,60995
,Georgia,48.10%,25.05%,230952
,Guam,36.07%,18.03%,61
,Idaho,41.15%,19.50%,73522
,New York,40.10%,20.37%,530860
,Puerto Rico,41.65%,20.71%,449
,Massachusetts,39.77%,26.99%,270409
,South Dakota,42.44%,25.17%,38829
,Florida,40.75%,23.03%,331063
,Alaska,41.03%,22.49%,1187
,Oregon,39.20%,19.06%,177735
,Vermont,34.88%,17.40%,41620
,Washington,36.44%,14.63%,130248
,Armed Forces Pacific,43.75%,23.96%,96
,Armed Forces Africa,31.25%,14.90%,208
,Montana,36.57%,16.07%,21230
,Armed Forces America,-,-,25
,Virgin Islands,34.30%,31.61%,446
,California,34.88%,15.95%,580372
,Rhode Island,32.74%,21.26%,59793
,Nevada,30.30%,13.87%,100799
,Hawaii,31.80%,16.45%,59926
,Utah,35.36%,13.39%,52572
,Colorado,34.39%,16.58%,199592
,None of the above,40.77%,19.47%,146561
,Total,45.41%,23.42%,10805864
≥ 55 and < 65 Years,"American Samoa, South Pacific",73.68%,36.84%,38
,Marshall Islands,-,-,10 or fewer
,Northern Mariana Islands,-,-,10 or fewer
,Federated States of Micronesia,-,-,10 or fewer
,Alabama,49.85%,27.70%,48285
,West Virginia,52.84%,26.06%,96433
,Kentucky,52.79%,26.62%,292071
,Missouri,51.21%,24.57%,101659
,Ohio,50.61%,28.92%,982936
,Indiana,52.07%,25.40%,310790
,Oklahoma,50.62%,23.91%,104450
,Mississippi,49.48%,18.90%,192312
,Nebraska,48.02%,19.28%,76948
,Kansas,48.83%,24.78%,91149
,Tennessee,46.53%,17.40%,126958
,Louisiana,49.22%,26.72%,223121
,North Carolina,47.99%,26.93%,651839
,Pennsylvania,46.20%,23.48%,844631
,Virginia,45.65%,21.82%,521504
,Arkansas,48.36%,22.97%,112948
,South Carolina,47.77%,25.57%,270291
,Maryland,45.13%,25.81%,210778
,Iowa,49.44%,27.83%,176461
,New Jersey,43.29%,19.03%,254305
,New Mexico,40.69%,18.43%,29860
,Michigan,44.59%,24.77%,541983
,Illinois,46.29%,21.53%,621830
,North Dakota,48.13%,33.59%,64599
,Wisconsin,47.31%,23.12%,386741
,Minnesota,46.25%,28.85%,303770
,Wyoming,44.38%,18.81%,17340
,Arizona,39.65%,19.57%,110705
,Delaware,49.88%,23.49%,42933
,Maine,42.24%,23.50%,98831
,Connecticut,42.80%,22.95%,331443
,Texas,45.94%,27.43%,916505
,New Hampshire,41.57%,18.64%,82715
,Georgia,46.80%,26.50%,243749
,Guam,44.83%,20.69%,58
,Idaho,41.54%,21.40%,86666
,New York,40.44%,20.96%,665819
,Puerto Rico,43.19%,21.77%,565
,Massachusetts,40.84%,27.21%,307370
,South Dakota,42.02%,25.36%,48577
,Florida,39.36%,23.13%,436505
,Alaska,39.32%,20.62%,1615
,Oregon,39.81%,19.89%,192689
,Vermont,35.06%,16.96%,56590
,Washington,36.26%,14.75%,148315
,Armed Forces Pacific,30.65%,-,62
,Armed Forces Africa,39.58%,16.67%,96
,Montana,37.66%,15.40%,26463
,Armed Forces America,-,-,10 or fewer
,Virgin Islands,28.38%,26.86%,525
,California,35.31%,16.30%,649744
,Rhode Island,33.90%,21.64%,77619
,Nevada,32.08%,16.98%,98977
,Hawaii,30.38%,15.80%,71798
,Utah,35.31%,14.05%,53535
,Colorado,34.66%,17.73%,215807
,None of the above,41.42%,19.95%,156369
,Total,44.85%,23.59%,12778702
65 Years or more,"American Samoa, South Pacific",64.71%,31.76%,85
,Marshall Islands,-,-,15
,Northern Mariana Islands,-,-,20
,Federated States of Micronesia,-,-,10 or fewer
,Alabama,40.69%,28.11%,76148
,West Virginia,44.92%,20.93%,142209
,Kentucky,45.36%,23.09%,398859
,Missouri,44.31%,21.28%,164870
,Ohio,45.59%,25.58%,1380705
,Indiana,46.51%,22.14%,430214
,Oklahoma,43.52%,21.76%,160099
,Mississippi,40.74%,15.36%,286466
,Nebraska,43.08%,15.15%,129206
,Kansas,43.78%,21.19%,146044
,Tennessee,37.62%,13.39%,192107
,Louisiana,43.28%,24.90%,316027
,North Carolina,41.85%,22.19%,947116
,Pennsylvania,41.95%,20.13%,1240337
,Virginia,39.32%,18.01%,773611
,Arkansas,39.89%,17.84%,167304
,South Carolina,40.31%,23.39%,405735
,Maryland,39.42%,22.38%,298232
,Iowa,44.14%,24.15%,254990
,New Jersey,37.67%,15.29%,366227
,New Mexico,31.70%,14.49%,51497
,Michigan,41.13%,22.79%,763900
,Illinois,41.60%,17.84%,919109
,North Dakota,44.87%,32.32%,88884
,Wisconsin,44.34%,23.45%,503174
,Minnesota,43.16%,26.29%,439279
,Wyoming,40.41%,16.99%,28337
,Arizona,33.24%,14.80%,183731
,Delaware,43.99%,21.15%,66476
,Maine,37.43%,20.95%,158866
,Connecticut,39.21%,19.69%,459525
,Texas,40.11%,23.51%,1227302
,New Hampshire,36.33%,15.38%,115376
,Georgia,40.07%,24.67%,327711
,Guam,31.03%,15.52%,116
,Idaho,40.60%,22.88%,136669
,New York,36.09%,18.68%,986498
,Puerto Rico,31.03%,16.12%,738
,Massachusetts,37.74%,22.89%,401105
,South Dakota,39.46%,24.27%,67430
,Florida,32.09%,18.74%,667508
,Alaska,33.81%,17.10%,2245
,Oregon,36.40%,17.43%,305953
,Vermont,31.91%,14.04%,86390
,Washington,32.76%,12.85%,217290
,Armed Forces Pacific,-,-,15
,Armed Forces Africa,-,-,27
,Montana,35.03%,13.24%,37237
,Armed Forces America,-,-,10 or fewer
,Virgin Islands,22.08%,16.03%,942
,California,29.26%,13.29%,903687
,Rhode Island,32.95%,20.73%,110835
,Nevada,31.86%,19.36%,113739
,Hawaii,23.00%,11.52%,118120
,Utah,30.72%,11.42%,78734
,Colorado,32.01%,16.33%,291300
,None of the above,36.67%,17.06%,194630
,Total,39.64%,20.46%,18331017
"Total: Total includes all data, including data from rows not currently displayed.","American Samoa, South Pacific",63.55%,34.98%,203
,Marshall Islands,44.44%,-,36
,Northern Mariana Islands,44.44%,17.46%,63
,Federated States of Micronesia,40.54%,-,37
,Alabama,40.53%,23.42%,242522
,West Virginia,40.46%,19.01%,582953
,Kentucky,40.22%,18.97%,1779297
,Missouri,40.16%,18.11%,604320
,Ohio,38.93%,21.29%,5976734
,Indiana,38.62%,17.78%,2005881
,Oklahoma,38.41%,16.67%,645441
,Mississippi,37.92%,13.40%,1185758
,Nebraska,37.49%,13.43%,483330
,Kansas,37.46%,18.09%,548021
,Tennessee,37.25%,12.96%,736794
,Louisiana,36.58%,18.58%,1439612
,North Carolina,36.05%,19.11%,4178708
,Pennsylvania,35.92%,17.78%,4914380
,Virginia,35.78%,15.92%,3057321
,Arkansas,35.67%,16.25%,755052
,South Carolina,35.58%,19.25%,1717384
,Maryland,35.45%,19.85%,1206943
,Iowa,34.80%,18.11%,1257092
,New Jersey,34.43%,14.50%,1347961
,New Mexico,34.26%,14.85%,161648
,Michigan,33.71%,17.54%,3363639
,Illinois,33.45%,15.41%,4098869
,North Dakota,33.26%,21.76%,468451
,Wisconsin,32.89%,15.45%,2568775
,Minnesota,32.74%,19.05%,2101591
,Wyoming,32.56%,13.10%,107937
,Arizona,32.40%,15.00%,640587
,Delaware,32.29%,16.57%,323092
,Maine,32.25%,17.28%,574112
,Connecticut,31.90%,17.46%,1970510
,Texas,31.24%,18.11%,6668276
,New Hampshire,31.23%,13.49%,457485
,Georgia,31.06%,16.50%,1800567
,Guam,30.95%,14.81%,378
,Idaho,30.76%,15.25%,590981
,New York,30.70%,16.23%,3895895
,Puerto Rico,30.49%,15.95%,2840
,Massachusetts,30.29%,20.59%,1898156
,South Dakota,28.96%,16.33%,338784
,Florida,28.72%,16.06%,2643712
,Alaska,28.46%,14.04%,10161
,Oregon,28.22%,13.95%,1454923
,Vermont,27.53%,13.04%,300852
,Washington,27.47%,10.74%,984463
,Armed Forces Pacific,27.22%,12.87%,474
,Armed Forces Africa,26.83%,11.19%,876
,Montana,25.86%,10.49%,175776
,Armed Forces America,25.77%,-,97
,Virgin Islands,25.42%,21.79%,2313
,California,25.39%,12.20%,4387412
,Rhode Island,25.31%,16.52%,450893
,Nevada,24.10%,11.31%,696863
,Hawaii,23.91%,12.00%,430553
,Utah,23.84%,9.09%,445574
,Colorado,23.44%,11.47%,1744264
,None of the above,28.53%,13.17%,1136404
,Total,33.12%,16.83%,81564026
