Session Title,DM in ICD10  by State Age 2022,,,
,Kansas,1.28%,2.11%,44515
,Missouri,1.12%,1.94%,51513
,Michigan,1.18%,1.77%,304910
,Virginia,1.21%,2.03%,244495
,Alabama,1.33%,2.75%,25018
,Maine,1.48%,1.94%,41749
,Illinois,1.29%,1.96%,359767
,Maryland,1.14%,1.94%,104582
,Wyoming,1.36%,1.94%,8061
,Pennsylvania,0.90%,1.57%,444101
,Minnesota,1.12%,1.59%,171045
,Rhode Island,1.30%,1.95%,38949
,Idaho,1.48%,1.96%,57373
,Louisiana,1.05%,1.72%,139346
,New York,1.04%,1.66%,362173
,Nebraska,1.34%,1.94%,52592
,Wisconsin,1.21%,1.65%,233562
,Guam,-,-,20
,Puerto Rico,-,-,257
,Georgia,1.10%,2.22%,169530
,New Jersey,0.90%,1.70%,139156
,Tennessee,1.30%,2.37%,69137
,Arkansas,1.59%,2.56%,61131
,Arizona,0.85%,1.40%,69908
,New Hampshire,1.46%,1.81%,34277
,Hawaii,0.92%,1.42%,33872
,Massachusetts,0.93%,1.48%,193476
,Iowa,1.36%,1.78%,122622
,New Mexico,0.92%,1.83%,12703
,Alaska,-,-,920
,South Dakota,1.13%,1.44%,32488
,Oregon,1.17%,1.74%,133705
,North Dakota,1.05%,1.50%,45045
,Washington,0.93%,1.49%,86525
,Texas,1.25%,2.16%,613162
,Montana,0.99%,1.35%,21494
,Connecticut,1.15%,1.87%,166228
,Colorado,0.99%,1.63%,176486
,Utah,1.05%,1.85%,47357
,California,0.80%,1.65%,457909
,Vermont,1.19%,1.82%,21357
,Florida,1.01%,2.06%,368634
,Nevada,0.74%,1.41%,55799
,District of Columbia,0.74%,1.40%,8257
,Armed Forces Pacific,-,-,29
,Armed Forces Africa,-,-,47
,None of the above,0.91%,1.73%,124011
,Total,1.14%,1.86%,7650160
≥ 25 and < 35 Years,Marshall Islands,-,-,10 or fewer
,Federated States of Micronesia,-,-,10 or fewer
,"American Samoa, South Pacific",-,-,10 or fewer
,Northern Mariana Islands,-,-,10 or fewer
,Virgin Islands,-,-,122
,West Virginia,2.62%,4.14%,71433
,Kentucky,2.43%,3.90%,265115
,Ohio,2.28%,3.65%,828087
,Indiana,2.32%,3.85%,276425
,Mississippi,2.37%,3.94%,154122
,North Carolina,2.24%,3.64%,571580
,Delaware,2.15%,3.60%,32600
,South Carolina,2.28%,3.80%,276824
,Oklahoma,2.14%,3.91%,84908
,Kansas,2.31%,3.83%,68228
,Missouri,2.14%,3.60%,84106
,Michigan,1.98%,3.09%,456822
,Virginia,2.03%,3.53%,403696
,Alabama,2.13%,4.73%,41019
,Maine,1.97%,3.02%,67961
,Illinois,2.24%,3.51%,521937
,Maryland,1.80%,3.41%,187254
,Wyoming,2.26%,3.75%,11498
,Pennsylvania,1.61%,2.95%,718191
,Minnesota,2.01%,3.03%,261230
,Rhode Island,1.73%,3.18%,58544
,Idaho,2.13%,3.30%,85092
,Louisiana,1.81%,3.36%,205343
,New York,1.70%,2.96%,583413
,Nebraska,2.37%,3.69%,71655
,Wisconsin,1.99%,2.83%,332093
,Guam,-,-,48
,Puerto Rico,-,4.86%,391
,Georgia,1.90%,3.44%,237878
,New Jersey,1.55%,2.86%,231883
,Tennessee,1.70%,3.55%,107152
,Arkansas,2.23%,4.17%,88250
,Arizona,1.90%,3.04%,118237
,New Hampshire,1.82%,2.78%,50167
,Hawaii,1.78%,3.16%,56342
,Massachusetts,1.42%,2.55%,312482
,Iowa,2.03%,3.21%,167531
,New Mexico,2.08%,3.93%,24379
,Alaska,1.29%,1.86%,1238
,South Dakota,1.84%,2.50%,44853
,Oregon,1.70%,2.89%,217183
,North Dakota,1.82%,2.77%,69601
,Washington,1.47%,2.46%,165819
,Texas,1.77%,3.81%,944608
,Montana,1.53%,2.15%,28819
,Connecticut,1.44%,3.17%,249046
,Colorado,1.38%,2.52%,299453
,Utah,1.92%,3.25%,71611
,California,1.31%,2.92%,772513
,Vermont,1.27%,2.62%,35478
,Florida,1.20%,3.17%,555251
,Nevada,1.08%,2.28%,100590
,District of Columbia,0.91%,1.91%,20755
,Armed Forces Pacific,-,-,53
,Armed Forces Africa,-,-,102
,None of the above,1.30%,2.55%,218086
,Total,1.84%,3.27%,11909117
≥ 35 and < 45 Years,Marshall Islands,-,-,10 or fewer
,Federated States of Micronesia,-,-,10 or fewer
,"American Samoa, South Pacific",-,-,20
,Northern Mariana Islands,-,-,10 or fewer
,Virgin Islands,6.25%,9.19%,272
,West Virginia,6.27%,9.44%,77322
,Kentucky,5.73%,8.64%,281330
,Ohio,5.35%,8.03%,859185
,Indiana,5.72%,8.72%,289771
,Mississippi,5.81%,9.12%,169807
,North Carolina,5.29%,8.02%,597516
,Delaware,5.55%,8.21%,33661
,South Carolina,5.21%,8.28%,290948
,Oklahoma,5.39%,8.92%,93699
,Kansas,4.77%,7.62%,76510
,Missouri,4.74%,7.79%,88820
,Michigan,4.65%,6.88%,447268
,Virginia,4.57%,7.41%,464022
,Alabama,4.65%,9.97%,49637
,Maine,4.15%,5.98%,74849
,Illinois,5.34%,7.86%,540333
,Maryland,4.17%,7.30%,194862
,Wyoming,4.66%,7.30%,13206
,Pennsylvania,3.75%,6.42%,744855
,Minnesota,4.51%,6.51%,278311
,Rhode Island,4.00%,6.85%,58659
,Idaho,4.33%,6.53%,93555
,Louisiana,4.45%,7.89%,227495
,New York,3.84%,6.30%,593768
,Nebraska,4.54%,7.26%,73091
,Wisconsin,4.76%,6.51%,342324
,Guam,-,-,47
,Puerto Rico,3.15%,8.72%,413
,Georgia,4.65%,7.75%,256033
,New Jersey,3.46%,6.09%,257678
,Tennessee,4.19%,8.02%,109220
,Arkansas,5.18%,9.17%,93898
,Arizona,4.53%,6.83%,123295
,New Hampshire,3.51%,5.31%,53726
,Hawaii,4.07%,7.19%,64250
,Massachusetts,3.32%,5.85%,306663
,Iowa,4.47%,6.76%,172553
,New Mexico,4.06%,8.59%,25074
,Alaska,4.03%,5.54%,1191
,South Dakota,3.88%,5.35%,46824
,Oregon,3.80%,6.21%,221680
,North Dakota,4.02%,6.28%,68381
,Washington,3.47%,5.43%,165254
,Texas,4.18%,8.72%,1035872
,Montana,3.32%,4.51%,27830
,Connecticut,2.86%,6.29%,266054
,Colorado,3.05%,5.20%,282201
,Utah,3.81%,6.46%,69755
,California,3.10%,6.67%,771807
,Vermont,2.12%,4.72%,41484
,Florida,2.50%,6.79%,596630
,Nevada,2.46%,5.35%,95676
,District of Columbia,2.13%,4.11%,16725
,Armed Forces Pacific,-,-,125
,Armed Forces Africa,-,-,244
,None of the above,3.14%,6.18%,173021
,Total,4.26%,7.23%,12398716
≥ 45 and < 55 Years,Marshall Islands,-,-,10 or fewer
,Federated States of Micronesia,-,-,10 or fewer
,"American Samoa, South Pacific",-,-,29
,Northern Mariana Islands,-,-,15
,Virgin Islands,9.75%,13.78%,646
,West Virginia,12.58%,18.52%,89604
,Kentucky,11.69%,16.80%,304848
,Ohio,10.91%,15.54%,894387
,Indiana,11.60%,16.85%,298976
,Mississippi,11.03%,17.01%,191155
,North Carolina,10.65%,15.46%,668022
,Delaware,11.80%,15.61%,35720
,South Carolina,10.47%,15.86%,319026
,Oklahoma,10.85%,17.18%,98023
,Kansas,9.12%,14.20%,75968
,Missouri,9.40%,14.99%,91232
,Michigan,9.85%,13.96%,467165
,Virginia,9.10%,14.07%,498312
,Alabama,8.44%,17.23%,62751
,Maine,8.36%,11.56%,80641
,Illinois,10.60%,15.17%,566730
,Maryland,8.80%,14.36%,195521
,Wyoming,9.04%,13.20%,13518
,Pennsylvania,8.01%,12.98%,782512
,Minnesota,9.35%,12.74%,255902
,Rhode Island,8.38%,13.48%,63308
,Idaho,8.51%,12.25%,94336
,Louisiana,9.10%,15.61%,224844
,New York,7.74%,12.31%,649859
,Nebraska,9.18%,14.01%,69150
,Wisconsin,9.74%,13.07%,330590
,Guam,-,-,66
,Puerto Rico,5.72%,15.56%,559
,Georgia,9.28%,14.67%,291711
,New Jersey,6.99%,12.03%,299642
,Tennessee,8.15%,15.19%,129698
,Arkansas,9.57%,16.64%,102424
,Arizona,8.61%,12.37%,132150
,New Hampshire,7.09%,10.12%,61893
,Hawaii,7.62%,13.73%,70548
,Massachusetts,7.19%,11.75%,318072
,Iowa,9.27%,13.53%,159448
,New Mexico,7.47%,15.81%,25907
,Alaska,8.99%,13.13%,1112
,South Dakota,8.23%,10.95%,41392
,Oregon,8.18%,12.65%,203805
,North Dakota,8.12%,12.74%,56603
,Washington,7.19%,10.97%,150836
,Texas,8.22%,16.72%,1061909
,Montana,6.81%,9.31%,24765
,Connecticut,5.82%,11.99%,286400
,Colorado,6.46%,10.30%,254115
,Utah,7.38%,12.03%,59346
,California,6.27%,13.24%,755477
,Vermont,4.29%,8.82%,44920
,Florida,4.94%,13.06%,659956
,Nevada,5.27%,10.72%,91506
,District of Columbia,5.30%,10.12%,12173
,Armed Forces Pacific,-,9.68%,124
,Armed Forces Africa,4.21%,6.51%,261
,None of the above,6.69%,13.22%,157557
,Total,8.66%,14.13%,12877177
≥ 55 and < 65 Years,Marshall Islands,-,-,10 or fewer
,Federated States of Micronesia,-,-,18
,"American Samoa, South Pacific",-,37.78%,45
,Northern Mariana Islands,-,-,17
,Virgin Islands,13.48%,19.02%,794
,West Virginia,17.00%,25.24%,106216
,Kentucky,16.08%,23.25%,349561
,Ohio,15.20%,21.89%,1052365
,Indiana,15.74%,23.26%,340715
,Mississippi,14.69%,23.27%,223088
,North Carolina,15.04%,22.26%,741592
,Delaware,16.43%,22.07%,50603
,South Carolina,14.29%,22.20%,377516
,Oklahoma,14.90%,23.60%,113255
,Kansas,13.00%,20.16%,95552
,Missouri,13.04%,21.20%,111644
,Michigan,13.89%,19.95%,562487
,Virginia,13.23%,20.79%,589419
,Alabama,11.49%,23.15%,78213
,Maine,11.67%,16.19%,110988
,Illinois,14.23%,21.32%,658450
,Maryland,12.45%,20.61%,242434
,Wyoming,12.02%,17.47%,18084
,Pennsylvania,11.81%,19.18%,964623
,Minnesota,12.90%,17.73%,311877
,Rhode Island,11.69%,19.04%,83588
,Idaho,12.13%,17.46%,105088
,Louisiana,12.85%,22.10%,264354
,New York,11.26%,18.36%,836436
,Nebraska,12.06%,19.11%,85404
,Wisconsin,13.26%,18.10%,403481
,Guam,-,15.89%,107
,Puerto Rico,10.96%,26.99%,730
,Georgia,13.34%,21.21%,319363
,New Jersey,10.43%,18.38%,376624
,Tennessee,10.90%,20.80%,153942
,Arkansas,12.31%,22.20%,119301
,Arizona,11.22%,16.83%,155738
,New Hampshire,9.90%,14.28%,87007
,Hawaii,10.61%,19.62%,82061
,Massachusetts,10.86%,17.93%,377341
,Iowa,12.45%,18.69%,183929
,New Mexico,9.14%,19.78%,35558
,Alaska,10.90%,16.67%,1560
,South Dakota,11.33%,15.15%,49858
,Oregon,11.68%,18.15%,212974
,North Dakota,11.14%,17.92%,65909
,Washington,10.23%,15.83%,163134
,Texas,11.30%,23.52%,1118779
,Montana,10.00%,13.50%,28585
,Connecticut,8.74%,17.72%,355907
,Colorado,9.36%,15.13%,262721
,Utah,9.83%,17.24%,56273
,California,9.02%,19.45%,818863
,Vermont,5.96%,12.53%,60038
,Florida,6.88%,18.75%,825288
,Nevada,8.12%,16.34%,99325
,District of Columbia,7.67%,16.71%,12521
,Armed Forces Pacific,-,-,80
,Armed Forces Africa,-,7.97%,138
,None of the above,9.46%,20.52%,169508
,Total,12.15%,20.16%,15071072
65 Years or more,Marshall Islands,-,-,20
,Federated States of Micronesia,-,-,17
,"American Samoa, South Pacific",21.05%,35.79%,95
,Northern Mariana Islands,-,-,38
,Virgin Islands,14.39%,27.37%,1432
,West Virginia,18.86%,30.89%,168579
,Kentucky,18.22%,28.52%,499566
,Ohio,17.64%,28.02%,1600823
,Indiana,18.06%,28.89%,508875
,Mississippi,16.19%,28.39%,347813
,North Carolina,16.93%,27.88%,1139400
,Delaware,19.32%,28.53%,83319
,South Carolina,16.22%,27.28%,607305
,Oklahoma,16.49%,28.29%,179565
,Kansas,15.16%,24.97%,165778
,Missouri,14.72%,25.83%,191179
,Michigan,16.92%,26.91%,863130
,Virginia,15.09%,26.65%,911602
,Alabama,13.11%,27.54%,125152
,Maine,14.57%,21.62%,195034
,Illinois,15.83%,27.24%,1026610
,Maryland,14.18%,26.17%,370624
,Wyoming,13.84%,21.88%,33786
,Pennsylvania,14.74%,25.56%,1504025
,Minnesota,15.53%,23.27%,490326
,Rhode Island,14.19%,25.91%,127229
,Idaho,15.19%,23.00%,177193
,Louisiana,15.02%,28.18%,390793
,New York,13.61%,24.32%,1303377
,Nebraska,12.54%,22.85%,153417
,Wisconsin,16.20%,24.39%,565147
,Guam,10.58%,24.87%,189
,Puerto Rico,11.51%,28.82%,1086
,Georgia,14.67%,25.36%,478566
,New Jersey,11.85%,24.47%,569026
,Tennessee,11.60%,25.57%,247539
,Arkansas,12.52%,25.36%,187401
,Arizona,10.90%,19.13%,266643
,New Hampshire,12.20%,18.83%,132700
,Hawaii,11.95%,25.07%,141954
,Massachusetts,13.93%,24.66%,530196
,Iowa,13.79%,23.20%,288993
,New Mexico,9.11%,22.57%,66527
,Alaska,11.64%,19.04%,2715
,South Dakota,14.06%,20.79%,76643
,Oregon,12.84%,21.76%,368825
,North Dakota,13.61%,24.03%,99341
,Washington,11.57%,20.37%,256458
,Texas,12.04%,27.48%,1603790
,Montana,12.17%,17.49%,45079
,Connecticut,11.20%,23.88%,517211
,Colorado,11.38%,19.53%,400012
,Utah,10.07%,21.64%,88570
,California,9.54%,22.23%,1227193
,Vermont,7.47%,16.88%,99318
,Florida,7.95%,22.82%,1370280
,Nevada,9.27%,19.72%,138544
,District of Columbia,7.35%,18.45%,17747
,Armed Forces Pacific,-,-,23
,Armed Forces Africa,-,-,34
,None of the above,11.81%,25.78%,218663
,Total,13.98%,25.35%,23172515
"Total: Total includes all data, including data from rows not currently displayed.",Marshall Islands,-,33.33%,36
,Federated States of Micronesia,22.03%,33.90%,59
,"American Samoa, South Pacific",16.36%,28.04%,214
,Northern Mariana Islands,12.36%,21.35%,89
,Virgin Islands,11.41%,19.23%,3401
,West Virginia,9.90%,15.50%,669578
,Kentucky,8.97%,13.55%,2246152
,Ohio,8.85%,13.49%,6749199
,Indiana,8.59%,13.31%,2333007
,Mississippi,8.55%,14.17%,1420321
,North Carolina,8.53%,13.40%,4929632
,Delaware,8.47%,12.09%,386173
,South Carolina,8.33%,13.47%,2478068
,Oklahoma,8.29%,13.86%,748517
,Kansas,8.21%,13.21%,610010
,Missouri,7.98%,13.56%,698069
,Michigan,7.95%,12.12%,3682676
,Virginia,7.94%,13.33%,3665610
,Alabama,7.88%,16.41%,420829
,Maine,7.84%,11.36%,669011
,Illinois,7.71%,12.30%,4553623
,Maryland,7.56%,13.36%,1450627
,Wyoming,7.41%,11.47%,124199
,Pennsylvania,7.31%,12.40%,5851640
,Minnesota,7.19%,10.44%,2231935
,Rhode Island,7.16%,12.45%,514253
,Idaho,7.11%,10.54%,763892
,Louisiana,7.09%,12.78%,1743293
,New York,7.08%,12.13%,4920045
,Nebraska,7.07%,12.00%,567621
,Wisconsin,7.03%,10.10%,2794884
,Guam,6.95%,15.60%,532
,Puerto Rico,6.87%,17.10%,3842
,Georgia,6.68%,11.22%,2311308
,New Jersey,6.63%,12.70%,2063077
,Tennessee,6.55%,13.45%,938107
,Arkansas,6.51%,12.23%,839186
,Arizona,6.46%,10.41%,1051182
,New Hampshire,6.46%,9.68%,493134
,Hawaii,6.43%,12.56%,536446
,Massachusetts,6.39%,10.99%,2387898
,Iowa,6.35%,10.02%,1383762
,New Mexico,6.19%,14.28%,201540
,Alaska,6.06%,9.48%,10522
,South Dakota,6.01%,8.49%,370625
,Oregon,6.00%,9.78%,1681722
,North Dakota,5.72%,9.53%,506497
,Washington,5.54%,9.19%,1159516
,Texas,5.44%,11.66%,8633253
,Montana,5.40%,7.57%,208517
,Connecticut,5.28%,11.15%,2188378
,Colorado,4.62%,7.77%,2228449
,Utah,4.47%,8.50%,502281
,California,4.45%,9.97%,6079963
,Vermont,4.20%,9.09%,338985
,Florida,4.17%,11.47%,5304546
,Nevada,4.16%,8.78%,706459
,District of Columbia,3.78%,8.45%,89683
,Armed Forces Pacific,3.42%,5.95%,555
,Armed Forces Africa,2.31%,4.01%,997
,None of the above,4.83%,10.20%,1265551
,Total,6.83%,11.87%,100713176
