Session Title,DM in ICD10  by State Age 2025,,,
,North Carolina,1.44%,2.22%,366206
,South Carolina,1.62%,2.47%,199584
,Ohio,1.26%,2.00%,568158
,West Virginia,1.24%,2.21%,62394
,Illinois,1.58%,2.18%,334526
,Maine,1.59%,2.09%,37992
,Maryland,1.30%,2.26%,94076
,New Jersey,1.21%,2.08%,165995
,Kansas,1.19%,2.12%,55430
,Missouri,1.23%,1.96%,61818
,Pennsylvania,0.96%,1.68%,426066
,Michigan,1.36%,2.08%,325817
,Virginia,1.42%,2.20%,239957
,New York,1.18%,1.93%,363962
,Rhode Island,1.29%,1.91%,41343
,Oklahoma,2.17%,3.08%,68756
,Minnesota,1.33%,1.87%,153676
,Wisconsin,1.38%,1.80%,206704
,Hawaii,1.20%,1.85%,30239
,Iowa,1.46%,1.91%,126105
,New Mexico,1.01%,1.93%,11740
,Massachusetts,1.39%,2.03%,220415
,Nebraska,1.34%,1.99%,56579
,Louisiana,1.15%,1.96%,147627
,Idaho,1.50%,2.09%,58988
,Tennessee,1.46%,2.62%,77121
,New Hampshire,1.69%,2.16%,31199
,Georgia,1.26%,2.62%,183583
,Arizona,0.97%,1.45%,91756
,Arkansas,2.01%,2.97%,53393
,Connecticut,1.27%,2.07%,155917
,Wyoming,1.39%,2.16%,9435
,Florida,1.35%,2.31%,437047
,Oregon,1.29%,1.95%,125776
,Texas,1.37%,2.32%,627573
,Washington,0.90%,1.40%,91175
,California,0.94%,1.79%,537574
,Montana,1.17%,1.79%,25276
,Puerto Rico,0.76%,2.41%,6320
,South Dakota,1.19%,1.69%,30120
,Alaska,-,1.37%,1166
,North Dakota,1.17%,1.69%,45064
,Nevada,0.87%,1.51%,54121
,District of Columbia,1.02%,1.81%,6470
,Colorado,1.12%,1.85%,170546
,Vermont,1.35%,1.99%,20495
,Armed Forces Pacific,-,-,22
,Utah,1.02%,2.11%,58440
,Armed Forces Africa,-,-,27
,None of the above,1.01%,1.93%,101068
,Total,1.30%,2.08%,7850394
≥ 25 and < 35 Years,Marshall Islands,-,-,10 or fewer
,Federated States of Micronesia,-,-,10 or fewer
,"American Samoa, South Pacific",-,-,10 or fewer
,Northern Mariana Islands,-,-,10 or fewer
,Virgin Islands,-,-,97
,Alabama,3.53%,6.33%,37592
,Guam,-,-,23
,Mississippi,3.04%,5.01%,148170
,Kentucky,2.82%,4.61%,259263
,Delaware,2.64%,4.45%,32386
,Indiana,2.72%,4.59%,258935
,North Carolina,2.66%,4.19%,568427
,South Carolina,2.72%,4.46%,310389
,Ohio,2.51%,4.13%,877524
,West Virginia,2.54%,4.72%,90155
,Illinois,2.78%,4.17%,506118
,Maine,2.38%,3.50%,58447
,Maryland,2.17%,4.13%,167951
,New Jersey,2.02%,3.58%,288517
,Kansas,2.29%,4.11%,86743
,Missouri,2.34%,3.90%,100507
,Pennsylvania,1.95%,3.32%,707563
,Michigan,2.15%,3.57%,527168
,Virginia,2.26%,3.77%,404187
,New York,1.97%,3.44%,623442
,Rhode Island,2.09%,3.82%,61389
,Oklahoma,2.86%,4.78%,101906
,Minnesota,2.47%,3.71%,228698
,Wisconsin,2.42%,3.35%,299747
,Hawaii,2.44%,4.31%,50797
,Iowa,2.66%,4.03%,174109
,New Mexico,2.30%,4.17%,22092
,Massachusetts,1.98%,3.16%,353071
,Nebraska,2.65%,4.34%,81682
,Louisiana,2.08%,4.12%,212368
,Idaho,2.40%,3.77%,85163
,Tennessee,2.25%,4.41%,125626
,New Hampshire,2.16%,3.20%,43895
,Georgia,2.25%,4.30%,275868
,Arizona,2.29%,3.35%,154156
,Arkansas,2.83%,5.16%,76139
,Connecticut,1.88%,3.77%,243850
,Wyoming,2.18%,3.42%,13830
,Florida,2.00%,3.92%,691781
,Oregon,1.99%,3.41%,203816
,Texas,2.29%,4.47%,1026390
,Washington,1.73%,2.64%,177200
,California,1.89%,3.49%,893228
,Montana,2.03%,3.15%,39052
,Puerto Rico,1.65%,5.03%,8995
,South Dakota,2.13%,3.08%,41752
,Alaska,1.59%,2.39%,1382
,North Dakota,2.06%,3.28%,70961
,Nevada,1.45%,2.77%,98389
,District of Columbia,1.38%,2.15%,23858
,Colorado,1.63%,2.91%,313823
,Vermont,1.62%,3.06%,32242
,Armed Forces Pacific,-,-,22
,Utah,1.80%,3.41%,94022
,Armed Forces Africa,-,-,41
,None of the above,1.63%,3.01%,191287
,Total,2.24%,3.85%,12566249
≥ 35 and < 45 Years,Marshall Islands,-,-,10 or fewer
,Federated States of Micronesia,-,-,10 or fewer
,"American Samoa, South Pacific",-,-,22
,Northern Mariana Islands,-,-,10 or fewer
,Virgin Islands,-,6.45%,217
,Alabama,6.78%,11.90%,47572
,Guam,-,-,27
,Mississippi,6.60%,10.78%,166068
,Kentucky,6.01%,9.55%,278851
,Delaware,6.12%,9.47%,36271
,Indiana,6.11%,9.80%,278394
,North Carolina,5.71%,8.80%,617976
,South Carolina,5.59%,9.22%,340810
,Ohio,5.41%,8.59%,950040
,West Virginia,5.42%,9.97%,97666
,Illinois,6.00%,9.00%,540781
,Maine,4.58%,6.50%,70625
,Maryland,4.67%,8.23%,192243
,New Jersey,4.34%,7.49%,326509
,Kansas,4.67%,7.95%,100480
,Missouri,5.09%,8.28%,106185
,Pennsylvania,4.12%,6.88%,792447
,Michigan,4.53%,7.30%,555387
,Virginia,4.63%,7.58%,482614
,New York,4.18%,7.07%,662966
,Rhode Island,4.54%,7.56%,66080
,Oklahoma,5.75%,9.67%,115373
,Minnesota,4.99%,7.47%,261530
,Wisconsin,5.33%,7.24%,323678
,Hawaii,5.11%,9.10%,61170
,Iowa,5.68%,8.36%,189570
,New Mexico,4.91%,8.76%,25012
,Massachusetts,4.25%,6.61%,371085
,Nebraska,4.79%,8.14%,85757
,Louisiana,4.57%,8.92%,243613
,Idaho,4.68%,7.32%,93102
,Tennessee,4.79%,9.34%,134983
,New Hampshire,3.98%,5.83%,50781
,Georgia,4.78%,8.98%,313753
,Arizona,5.41%,7.51%,157698
,Arkansas,5.71%,10.27%,84432
,Connecticut,3.63%,7.18%,280687
,Wyoming,3.86%,6.72%,16203
,Florida,4.23%,8.15%,781777
,Oregon,4.33%,7.05%,220743
,Texas,5.02%,9.69%,1177217
,Washington,3.94%,5.86%,194038
,California,4.48%,7.76%,939450
,Montana,3.65%,5.73%,41847
,Puerto Rico,4.51%,11.46%,8331
,South Dakota,4.33%,6.45%,44649
,Alaska,3.82%,5.51%,1125
,North Dakota,4.07%,6.70%,76548
,Nevada,3.25%,6.15%,103488
,District of Columbia,2.88%,4.79%,20039
,Colorado,3.23%,5.69%,320895
,Vermont,2.52%,5.11%,41599
,Armed Forces Pacific,-,-,61
,Utah,3.36%,6.70%,91856
,Armed Forces Africa,-,-,141
,None of the above,3.55%,6.76%,168388
,Total,4.79%,8.07%,13750857
≥ 45 and < 55 Years,Marshall Islands,-,-,10 or fewer
,Federated States of Micronesia,-,-,10 or fewer
,"American Samoa, South Pacific",-,27.50%,40
,Northern Mariana Islands,-,-,13
,Virgin Islands,11.03%,17.21%,517
,Alabama,11.72%,20.59%,61195
,Guam,-,-,38
,Mississippi,12.50%,19.99%,194322
,Kentucky,12.28%,18.70%,299995
,Delaware,12.63%,17.37%,37097
,Indiana,12.35%,18.81%,287678
,North Carolina,11.36%,16.85%,666278
,South Carolina,11.09%,17.74%,357744
,Ohio,11.13%,16.84%,968352
,West Virginia,10.88%,20.07%,114469
,Illinois,11.88%,17.35%,572937
,Maine,9.16%,12.58%,73116
,Maryland,9.58%,15.92%,184537
,New Jersey,8.74%,14.43%,353003
,Kansas,9.32%,15.28%,101544
,Missouri,10.32%,16.41%,105516
,Pennsylvania,8.83%,14.04%,778743
,Michigan,9.56%,14.80%,562468
,Virginia,9.09%,14.54%,503855
,New York,8.60%,13.81%,666403
,Rhode Island,9.55%,14.79%,65393
,Oklahoma,10.59%,17.41%,122680
,Minnesota,10.27%,14.54%,242793
,Wisconsin,10.91%,14.45%,310336
,Hawaii,9.12%,16.31%,66525
,Iowa,11.14%,15.99%,184190
,New Mexico,9.75%,17.01%,25839
,Massachusetts,8.81%,13.17%,370302
,Nebraska,9.28%,15.08%,81832
,Louisiana,9.19%,17.38%,243055
,Idaho,8.80%,13.25%,97398
,Tennessee,9.20%,17.67%,156923
,New Hampshire,7.91%,11.29%,54583
,Georgia,9.20%,16.86%,356428
,Arizona,10.19%,14.19%,157110
,Arkansas,10.39%,18.57%,96661
,Connecticut,7.41%,13.65%,281480
,Wyoming,8.40%,14.18%,16567
,Florida,8.27%,15.44%,827683
,Oregon,9.07%,14.09%,204766
,Texas,9.76%,18.40%,1206573
,Washington,8.35%,11.89%,170977
,California,9.45%,15.51%,894522
,Montana,7.61%,11.70%,39731
,Puerto Rico,9.99%,22.09%,9323
,South Dakota,8.82%,12.67%,40766
,Alaska,9.08%,13.42%,969
,North Dakota,8.41%,13.90%,62848
,Nevada,7.02%,12.66%,94197
,District of Columbia,6.38%,10.98%,13785
,Colorado,6.70%,11.23%,285752
,Vermont,4.76%,9.37%,43052
,Armed Forces Pacific,-,-,92
,Utah,5.98%,12.34%,86976
,Armed Forces Africa,-,6.40%,172
,None of the above,7.43%,14.53%,145922
,Total,9.70%,15.75%,13948076
≥ 55 and < 65 Years,Marshall Islands,-,-,10 or fewer
,Federated States of Micronesia,-,-,10 or fewer
,"American Samoa, South Pacific",-,38.46%,52
,Northern Mariana Islands,-,-,18
,Virgin Islands,12.55%,22.54%,781
,Alabama,15.40%,27.19%,75548
,Guam,-,27.27%,88
,Mississippi,17.03%,27.14%,224287
,Kentucky,17.47%,26.26%,336758
,Delaware,18.18%,24.86%,50677
,Indiana,17.12%,25.98%,317222
,North Carolina,16.14%,24.23%,755627
,South Carolina,15.60%,25.02%,425318
,Ohio,16.01%,24.12%,1114405
,West Virginia,15.38%,27.89%,134459
,Illinois,15.99%,24.22%,642311
,Maine,13.28%,18.06%,97532
,Maryland,14.03%,23.19%,229807
,New Jersey,13.34%,22.04%,439673
,Kansas,13.66%,21.99%,115716
,Missouri,14.80%,23.87%,121891
,Pennsylvania,13.48%,21.22%,940032
,Michigan,13.93%,21.54%,666306
,Virginia,13.45%,21.74%,590399
,New York,12.92%,20.78%,863279
,Rhode Island,13.88%,21.41%,85655
,Oklahoma,14.74%,24.37%,138907
,Minnesota,14.72%,20.63%,280422
,Wisconsin,15.05%,20.34%,364454
,Hawaii,13.11%,23.74%,77699
,Iowa,15.36%,22.58%,203246
,New Mexico,12.68%,22.27%,33604
,Massachusetts,13.33%,19.87%,446978
,Nebraska,12.98%,21.51%,92088
,Louisiana,13.45%,25.05%,275429
,Idaho,13.10%,19.09%,104008
,Tennessee,12.69%,24.58%,190282
,New Hampshire,11.18%,15.88%,78511
,Georgia,13.32%,24.35%,401813
,Arizona,13.21%,18.83%,178131
,Arkansas,13.59%,24.97%,112259
,Connecticut,11.49%,20.25%,356619
,Wyoming,11.43%,18.57%,20210
,Florida,11.71%,22.21%,1011734
,Oregon,13.46%,20.77%,204053
,Texas,13.76%,26.09%,1240889
,Washington,12.18%,17.55%,179325
,California,13.65%,22.77%,951305
,Montana,11.46%,17.27%,44167
,Puerto Rico,15.27%,32.18%,10801
,South Dakota,12.37%,17.82%,43978
,Alaska,13.87%,18.99%,1269
,North Dakota,11.89%,19.89%,66068
,Nevada,10.51%,18.78%,104433
,District of Columbia,11.13%,19.91%,13141
,Colorado,10.13%,16.88%,288896
,Vermont,7.00%,13.93%,55614
,Armed Forces Pacific,-,-,60
,Utah,8.66%,18.64%,79738
,Armed Forces Africa,-,10.37%,135
,None of the above,10.66%,22.45%,156519
,Total,13.93%,22.69%,16034637
65 Years or more,Marshall Islands,-,-,15
,Federated States of Micronesia,-,-,23
,"American Samoa, South Pacific",21.37%,46.15%,117
,Northern Mariana Islands,-,31.43%,35
,Virgin Islands,16.15%,29.16%,1622
,Alabama,16.57%,30.82%,138452
,Guam,14.45%,36.42%,173
,Mississippi,18.56%,32.60%,391183
,Kentucky,19.55%,30.85%,536171
,Delaware,20.64%,30.14%,98490
,Indiana,19.21%,30.98%,534704
,North Carolina,17.64%,29.20%,1304407
,South Carolina,17.64%,30.04%,758018
,Ohio,18.38%,30.06%,1921418
,West Virginia,17.40%,33.37%,245558
,Illinois,16.98%,29.38%,1129492
,Maine,15.51%,21.79%,198833
,Maryland,15.52%,28.36%,391396
,New Jersey,15.81%,28.53%,741818
,Kansas,15.95%,27.13%,222836
,Missouri,16.23%,28.00%,226178
,Pennsylvania,16.31%,27.06%,1643114
,Michigan,16.64%,27.85%,1140348
,Virginia,14.89%,27.00%,1015227
,New York,15.27%,26.32%,1524383
,Rhode Island,16.00%,27.94%,148177
,Oklahoma,15.10%,27.85%,244379
,Minnesota,16.71%,25.03%,513482
,Wisconsin,17.27%,25.42%,602513
,Hawaii,13.53%,28.20%,151713
,Iowa,16.17%,26.05%,370191
,New Mexico,11.43%,23.43%,70761
,Massachusetts,16.33%,26.24%,730464
,Nebraska,13.84%,24.86%,184270
,Louisiana,15.87%,30.97%,463702
,Idaho,15.77%,24.11%,201004
,Tennessee,13.14%,28.35%,339067
,New Hampshire,13.37%,19.72%,142776
,Georgia,14.17%,28.68%,665523
,Arizona,12.03%,20.37%,329912
,Arkansas,13.01%,27.28%,199978
,Connecticut,14.35%,26.03%,585865
,Wyoming,13.24%,22.69%,44801
,Florida,12.36%,26.64%,1849056
,Oregon,14.12%,23.62%,390906
,Texas,14.19%,29.78%,1991870
,Washington,13.61%,21.65%,321377
,California,13.48%,25.86%,1550089
,Montana,13.17%,21.31%,88058
,Puerto Rico,14.62%,34.25%,12286
,South Dakota,14.84%,22.53%,77607
,Alaska,11.03%,17.57%,2892
,North Dakota,14.19%,25.35%,115850
,Nevada,10.50%,21.66%,174658
,District of Columbia,11.05%,21.38%,20059
,Colorado,11.70%,20.95%,513999
,Vermont,8.38%,17.61%,107712
,Armed Forces Pacific,-,-,31
,Utah,8.95%,23.19%,153560
,Armed Forces Africa,-,-,35
,None of the above,12.41%,27.50%,221746
,Total,15.47%,27.46%,27744380
"Total: Total includes all data, including data from rows not currently displayed.",Marshall Islands,-,-,34
,Federated States of Micronesia,-,26.92%,52
,"American Samoa, South Pacific",17.77%,37.19%,242
,Northern Mariana Islands,16.46%,22.78%,79
,Virgin Islands,12.49%,22.36%,3372
,Alabama,10.92%,19.82%,416863
,Guam,10.91%,25.13%,394
,Mississippi,10.26%,17.20%,1456025
,Kentucky,9.82%,15.26%,2248726
,Delaware,9.62%,13.88%,405263
,Indiana,9.58%,15.19%,2266810
,North Carolina,9.40%,14.87%,5030382
,South Carolina,9.40%,15.57%,2800548
,Ohio,9.36%,14.82%,7523962
,West Virginia,9.13%,17.11%,898449
,Illinois,8.91%,14.33%,4560005
,Maine,8.83%,12.29%,615482
,Maryland,8.73%,15.41%,1392966
,New Jersey,8.70%,15.19%,2562446
,Kansas,8.69%,14.54%,772835
,Missouri,8.67%,14.53%,827513
,Pennsylvania,8.43%,13.79%,5911631
,Michigan,8.33%,13.50%,4409306
,Virginia,8.29%,14.24%,3683277
,New York,8.21%,13.81%,5290319
,Rhode Island,8.17%,13.62%,566098
,Oklahoma,8.14%,14.13%,992153
,Minnesota,8.14%,12.01%,2148848
,Wisconsin,8.02%,11.34%,2714255
,Hawaii,7.98%,15.48%,510911
,Iowa,7.97%,12.21%,1586231
,New Mexico,7.95%,15.22%,210630
,Massachusetts,7.92%,12.37%,2938332
,Nebraska,7.92%,13.69%,635583
,Louisiana,7.76%,14.91%,1880627
,Idaho,7.72%,11.67%,779539
,Tennessee,7.66%,15.66%,1194042
,New Hampshire,7.45%,10.82%,471216
,Georgia,7.37%,14.31%,2704955
,Arizona,7.33%,11.31%,1282500
,Arkansas,7.33%,14.11%,800826
,Connecticut,7.31%,13.27%,2181116
,Wyoming,7.26%,12.31%,144358
,Florida,6.94%,14.03%,6654886
,Oregon,6.89%,11.15%,1661893
,Texas,6.88%,13.63%,9542593
,Washington,6.83%,10.41%,1308098
,California,6.75%,12.13%,7018403
,Montana,6.74%,10.65%,321484
,Puerto Rico,6.67%,15.35%,71322
,South Dakota,6.60%,9.81%,352092
,Alaska,6.39%,9.66%,10168
,North Dakota,6.19%,10.62%,545941
,Nevada,5.50%,10.66%,730679
,District of Columbia,5.49%,9.98%,97278
,Colorado,5.31%,9.26%,2319831
,Vermont,4.98%,10.09%,336057
,Armed Forces Pacific,4.96%,8.75%,343
,Utah,4.46%,10.48%,688965
,Armed Forces Africa,2.82%,4.85%,639
,None of the above,5.50%,11.54%,1172766
,Total,7.98%,13.64%,109652639
