Session Title,DM in ICD10  by State Age 2023,,,
,Utah,1.92%,3.40%,80780
,Armed Forces Pacific,-,-,39
,Vermont,1.41%,2.86%,36571
,None of the above,1.49%,2.81%,218457
,Total,2.02%,3.56%,13607770
≥ 35 and < 45 Years,Marshall Islands,-,-,10 or fewer
,Federated States of Micronesia,-,-,10 or fewer
,Northern Mariana Islands,-,-,11
,"American Samoa, South Pacific",-,-,33
,Palau,-,-,10 or fewer
,Virgin Islands,6.41%,9.61%,281
,Guam,-,-,31
,Kentucky,5.95%,9.32%,299971
,Mississippi,6.25%,10.07%,178242
,North Carolina,5.57%,8.46%,665144
,Alabama,5.69%,11.12%,54036
,South Carolina,5.46%,8.93%,357981
,Ohio,5.36%,8.36%,996498
,West Virginia,5.46%,9.60%,100742
,Maine,4.42%,6.27%,76262
,Indiana,5.71%,9.31%,303562
,Delaware,5.40%,8.54%,39825
,Missouri,5.01%,7.97%,114406
,Illinois,5.62%,8.40%,594941
,Kansas,4.46%,7.54%,104428
,Maryland,4.37%,7.88%,208586
,Pennsylvania,3.98%,6.70%,830938
,Rhode Island,4.59%,7.50%,71968
,Virginia,4.42%,7.29%,524515
,New Jersey,4.06%,6.98%,336666
,Minnesota,4.76%,7.04%,286280
,Michigan,4.26%,6.81%,557587
,Idaho,4.60%,7.17%,100346
,Wisconsin,5.06%,6.90%,352396
,Hawaii,4.80%,8.37%,68151
,Oklahoma,5.22%,9.16%,125982
,New York,3.86%,6.64%,696175
,Louisiana,4.50%,8.52%,257700
,Nebraska,4.56%,7.58%,86858
,Massachusetts,3.79%,6.27%,384261
,Iowa,5.14%,7.67%,192115
,Wyoming,3.94%,6.66%,16126
,New Hampshire,3.73%,5.53%,55030
,Arkansas,5.42%,9.74%,94384
,Arizona,4.93%,6.98%,165623
,Georgia,4.33%,8.29%,334868
,New Mexico,4.21%,8.27%,26226
,Tennessee,4.19%,8.43%,131561
,Oregon,4.09%,6.70%,232726
,Connecticut,3.29%,6.87%,283190
,Washington,3.74%,5.51%,211243
,Texas,4.56%,9.14%,1225268
,South Dakota,4.10%,6.04%,47485
,Alaska,3.49%,5.03%,1174
,North Dakota,4.05%,6.56%,77624
,Montana,3.25%,5.10%,42323
,Florida,3.41%,7.46%,831930
,California,3.51%,7.12%,985950
,Puerto Rico,3.34%,11.46%,6652
,Nevada,3.05%,6.12%,101714
,Colorado,3.00%,5.37%,343594
,District of Columbia,2.47%,4.09%,23787
,Utah,3.60%,6.46%,77822
,Armed Forces Pacific,-,-,99
,Vermont,2.12%,4.75%,45090
,None of the above,3.36%,6.44%,185123
,Total,4.46%,7.64%,14513537
≥ 45 and < 55 Years,Marshall Islands,-,-,10 or fewer
,Federated States of Micronesia,-,-,13
,Northern Mariana Islands,-,-,10 or fewer
,"American Samoa, South Pacific",23.91%,32.61%,46
,Palau,-,-,10 or fewer
,Virgin Islands,11.42%,16.89%,604
,Guam,-,-,68
,Kentucky,12.21%,18.25%,319025
,Mississippi,11.92%,18.77%,204295
,North Carolina,11.34%,16.40%,713627
,Alabama,9.86%,19.31%,68323
,South Carolina,11.12%,17.31%,374429
,Ohio,11.09%,16.48%,1013638
,West Virginia,11.09%,19.28%,117616
,Maine,9.14%,12.42%,78971
,Indiana,11.66%,18.05%,309650
,Delaware,11.39%,16.54%,40121
,Missouri,10.14%,15.78%,112960
,Illinois,11.28%,16.44%,617987
,Kansas,8.78%,14.37%,103157
,Maryland,9.08%,15.32%,200508
,Pennsylvania,8.56%,13.67%,823588
,Rhode Island,9.46%,14.42%,71561
,Virginia,8.89%,14.11%,541674
,New Jersey,8.19%,13.55%,368730
,Minnesota,9.87%,13.81%,261175
,Michigan,9.07%,14.03%,567205
,Idaho,8.94%,13.05%,103220
,Wisconsin,10.44%,13.91%,333544
,Hawaii,8.71%,15.36%,73586
,Oklahoma,9.97%,16.91%,131749
,New York,7.98%,13.14%,706996
,Louisiana,9.06%,16.77%,253638
,Nebraska,8.96%,14.43%,82702
,Massachusetts,8.14%,12.65%,376857
,Iowa,10.41%,14.98%,179523
,Wyoming,8.37%,12.97%,16478
,New Hampshire,7.57%,10.83%,59648
,Arkansas,9.92%,17.78%,106435
,Arizona,9.50%,13.30%,165476
,Georgia,8.61%,15.87%,378840
,New Mexico,8.06%,15.72%,26592
,Tennessee,8.17%,16.04%,153207
,Oregon,8.74%,13.63%,212741
,Connecticut,6.88%,13.23%,286993
,Washington,7.83%,11.23%,185239
,Texas,9.07%,17.62%,1241266
,South Dakota,8.54%,12.07%,42401
,Alaska,8.88%,13.68%,1104
,North Dakota,8.23%,13.57%,63965
,Montana,6.91%,10.70%,39375
,Florida,6.77%,14.38%,874829
,California,7.45%,14.40%,937203
,Puerto Rico,7.12%,21.63%,7567
,Nevada,6.37%,12.22%,95360
,Colorado,6.35%,10.72%,304239
,District of Columbia,5.81%,9.89%,15758
,Utah,6.65%,11.89%,69898
,Armed Forces Pacific,-,-,113
,Vermont,4.16%,9.07%,46301
,None of the above,7.12%,13.90%,161391
,Total,9.14%,15.06%,14643222
≥ 55 and < 65 Years,Marshall Islands,-,-,10 or fewer
,Federated States of Micronesia,-,-,14
,Northern Mariana Islands,-,-,19
,"American Samoa, South Pacific",21.15%,42.31%,52
,Palau,-,-,10 or fewer
,Virgin Islands,13.12%,20.74%,945
,Guam,13.64%,32.73%,110
,Kentucky,17.26%,25.53%,357142
,Mississippi,16.03%,25.51%,235894
,North Carolina,16.19%,23.68%,794004
,Alabama,13.36%,25.60%,83178
,South Carolina,15.62%,24.28%,441841
,Ohio,15.79%,23.46%,1166145
,West Virginia,15.36%,26.55%,137318
,Maine,13.09%,17.68%,105364
,Indiana,15.96%,24.83%,341289
,Delaware,16.25%,23.57%,54329
,Missouri,14.25%,22.63%,131699
,Illinois,15.15%,23.03%,691506
,Kansas,12.92%,20.80%,119895
,Maryland,13.12%,22.20%,247440
,Pennsylvania,12.87%,20.43%,992025
,Rhode Island,13.72%,20.57%,92647
,Virginia,13.11%,21.06%,630219
,New Jersey,12.30%,20.70%,457537
,Minnesota,13.92%,19.39%,307460
,Michigan,13.12%,20.35%,671118
,Idaho,13.10%,18.84%,110425
,Wisconsin,14.29%,19.46%,394378
,Hawaii,12.58%,22.35%,84873
,Oklahoma,13.74%,23.25%,150181
,New York,11.89%,19.78%,906544
,Louisiana,13.28%,24.04%,288906
,Nebraska,12.22%,20.28%,95468
,Massachusetts,12.42%,19.25%,448281
,Iowa,14.17%,20.95%,196727
,Wyoming,11.24%,17.46%,20585
,New Hampshire,10.60%,15.04%,84848
,Arkansas,12.83%,23.59%,122839
,Arizona,12.15%,17.56%,187752
,Georgia,12.43%,22.94%,419301
,New Mexico,10.05%,20.11%,35051
,Tennessee,10.95%,21.92%,184542
,Oregon,12.84%,19.78%,213892
,Connecticut,10.50%,19.51%,360649
,Washington,11.38%,16.51%,193240
,Texas,12.72%,24.93%,1272961
,South Dakota,11.87%,16.66%,47215
,Alaska,11.24%,17.29%,1504
,North Dakota,11.48%,19.15%,69807
,Montana,10.22%,15.71%,44905
,Florida,9.38%,20.66%,1060058
,California,10.77%,21.24%,993554
,Puerto Rico,10.94%,32.18%,9009
,Nevada,9.33%,17.97%,104370
,Colorado,9.48%,15.99%,308118
,District of Columbia,10.10%,17.96%,14896
,Utah,9.67%,18.05%,61852
,Armed Forces Pacific,-,13.04%,92
,Vermont,6.05%,13.21%,59819
,None of the above,10.08%,21.50%,171994
,Total,13.02%,21.62%,16777830
65 Years or more,Marshall Islands,-,-,17
,Federated States of Micronesia,-,-,25
,Northern Mariana Islands,-,28.57%,42
,"American Samoa, South Pacific",20.44%,45.99%,137
,Palau,-,-,10 or fewer
,Virgin Islands,14.38%,26.18%,1711
,Guam,13.23%,30.69%,189
,Kentucky,19.44%,30.46%,543938
,Mississippi,17.55%,30.94%,394791
,North Carolina,17.98%,28.98%,1309804
,Alabama,14.75%,29.45%,143789
,South Carolina,17.65%,29.60%,753955
,Ohio,18.31%,29.65%,1918628
,West Virginia,17.09%,31.95%,239071
,Maine,15.63%,22.04%,202447
,Indiana,18.00%,30.09%,549398
,Delaware,19.13%,29.32%,97918
,Missouri,15.88%,27.12%,231551
,Illinois,16.32%,28.49%,1155547
,Kansas,15.16%,25.86%,219629
,Maryland,14.61%,27.58%,401893
,Pennsylvania,15.80%,26.48%,1653176
,Rhode Island,15.89%,27.20%,151321
,Virginia,14.72%,26.75%,1034009
,New Jersey,14.22%,26.84%,738464
,Minnesota,16.15%,24.25%,529888
,Michigan,15.74%,26.62%,1113152
,Idaho,16.20%,24.32%,200721
,Wisconsin,16.67%,24.95%,613662
,Hawaii,13.45%,27.40%,156627
,Oklahoma,14.32%,27.03%,251550
,New York,14.17%,25.50%,1523194
,Louisiana,15.52%,30.07%,462163
,Nebraska,12.90%,23.64%,184409
,Massachusetts,15.38%,25.60%,692768
,Iowa,14.86%,24.54%,332013
,Wyoming,13.02%,21.68%,42698
,New Hampshire,12.73%,19.01%,142882
,Arkansas,12.63%,26.22%,207700
,Arizona,11.35%,19.60%,334000
,Georgia,13.44%,27.36%,668578
,New Mexico,9.62%,22.45%,70748
,Tennessee,11.48%,26.04%,318675
,Oregon,13.74%,23.01%,396318
,Connecticut,13.34%,25.48%,565342
,Washington,12.97%,21.02%,327695
,Texas,13.29%,28.43%,1952017
,South Dakota,14.22%,21.80%,79660
,Alaska,10.05%,16.49%,3135
,North Dakota,13.56%,24.74%,115429
,Montana,11.67%,19.65%,83618
,Florida,10.60%,25.29%,1844092
,California,11.03%,24.32%,1569994
,Puerto Rico,10.56%,33.49%,10121
,Nevada,9.84%,20.39%,154967
,Colorado,10.94%,19.98%,518398
,District of Columbia,9.78%,19.69%,22057
,Utah,10.03%,22.16%,100704
,Armed Forces Pacific,-,32.35%,34
,Vermont,7.31%,17.22%,109236
,None of the above,12.10%,26.48%,234823
,Total,14.70%,26.57%,27674520
"Total: Total includes all data, including data from rows not currently displayed.",Marshall Islands,-,35.29%,34
,Federated States of Micronesia,22.39%,28.36%,67
,Northern Mariana Islands,18.68%,23.08%,91
,"American Samoa, South Pacific",17.71%,35.76%,288
,Palau,-,-,10 or fewer
,Virgin Islands,12.03%,20.37%,3766
,Guam,10.63%,22.24%,508
,Kentucky,9.49%,14.58%,2382549
,Mississippi,9.43%,15.83%,1530887
,North Carolina,9.20%,14.24%,5404058
,Alabama,9.18%,18.15%,461021
,South Carolina,9.14%,14.87%,2947601
,Ohio,9.08%,14.21%,7823074
,West Virginia,8.91%,16.13%,903739
,Maine,8.72%,12.12%,670250
,Indiana,8.70%,14.18%,2435054
,Delaware,8.53%,12.88%,428080
,Missouri,8.25%,13.64%,880209
,Illinois,8.22%,13.27%,4924464
,Kansas,8.07%,13.51%,789284
,Maryland,7.96%,14.42%,1505876
,Pennsylvania,7.92%,13.07%,6230440
,Rhode Island,7.86%,12.82%,609797
,Virginia,7.81%,13.45%,3989157
,New Jersey,7.78%,13.95%,2639060
,Minnesota,7.67%,11.26%,2289167
,Michigan,7.65%,12.50%,4464111
,Idaho,7.62%,11.33%,839935
,Wisconsin,7.51%,10.75%,2874858
,Hawaii,7.51%,14.29%,561232
,Oklahoma,7.44%,13.31%,1053945
,New York,7.42%,12.94%,5552903
,Louisiana,7.39%,13.96%,1970340
,Nebraska,7.30%,12.73%,652059
,Massachusetts,7.10%,11.51%,3002770
,Iowa,7.00%,10.89%,1548270
,Wyoming,6.93%,11.30%,145643
,New Hampshire,6.88%,10.08%,503815
,Arkansas,6.84%,13.14%,872038
,Arizona,6.66%,10.44%,1352545
,Georgia,6.63%,12.96%,2891569
,New Mexico,6.59%,14.22%,209769
,Tennessee,6.57%,14.02%,1154447
,Oregon,6.49%,10.52%,1750985
,Connecticut,6.40%,12.33%,2261354
,Washington,6.23%,9.61%,1414681
,Texas,6.18%,12.57%,9864545
,South Dakota,6.18%,9.15%,372268
,Alaska,5.91%,9.39%,10952
,North Dakota,5.89%,10.19%,556297
,Montana,5.77%,9.38%,323021
,Florida,5.60%,12.72%,6991311
,California,5.29%,11.08%,7376509
,Puerto Rico,4.91%,15.42%,56591
,Nevada,4.87%,9.73%,738563
,Colorado,4.72%,8.34%,2536015
,District of Columbia,4.71%,8.74%,112934
,Utah,4.40%,8.84%,559198
,Armed Forces Pacific,4.30%,6.76%,488
,Vermont,4.21%,9.46%,356705
,None of the above,5.15%,10.75%,1299313
,Total,7.30%,12.71%,115080506
