Session Title,OBESITY by ICD and BMI State Age 2025,,,
,"MARION, SC",9.36%,8.55%,3065
,"CROSBY, TX",22.03%,-,59
,"CLAY, TN",-,-,10 or fewer
,"PULASKI, VA",11.85%,-,287
,"FLORENCE, SC",8.73%,3.50%,10573
,"CRAWFORD, OH",8.51%,4.56%,5630
,"KING AND QUEEN, VA",11.76%,5.54%,578
,"ASHLAND, OH",7.55%,2.86%,3151
,"ORANGEBURG, SC",11.48%,8.76%,6941
,"DARLINGTON, SC",7.41%,4.04%,3214
,"NOBLE, OH",-,-,83
,"COLONIAL HEIGHTS CITY, VA",10.92%,3.73%,1447
,"FAYETTE, OH",9.12%,6.45%,1086
,"APPOMATTOX, VA",11.65%,4.00%,575
,"RICHLAND, OH",7.41%,3.37%,10213
,"MONROE, OH",9.25%,3.75%,1200
,"MORGAN, OH",-,-,89
,"ESSEX, VA",10.63%,7.06%,1204
,"TRUMBULL, OH",6.57%,2.46%,6863
,"FAIRFIELD, OH",5.94%,2.27%,5693
,"MANASSAS PARK CITY, VA",7.87%,7.48%,254
,"CUMBERLAND, VA",9.42%,4.26%,446
,"MECKLENBURG, VA",9.80%,6.00%,2552
,"ISLE OF WIGHT, VA",8.09%,3.82%,2224
,"RAINS, TX",6.91%,5.11%,333
,"LOGAN, OH",6.63%,3.78%,1191
,"CHARLOTTE, VA",9.52%,3.40%,588
,"VAN BUREN, TN",-,-,62
,"VENANGO, PA",-,-,150
,"WEAKLEY, TN",11.55%,6.51%,1888
,"MAHONING, OH",8.73%,2.02%,7666
,"CALHOUN, SC",9.48%,8.38%,1455
,"WASHINGTON, OH",8.60%,3.34%,1465
,"LUNENBURG, VA",8.80%,3.70%,648
,"TAZEWELL, VA",7.73%,4.65%,1527
,"PITTSYLVANIA, VA",9.10%,3.55%,846
,"LAUDERDALE, TN",8.97%,12.78%,1628
,"BUCKINGHAM, VA",11.65%,6.78%,841
,"CAMPBELL, VA",10.71%,2.89%,1317
,"CHESTERFIELD, SC",8.63%,4.61%,2409
,"PRINCE GEORGE, VA",7.73%,4.15%,1760
,"PAWNEE, OK",9.47%,4.64%,1014
,"BLAND, VA",9.04%,6.21%,177
,"CHARLES CITY, VA",9.53%,7.45%,577
,"MUSKOGEE, OK",8.97%,2.96%,4081
,"CHESTER, SC",11.32%,3.48%,3128
,"NORFOLK CITY, VA",7.44%,2.94%,4394
,"PAGE, VA",10.30%,4.21%,3329
,"HIGHLAND, OH",9.02%,9.48%,3681
,"PERRY, OH",6.30%,4.03%,571
,"VAL VERDE, TX",9.79%,2.86%,419
,"PREBLE, OH",9.44%,4.95%,5817
,"SOMERSET, PA",9.05%,4.52%,1702
,"OKMULGEE, OK",9.15%,4.44%,2590
,"COSHOCTON, OH",6.71%,6.41%,343
,"MADISON, OH",5.84%,2.59%,3324
,"LAMPASAS, TX",8.43%,8.20%,2645
,"AMHERST, VA",10.63%,4.35%,988
,"MUSKINGUM, OH",6.84%,3.84%,599
,"SCIOTO, OH",11.96%,9.48%,485
,"OBION, TN",8.83%,5.96%,2096
,"MILAM, TX",10.12%,4.47%,3023
,"MCNAIRY, TN",7.59%,13.01%,830
,"CHAMPAIGN, OH",7.07%,3.55%,3719
,"HENDERSON, TN",8.27%,6.02%,798
,"HARDIN, OH",7.41%,3.38%,2632
,"WESTMORELAND, VA",9.83%,7.67%,926
,"HARRISON, OH",11.17%,3.59%,1253
,"BARNWELL, SC",9.06%,2.89%,762
,"DECATUR, TN",8.58%,7.73%,233
,"MCCULLOCH, TX",8.93%,2.49%,683
,"UNION, SC",10.10%,11.63%,4051
,"SANDUSKY, OH",7.77%,4.46%,5880
,"BROWN, OH",8.13%,5.75%,5114
,"CHEROKEE, OK",9.18%,4.13%,871
,"RUSSELL, VA",9.72%,3.38%,2459
,"DICKENSON, VA",12.89%,5.56%,1474
,"AMELIA, VA",10.28%,3.67%,545
,"CARBON, PA",8.87%,16.37%,10577
,"SENECA, OH",7.67%,2.90%,5043
,"ACCOMACK, VA",6.09%,1.41%,2054
,"CHESTER, TN",7.52%,8.18%,758
,"ZAVALA, TX",-,-,99
,"CLARK, OH",7.50%,5.36%,18018
,"HAYWOOD, TN",7.47%,10.17%,629
,"MORRIS, TX",12.54%,4.39%,638
,"NEWPORT NEWS CITY, VA",7.41%,5.65%,12652
,"FAIRFIELD, SC",10.63%,8.25%,1890
,"CHEROKEE, SC",10.05%,8.52%,8310
,"KNOX, OH",5.77%,2.56%,936
,"FULTON, PA",5.85%,2.44%,615
,"CARROLL, VA",7.75%,4.65%,258
,"CLEARFIELD, PA",13.98%,-,93
,"DIMMIT, TX",16.07%,-,112
,"WILLIAMS, OH",8.47%,4.23%,6187
,"DEFIANCE, OH",8.10%,4.78%,6125
,"LE FLORE, OK",9.65%,3.93%,1731
,"MCINTOSH, OK",11.73%,3.19%,1253
,"WESTMORELAND, PA",6.49%,3.76%,5535
,"HURON, OH",7.85%,3.88%,3631
,"CLINTON, OH",7.58%,6.42%,5393
,"HALIFAX, VA",10.68%,5.02%,3822
,"BLEDSOE, TN",9.68%,7.13%,940
,"VAN ZANDT, TX",7.53%,3.89%,3133
,"CAROLINE, VA",8.71%,5.07%,1400
,"CRAWFORD, PA",7.05%,3.71%,809
,"FALLS, TX",9.16%,4.61%,1757
,"CREEK, OK",8.49%,4.80%,6598
,"DANVILLE CITY, VA",9.78%,5.14%,603
,"SMYTH, VA",10.50%,2.49%,2695
,"MOORE, TN",-,-,10 or fewer
,"SCHUYLKILL, PA",7.98%,7.97%,14700
,"KERSHAW, SC",9.34%,3.54%,6951
,"WYANDOT, OH",6.62%,3.33%,2491
,"SEQUOYAH, OK",10.14%,3.60%,2111
,"CAMP, TX",9.66%,5.98%,1439
,"MARION, OH",8.46%,6.51%,10109
,"HENRY, VA",12.80%,7.38%,461
,"LEE, TX",7.89%,5.65%,672
,"CHESAPEAKE CITY, VA",6.14%,3.93%,5979
,"KAUFMAN, TX",7.56%,5.20%,17356
,"CAMBRIA, PA",11.13%,3.37%,5491
,"HENRY, TN",10.71%,3.61%,859
,"GALAX CITY, VA",-,-,104
,"HUNTINGDON, PA",9.09%,-,154
,"INDIANA, PA",8.31%,3.86%,337
,"FRANKLIN, PA",6.69%,3.92%,12372
,"HAWKINS, TN",10.53%,4.97%,4845
,"NORTHAMPTON, VA",4.81%,-,478
,"LAKE, OR",8.44%,6.07%,379
,"HARDEMAN, TN",9.59%,5.36%,970
,"NEWBERRY, SC",10.17%,5.87%,1789
,"UNION, OH",4.08%,3.32%,3558
,"PERRY, PA",8.66%,3.97%,2470
,"ALLENDALE, SC",10.13%,6.61%,227
,"GILES, VA",12.82%,-,156
,"ADAMS, OH",7.49%,6.06%,2229
,"KING WILLIAM, VA",7.93%,3.41%,1904
,"GREENE, PA",8.40%,3.84%,4249
,"JEFFERSON, PA",-,-,35
,"CONCHO, TX",7.80%,3.90%,282
,"BELMONT, OH",8.89%,6.20%,8792
,"LAWRENCE, PA",5.96%,2.57%,856
,"CRAIG, OK",9.61%,2.14%,1353
,"EDWARDS, TX",-,-,36
,"STONEWALL, TX",-,-,10 or fewer
,"DYER, TN",7.85%,10.16%,3159
,"CADDO, OK",12.29%,5.25%,667
,"OTTAWA, OH",6.80%,2.96%,3722
,"MCCORMICK, SC",11.57%,10.30%,631
,"NOWATA, OK",9.75%,-,318
,"SCURRY, TX",-,-,82
,"FAYETTE, PA",8.71%,3.80%,10529
,"LOUISA, VA",9.20%,4.27%,3164
,"GALLIA, OH",10.88%,7.14%,294
,"EMPORIA CITY, VA",8.40%,-,131
,"CARROLL, TN",11.37%,3.07%,2963
,"WOOD, TX",9.40%,3.78%,2989
,"LAKE, SD",6.64%,2.85%,1159
,"LICKING, OH",6.23%,4.08%,18575
,"COOS, OR",8.95%,11.57%,6984
,"FRANKLIN, OH",5.51%,3.12%,60354
,"UPSHUR, TX",8.54%,3.73%,1019
,"DELAWARE, OK",6.43%,2.39%,669
,"LEE, VA",11.97%,4.80%,2248
,"VAN WERT, OH",5.94%,3.05%,1901
,"EDGEFIELD, SC",9.69%,3.00%,1599
,"SALUDA, SC",8.84%,6.64%,1731
,"HENRY, OH",6.99%,4.18%,3277
,"HENDERSON, TX",8.86%,3.22%,6028
,"ROGERS, OK",6.29%,3.19%,7535
,"OSAGE, OK",7.58%,3.84%,963
,"ALLEN, OH",6.20%,2.46%,10684
,"SHENANDOAH, VA",8.31%,4.73%,6296
,"PATRICK, VA",6.98%,-,172
,"BURLESON, TX",7.03%,5.26%,2091
,"GLOUCESTER, VA",6.75%,3.59%,3987
,"GIBSON, TN",8.49%,9.37%,2732
,"WHARTON, TX",6.81%,5.69%,1968
,"PAULDING, OH",7.34%,3.32%,1867
,"AUGLAIZE, OH",5.96%,2.61%,2955
,"CLARION, PA",-,-,42
,"DARKE, OH",7.47%,2.84%,4992
,"CORYELL, TX",7.89%,5.47%,8096
,"ATASCOSA, TX",10.36%,9.81%,1091
,"WISE, VA",11.44%,5.00%,5182
,"MADISON, VA",8.23%,6.03%,1410
,"SARGENT, ND",7.81%,4.65%,602
,"BURKE, ND",-,-,195
,"LYNCHBURG CITY, VA",9.84%,2.74%,2368
,"MALHEUR, OR",9.57%,7.53%,5101
,"WAGONER, OK",5.83%,4.14%,7098
,"PANOLA, TX",10.11%,2.84%,2820
,"NAVARRO, TX",8.97%,6.92%,2096
,"WASHINGTON, VA",9.43%,3.40%,4412
,"MERCER, PA",7.07%,1.66%,1386
,"BEDFORD, PA",8.42%,3.32%,392
,"CROCKETT, TN",8.03%,10.88%,809
,"SUMTER, SC",6.98%,3.64%,7177
,"COLUMBIA, PA",-,8.91%,202
,"FLUVANNA, VA",7.86%,5.35%,2429
,"JOHNSON, TN",14.61%,3.85%,1273
,"SEQUATCHIE, TN",9.54%,5.42%,1310
,"CLERMONT, OH",6.80%,5.41%,27804
,"SCOTT, VA",11.52%,5.33%,1632
,"ADAMS, PA",7.50%,4.18%,10485
,"MONROE, PA",8.21%,13.52%,22849
,"DELTA, TX",-,-,126
,"GRAYSON, VA",11.54%,-,130
,"MAYES, OK",8.06%,4.65%,4814
,"LATIMER, OK",9.70%,1.94%,722
,"RICHMOND, VA",7.74%,5.09%,1021
,"ROBERTSON, TX",7.76%,6.01%,1663
,"MARION, TX",20.25%,-,79
,"MADISON, TN",7.18%,10.46%,6923
,"PUTNAM, OH",5.20%,1.65%,4112
,"HOPKINS, TX",8.85%,5.70%,859
,"TOM GREEN, TX",8.28%,4.96%,22118
,"FULTON, OH",7.06%,3.55%,5909
,"GREENE, VA",8.37%,6.27%,2104
,"JEFFERSON, OH",7.52%,3.84%,3020
,"COKE, TX",4.50%,3.89%,489
,"COCKE, TN",8.76%,7.66%,274
,"MCMINN, TN",9.22%,6.01%,499
,"KIDDER, ND",8.39%,-,298
,"RANSOM, ND",5.40%,3.13%,926
,"OKFUSKEE, OK",9.70%,5.64%,691
,"LEWIS, TN",-,-,57
,"ELLIS, TX",7.15%,7.07%,29110
,"BRISTOL CITY, VA",9.82%,3.72%,1344
,"SHELBY, TX",12.15%,3.94%,609
,"MONTGOMERY, OH",6.55%,6.88%,81817
,"LAURENS, SC",9.25%,10.45%,8523
,"COLLETON, SC",8.41%,6.86%,1415
,"GRANT, ND",5.12%,-,254
,"ROCKINGHAM, VA",7.46%,3.58%,8508
,"MCKEAN, PA",-,-,64
,"HAMPTON, SC",7.28%,7.59%,646
,"TIPTON, TN",7.66%,5.62%,4203
,"BENTON, TN",12.03%,19.87%,1263
,"LUCAS, OH",7.53%,6.10%,62132
,"HOWARD, TX",5.47%,2.99%,402
,"DORCHESTER, SC",7.38%,6.68%,10846
,"BUTLER, OH",7.04%,6.98%,61399
,"STEELE, ND",4.82%,3.86%,311
,"HUNT, TX",7.13%,12.38%,7559
,"RED RIVER, TX",10.90%,-,156
,"RHEA, TN",7.63%,4.80%,1166
,"OTTAWA, OK",8.33%,3.72%,564
,"NORTHUMBERLAND, VA",8.59%,7.65%,1176
,"LAMOURE, ND",3.55%,2.13%,705
,"PIKE, PA",8.48%,13.22%,2382
,"GRUNDY, TN",9.35%,6.12%,278
,"TUSCARAWAS, OH",6.15%,2.74%,6893
,"ABBEVILLE, SC",8.75%,5.99%,2870
,"HORRY, SC",9.18%,4.91%,10035
,"WALSH, ND",8.01%,3.78%,2198
,"ANDERSON, TX",7.11%,3.16%,1645
,"POTTER, PA",7.14%,-,252
,"PORTAGE, OH",5.98%,5.31%,11036
,"ASHTABULA, OH",8.95%,8.20%,9599
,"MCCURTAIN, OK",9.78%,4.71%,276
,"MIAMI, OH",5.95%,3.56%,16767
,"BEAVER, PA",5.47%,2.13%,3145
,"MOUNTRAIL, ND",9.26%,5.77%,659
,"BRADLEY, TN",8.62%,6.39%,4557
,"BELL, TX",7.73%,4.45%,62657
,"KINNEY, TX",-,-,22
,"HALL, TX",-,-,14
,"HAMBLEN, TN",11.43%,7.86%,280
,"MERCER, ND",6.30%,2.04%,1571
,"WAYNE, PA",6.77%,2.89%,901
,"TITUS, TX",8.52%,5.16%,1396
,"FAYETTE, TN",7.37%,5.58%,1452
,"JUNIATA, PA",5.88%,-,187
,"MORROW, OR",7.63%,5.98%,1521
,"HUTCHINSON, TX",7.19%,-,306
,"HARDIN, TN",5.87%,6.71%,477
,"LINCOLN, OK",9.60%,3.39%,1385
,"HILL, TX",7.49%,3.88%,2524
,"OLIVER, ND",5.79%,6.20%,242
,"KNOX, TX",-,-,23
,"COTTLE, TX",-,-,11
,"MARTINSVILLE CITY, VA",11.98%,7.02%,242
,"BARNES, ND",7.26%,3.78%,1639
,"CULPEPER, VA",7.65%,6.55%,8029
,"SUMMIT, OH",6.08%,6.51%,27375
,"SPARTANBURG, SC",7.95%,9.16%,58243
,"ORANGE, VA",7.57%,6.49%,4533
,"POLK, TN",8.67%,4.82%,519
,"ERIE, PA",7.58%,4.61%,17166
,"RUNNELS, TX",6.29%,4.08%,1176
,"STUTSMAN, ND",5.35%,3.30%,3423
,"CASS, TX",9.56%,3.54%,565
,"MCPHERSON, SD",-,-,125
,"GREENE, OH",6.53%,6.12%,25099
,"CROCKETT, TX",9.76%,3.68%,543
,"BRADFORD, PA",8.62%,3.94%,10307
,"CAVALIER, ND",5.97%,3.88%,670
,"JEFFERSON, OR",7.83%,5.20%,4112
,"WASHINGTON, TX",9.57%,8.47%,5800
,"GRIMES, TX",6.86%,5.41%,3307
,"LORAIN, OH",6.33%,8.70%,46855
,"GRAY, TX",10.70%,-,243
,"MIDDLESEX, VA",8.26%,6.80%,1295
,"CHESTERFIELD, VA",7.25%,4.55%,24441
,"MARTIN, TX",-,-,49
,"JACKSON, TN",-,-,10 or fewer
,"MANASSAS CITY, VA",6.24%,4.94%,3095
,"MATHEWS, VA",5.76%,4.08%,834
,"HYDE, SD",-,-,27
,"SUTTON, TX",3.97%,3.12%,353
,"NEW KENT, VA",6.41%,3.78%,2435
,"SMITH, TX",7.91%,4.23%,17283
,"NORTON CITY, VA",12.32%,4.41%,771
,"GREENWOOD, SC",9.31%,8.15%,12733
,"SAN SABA, TX",10.10%,7.71%,584
,"NORTHAMPTON, PA",6.93%,13.09%,52137
,"RADFORD, VA",9.32%,-,161
,"LAMAR, TX",8.80%,7.11%,591
,"RICHLAND, SC",7.32%,5.22%,31221
,"HASKELL, OK",12.15%,3.00%,1268
,"TIOGA, PA",7.21%,2.76%,3368
,"WYOMING, PA",6.55%,1.52%,1115
,"SULLIVAN, TN",8.98%,3.63%,13602
,"CARTER, TN",9.24%,3.84%,4058
,"BEDFORD, VA",7.75%,1.75%,1601
,"SUSQUEHANNA, PA",5.51%,1.86%,1725
,"PICKENS, SC",7.77%,15.70%,19326
,"PEMBINA, ND",6.58%,4.47%,1185
,"MCMULLEN, TX",-,-,10 or fewer
,"FANNIN, TX",5.61%,3.80%,1106
,"GRIGGS, ND",5.41%,-,407
,"BEXAR, TX",7.74%,10.98%,71910
,"MEIGS, TN",9.42%,6.82%,308
,"STARK, OH",5.80%,2.45%,11955
,"MOORE, TX",5.98%,-,301
,"TULSA, OK",6.86%,5.40%,63304
,"MARION, OR",7.73%,4.58%,28360
,"SWISHER, TX",-,-,62
,"HOCKLEY, TX",10.20%,8.84%,147
,"GREENE, TN",9.06%,6.58%,8509
,"POWHATAN, VA",8.06%,3.03%,1650
,"WILSON, TX",9.52%,9.35%,567
,"WARREN, VA",7.62%,3.20%,5278
,"TILLMAN, OK",8.86%,-,158
,"FRIO, TX",11.98%,7.78%,167
,"NOBLE, OK",10.81%,-,148
,"WAYNE, TN",-,-,15
,"WOOD, OH",5.70%,2.79%,16615
,"UMATILLA, OR",8.61%,6.11%,5520
,"RICHLAND, ND",6.76%,5.30%,3018
,"GRANT, OR",6.49%,3.64%,385
,"CLAIBORNE, TN",16.67%,-,66
,"UPTON, TX",-,-,77
,"RUSK, TX",7.89%,3.64%,3878
,"KAY, OK",11.27%,6.57%,426
,"POTTER, TX",8.89%,2.69%,3609
,"MENARD, TX",-,-,160
,"ATHENS, OH",6.82%,5.91%,3843
,"MERCER, OH",5.55%,3.46%,1531
,"WASHINGTON, OK",7.10%,2.34%,1494
,"TRINITY, TX",9.11%,3.87%,439
,"DONLEY, TX",-,-,38
,"WILLIAMS, ND",6.27%,1.67%,3110
,"SHERMAN, TX",-,-,12
,"SHELBY, TN",6.41%,6.79%,50788
,"AUGUSTA, VA",7.55%,3.40%,6475
,"MCLENNAN, TX",7.58%,3.57%,30127
,"PITTSBURG, OK",8.58%,4.28%,3087
,"SCHLEICHER, TX",5.32%,-,282
,"PAYNE, OK",8.08%,2.37%,1770
,"HALE, TX",9.02%,-,122
,"SHELBY, OH",5.26%,3.55%,4167
,"UVALDE, TX",9.38%,4.86%,288
,"CHOCTAW, OK",9.74%,-,154
,"SEMINOLE, OK",9.00%,4.33%,300
,"DIVIDE, ND",7.62%,-,302
,"CAMERON, PA",-,-,10 or fewer
,"STEPHENS, OK",9.32%,3.42%,322
,"OCONEE, SC",7.08%,8.77%,6763
,"CROOK, OR",5.62%,4.43%,4290
,"GRAINGER, TN",17.12%,9.91%,111
,"LANCASTER, VA",8.97%,7.72%,1282
,"MITCHELL, TX",12.62%,-,103
,"CARSON, TX",6.69%,-,239
,"LIPSCOMB, TX",-,-,39
,"JOHNSON, TX",6.71%,3.75%,28359
,"OCHILTREE, TX",-,-,62
,"SHERIDAN, ND",-,-,75
,"ANDERSON, SC",7.18%,8.80%,34721
,"REAGAN, TX",5.15%,3.58%,447
,"HANCOCK, OH",8.69%,3.99%,1979
,"TOWNER, ND",6.87%,3.58%,335
,"MCKENZIE, ND",7.05%,5.87%,2809
,"POQUOSON CITY, VA",4.95%,2.08%,768
,"KIMBLE, TX",-,-,47
,"UNICOI, TN",9.26%,3.26%,1317
,"ROCKWALL, TX",5.79%,4.58%,10447
,"COAL, OK",-,-,72
,"KING, TX",-,-,10 or fewer
,"TERRELL, TX",-,-,10 or fewer
,"DAY, SD",5.75%,2.33%,731
,"MASON, TX",-,-,71
,"PECOS, TX",11.68%,-,137
,"GRAYSON, TX",7.56%,4.11%,4575
,"CUMBERLAND, PA",6.37%,3.33%,17316
,"FRANKLIN, TX",6.53%,3.98%,352
,"DALLAS, TX",7.12%,7.65%,189842
,"PUSHMATAHA, OK",6.83%,-,161
,"HAMILTON, TN",7.28%,7.04%,21306
,"POLK, OR",7.54%,3.99%,6270
,"NELSON, ND",6.56%,3.89%,488
,"IRION, TX",4.00%,-,325
,"HARDEMAN, TX",-,-,25
,"GREGG, TX",9.82%,3.93%,2443
,"BLAIR, PA",7.93%,1.61%,744
,"MEDINA, TX",6.21%,5.61%,838
,"ROLETTE, ND",10.30%,5.99%,1068
,"BERKELEY, SC",5.95%,6.53%,26589
,"LA SALLE, TX",-,-,71
,"DICKENS, TX",-,-,10 or fewer
,"WASHINGTON, PA",5.18%,1.85%,9580
,"PHILADELPHIA, PA",6.21%,9.41%,79202
,"YORK, PA",6.21%,5.36%,67910
,"ERIE, OH",6.10%,5.72%,5311
,"LIMESTONE, TX",7.47%,4.42%,1379
,"GALVESTON, TX",7.24%,5.66%,52500
,"DEAF SMITH, TX",8.37%,-,251
,"CHEROKEE, TX",8.12%,4.82%,4830
,"ELK, PA",-,-,16
,"YOAKUM, TX",-,-,27
,"PRINCE WILLIAM, VA",6.04%,3.39%,26904
,"HOUSTON, TX",8.54%,4.38%,480
,"GRANT, OK",-,-,36
,"MCLEAN, ND",4.82%,2.14%,933
,"HUGHES, OK",9.95%,5.65%,372
,"LAKE, OH",6.21%,7.44%,30184
,"FREESTONE, TX",8.64%,3.39%,856
,"DALLAM, TX",-,-,117
,"HARMON, OK",-,-,21
,"DAUPHIN, PA",6.63%,3.80%,21418
,"MILLS, TX",-,-,110
,"WHEELER, OR",9.50%,-,179
,"VIRGINIA BEACH CITY, VA",4.72%,2.44%,25604
,"HARNEY, OR",7.76%,3.77%,954
,"LINCOLN, OR",8.37%,3.58%,5532
,"HARTLEY, TX",-,-,28
,"OVERTON, TN",-,-,10 or fewer
,"MATAGORDA, TX",8.30%,6.57%,1217
,"ADAIR, OK",6.23%,3.89%,514
,"LACKAWANNA, PA",6.34%,3.25%,4495
,"LOVE, OK",7.64%,-,157
,"LOGAN, ND",5.53%,-,253
,"BERKS, PA",3.86%,6.11%,34775
,"LEBANON, PA",6.80%,6.05%,16868
,"MCHENRY, ND",5.90%,-,407
,"HAMILTON, OH",7.23%,8.71%,142312
,"GILLIAM, OR",-,-,83
,"WOODS, OK",-,-,37
,"HANOVER, VA",6.49%,3.73%,8438
,"LYNN, TX",-,-,48
,"SULLIVAN, PA",10.69%,-,262
,"WARREN, OH",5.06%,4.50%,36142
,"MORTON, ND",5.63%,3.55%,6110
,"PIERCE, ND",4.32%,-,602
,"DICKEY, ND",6.65%,3.11%,707
,"STAFFORD, VA",6.29%,3.43%,3737
,"NELSON, VA",7.73%,5.65%,1346
,"MARSHALL, OK",9.77%,8.27%,133
,"STERLING, TX",6.91%,4.36%,275
,"LANCASTER, SC",6.09%,4.07%,9855
,"LEHIGH, PA",6.43%,16.56%,64939
,"CAMPBELL, TN",-,-,76
,"LUZERNE, PA",6.66%,17.47%,11934
,"PERRY, TN",-,-,47
,"ALLEGHENY, PA",4.73%,2.44%,46238
,"JEFFERSON, TN",-,-,125
,"LINN, OR",7.74%,5.87%,19606
,"POTTAWATOMIE, OK",8.40%,4.69%,1322
,"BOSQUE, TX",6.60%,3.45%,1304
,"BRYAN, OK",7.32%,3.66%,519
,"BUTLER, PA",3.46%,1.77%,6648
,"JASPER, SC",10.12%,10.29%,593
,"FREDERICK, VA",7.18%,2.83%,9075
,"BUCKS, PA",5.09%,6.01%,26147
,"MINER, SD",-,-,172
,"HANCOCK, TN",15.89%,10.13%,711
,"MIFFLIN, PA",-,-,64
,"BRAZORIA, TX",6.49%,6.11%,49524
,"LLANO, TX",7.79%,5.80%,2414
,"KARNES, TX",9.27%,9.27%,205
,"FAYETTE, TX",6.64%,5.86%,512
,"COLORADO, TX",7.38%,5.11%,705
,"RAMSEY, ND",5.86%,7.60%,2065
,"FAUQUIER, VA",6.00%,4.53%,3464
,"WISE, TX",5.28%,3.44%,4794
,"RANDALL, TX",5.45%,1.47%,5231
,"WINCHESTER CITY, VA",7.49%,2.94%,1361
,"UNION, TN",-,-,10 or fewer
,"CRAIG, VA",-,-,27
,"WAYNESBORO CITY, VA",7.08%,3.91%,3275
,"HUGHES, SD",5.52%,-,308
,"RICHMOND CITY, VA",6.77%,5.62%,14229
,"BENSON, ND",5.07%,8.59%,966
,"SEVIER, TN",11.88%,-,101
,"HAMILTON, TX",4.20%,3.64%,357
,"ALLEGHANY, VA",-,-,70
,"CLAY, SD",7.44%,2.64%,1290
,"HENRICO, VA",6.56%,4.37%,23865
,"LUBBOCK, TX",7.64%,6.06%,4999
,"WASHINGTON, TN",7.58%,5.11%,9696
,"GREENVILLE, SC",6.47%,13.47%,73382
,"MAVERICK, TX",7.26%,3.91%,716
,"TARRANT, TX",6.64%,6.32%,271214
,"COLEMAN, TX",-,-,132
,"GARZA, TX",-,-,30
,"WINDSOR, VT",8.61%,4.61%,4552
,"CHAMBERS, TX",6.48%,7.01%,5677
,"KING GEORGE, VA",7.05%,4.15%,723
,"GREGORY, SD",4.87%,-,308
,"DELAWARE, OH",3.66%,2.42%,20262
,"DELAWARE, PA",4.79%,4.13%,31472
,"DUNN, ND",4.83%,3.94%,787
,"TRAILL, ND",4.91%,3.58%,1650
,"SABINE, TX",8.78%,-,148
,"TRIPP, SD",7.40%,2.73%,878
,"BAKER, OR",7.16%,3.06%,2123
,"CASTRO, TX",-,-,109
,"DOUGLAS, SD",7.57%,-,436
,"MEDINA, OH",4.28%,5.43%,19125
,"CHILDRESS, TX",-,-,42
,"EASTLAND, TX",7.24%,3.95%,456
,"WHEELER, TX",-,-,57
,"NACOGDOCHES, TX",9.35%,5.39%,984
,"WICHITA, TX",10.47%,6.52%,1519
,"CUSTER, OK",8.59%,-,326
,"MARSHALL, SD",5.03%,-,298
,"PONTOTOC, OK",9.60%,6.19%,323
,"LEON, TX",5.53%,3.45%,1158
,"MADISON, TX",6.03%,3.85%,962
,"TERRY, TX",-,-,53
,"LEXINGTON, SC",7.22%,3.83%,20693
,"MURRAY, OK",-,-,106
,"MONROE, TN",15.15%,9.09%,132
,"GONZALES, TX",-,-,130
,"PUTNAM, TN",-,-,48
,"JACKSON, OK",7.19%,-,320
