Session Title,DM in ICD10 and HbA1c 6.5+ by County Age 2024,,,
,"YORK, ME",0.46%,0.53%,21576
,"SAINT MARTIN, LA",0.29%,0.59%,5440
,"MADISON, MO",-,-,174
,"VERNON, MO",-,-,42
,"PENOBSCOT, ME",-,-,3087
,"MUSKEGON, MI",0.47%,0.56%,29322
,"MILLE LACS, MN",0.48%,0.68%,3554
,"SAINT JAMES, LA",-,-,1689
,"COAHOMA, MS",-,3.60%,333
,"BRECKINRIDGE, KY",1.30%,1.42%,1692
,"BUCHANAN, MO",-,0.35%,8051
,"CARROLL, MO",-,-,114
,"JONES, MS",0.76%,0.96%,5015
,"CUMBERLAND, NC",0.77%,1.14%,31828
,"FORREST, MS",0.30%,0.38%,20660
,"RICHMOND, NC",3.47%,3.76%,692
,"WILKIN, MN",-,-,1294
,"KNOX, ME",0.29%,0.35%,5782
,"VAN BUREN, MI",0.31%,0.43%,14324
,"HARFORD, MD",0.96%,1.31%,11668
,"PONTOTOC, MS",0.59%,0.71%,3236
,"MONROE, MI",0.33%,0.55%,17805
,"ITAWAMBA, MS",-,0.44%,2948
,"CASS, MN",0.37%,0.58%,4281
,"DORCHESTER, MD",0.35%,0.72%,4568
,"WAYNE, MS",-,1.38%,869
,"NOBLES, MN",0.35%,0.43%,3687
,"NODAWAY, MO",-,-,2449
,"ISSAQUENA, MS",-,-,24
,"SHARKEY, MS",-,-,160
,"ROBERTSON, KY",-,-,98
,"KITTSON, MN",-,-,793
,"DUNKLIN, MO",-,-,1069
,"ONEIDA, NY",0.14%,0.42%,16774
,"NEWAYGO, MI",0.33%,0.40%,8209
,"BURLINGTON, NJ",0.35%,0.43%,39807
,"CALHOUN, MI",0.58%,0.83%,13663
,"HENRY, MO",-,-,52
,"HOKE, NC",1.41%,1.69%,3676
,"GRANT, MN",-,-,870
,"GLOUCESTER, NJ",0.50%,0.61%,20302
,"LINCOLN, KY",-,1.64%,732
,"TISHOMINGO, MS",-,0.57%,2435
,"WARREN, NJ",0.28%,0.51%,7601
,"WABASHA, MN",-,-,324
,"RENSSELAER, NY",0.66%,1.01%,12053
,"PETTIS, MO",-,-,47
,"HENRY, KY",0.50%,0.59%,3198
,"CASS, NE",-,-,953
,"RICHLAND, MT",-,-,2045
,"JACKSON, KY",-,-,1096
,"LUNA, NM",-,-,23
,"GARRARD, KY",1.00%,1.36%,1992
,"WOLFE, KY",-,-,146
,"LANDER, NV",-,-,114
,"CASS, MO",-,-,2352
,"KNOTT, KY",-,1.33%,1126
,"QUEEN ANNES, MD",0.68%,0.94%,2346
,"SHERMAN, NE",-,-,39
,"MASON, KY",2.64%,2.97%,607
,"REDWOOD, MN",-,-,2356
,"MADISON, KY",0.69%,1.07%,9228
,"SHELBY, KY",0.35%,0.44%,8115
,"STANLY, NC",-,-,2076
,"ANDREW, MO",-,-,1552
,"HUBBARD, MN",0.47%,0.52%,3626
,"CALDWELL, KY",-,-,991
,"CALDWELL, MO",-,-,267
,"JOHNSON, MO",-,-,539
,"MINERAL, NV",-,-,91
,"SUNFLOWER, MS",1.97%,2.46%,609
,"LINCOLN, ME",0.37%,0.46%,4335
,"SAINT LAWRENCE, NY",0.22%,0.40%,12445
,"MENIFEE, KY",-,-,244
,"ROSCOMMON, MI",-,-,245
,"JEFFERSON, MS",-,-,172
,"STEVENS, MN",-,-,409
,"LINN, MO",-,-,444
,"PITT, NC",0.46%,0.88%,19428
,"SUFFOLK, MA",0.35%,0.56%,71060
,"LEE, NC",1.33%,1.53%,4121
,"MONTCALM, MI",0.46%,0.55%,9569
,"DUPLIN, NC",0.38%,0.73%,6004
,"HENDERSON, NC",0.30%,0.50%,8401
,"YALOBUSHA, MS",-,-,863
,"GLADWIN, MI",-,8.94%,123
,"SAINT HELENA, LA",-,-,445
,"SALINE, NE",-,-,2362
,"FLOYD, KY",0.84%,1.18%,2960
,"PASSAIC, NJ",-,0.74%,2837
,"OGEMAW, MI",9.82%,11.61%,112
,"SAINT CLAIR, MO",-,-,30
,"TALLAHATCHIE, MS",-,-,447
,"MADISON, MS",0.83%,0.94%,10262
,"KANDIYOHI, MN",0.36%,0.55%,9097
,"HARLAN, KY",-,2.14%,701
,"STILLWATER, MT",-,-,395
,"ASCENSION, LA",0.28%,0.33%,27428
,"CARTER, MO",-,-,842
,"OTTER TAIL, MN",0.54%,0.60%,9842
,"CEDAR, NE",-,-,729
,"CARSON CITY, NV",1.21%,1.26%,1985
,"CHESHIRE, NH",0.43%,0.55%,7864
,"WOODFORD, KY",0.85%,1.34%,1413
,"CHISAGO, MN",0.41%,0.50%,7763
,"RAMSEY, MN",0.26%,0.35%,35084
,"CLAY, MO",-,0.19%,6991
,"EAST FELICIANA, LA",-,-,2229
,"TRANSYLVANIA, NC",-,-,1621
,"SOMERSET, ME",1.14%,1.31%,1141
,"ANDROSCOGGIN, ME",0.64%,0.67%,11716
,"SIOUX, NE",-,-,10 or fewer
,"ESSEX, MA",0.61%,0.88%,43702
,"MURRAY, MN",-,-,1063
,"LEE, MS",0.35%,0.43%,12956
,"KNOX, NE",-,-,228
,"SAGADAHOC, ME",0.50%,0.53%,3796
,"MCCRACKEN, KY",0.17%,0.30%,11912
,"BECKER, MN",0.45%,0.54%,6614
,"AVERY, NC",-,-,1350
,"OKTIBBEHA, MS",1.38%,1.93%,1453
,"SALEM, NJ",0.76%,0.78%,5158
,"HOWARD, NE",-,-,83
,"ANTELOPE, NE",-,-,394
,"PENDER, NC",1.01%,1.40%,3357
,"LEWIS, NY",-,-,230
,"STODDARD, MO",-,0.49%,2676
,"CHEROKEE, NC",-,-,1578
,"MADISON, NY",-,0.65%,2443
,"ASSUMPTION, LA",-,0.75%,1734
,"SCOTT, MO",0.22%,0.50%,5574
,"IBERIA, LA",0.93%,1.02%,3238
,"KIMBALL, NE",-,-,124
,"NORFOLK, MA",0.78%,1.05%,31403
,"LINCOLN, NC",0.26%,0.46%,4600
,"CORTLAND, NY",-,0.32%,3399
,"TATE, MS",-,-,486
,"LYON, NV",1.09%,1.17%,5041
,"SENECA, NY",0.45%,0.65%,3082
,"CALLAWAY, MO",-,-,23
,"TODD, MN",-,-,3895
,"HICKMAN, KY",-,-,316
,"DURHAM, NC",0.38%,0.50%,52661
,"GUILFORD, NC",0.26%,0.63%,58097
,"BUFFALO, NE",-,-,1217
,"CHEYENNE, NE",-,-,1594
,"DESOTO, MS",0.80%,1.72%,6405
,"CABARRUS, NC",0.20%,0.27%,13823
,"ATTALA, MS",1.05%,1.21%,1901
,"FILLMORE, NE",-,-,136
,"IONIA, MI",0.50%,0.62%,7266
,"SAINT LOUIS, MN",0.44%,0.53%,25986
,"CURRITUCK, NC",-,-,2164
,"JACKSON, MN",-,-,1327
,"ALLEGHANY, NC",-,-,115
,"FURNAS, NE",-,-,59
,"WEBSTER, NE",-,-,219
,"OLDHAM, KY",0.37%,0.45%,9105
,"EAST BATON ROUGE, LA",0.34%,0.42%,71779
,"RICHARDSON, NE",-,-,114
,"ANOKA, MN",0.31%,0.42%,28154
,"TALBOT, MD",0.38%,0.50%,3432
,"PENNINGTON, MN",0.46%,0.79%,2397
,"FRANKLIN, MS",-,-,305
,"BURKE, NC",-,0.36%,6186
,"ISANTI, MN",-,0.54%,2596
,"WARREN, MS",1.16%,1.62%,1977
,"MIDDLESEX, NJ",0.51%,1.03%,27609
,"CARROLL, KY",0.77%,0.83%,1563
,"MADISON, NE",-,-,3958
,"CLEARWATER, MN",-,-,1789
,"ADAMS, NE",0.39%,0.78%,3087
,"YELLOWSTONE, MT",0.51%,0.65%,9533
,"SAINTE GENEVIEVE, MO",-,-,203
,"LINCOLN, MS",2.12%,2.12%,1321
,"FILLMORE, MN",-,-,801
,"GREENE, MS",-,-,852
,"MARION, KY",1.89%,2.02%,742
,"CLAIBORNE, MS",-,-,282
,"POLK, NC",-,-,835
,"ALBANY, NY",0.62%,0.84%,27247
,"WASHINGTON, MS",2.74%,3.29%,1095
,"BALLARD, KY",-,-,941
,"PEMISCOT, MO",-,-,804
,"SARPY, NE",-,0.28%,5632
,"BROOME, NY",0.15%,0.36%,28446
,"YANCEY, NC",-,-,170
,"MIDDLESEX, MA",0.44%,0.65%,111177
,"HUDSON, NJ",0.51%,0.87%,17147
,"WYOMING, NY",-,0.42%,2869
,"CROW WING, MN",0.19%,0.31%,9792
,"MONTGOMERY, KY",1.35%,1.84%,816
,"CLARE, MI",2.74%,3.59%,474
,"ROCK, MN",-,-,1930
,"GRAYSON, KY",1.25%,1.67%,1440
,"MONTGOMERY, MO",-,-,10 or fewer
,"ANNE ARUNDEL, MD",0.69%,1.01%,12755
,"JEFFERSON, LA",0.21%,0.36%,31468
,"LIVINGSTON, LA",0.37%,0.45%,27055
,"PANOLA, MS",0.95%,1.38%,1158
,"GOSPER, NE",-,-,14
,"GOGEBIC, MI",-,-,321
,"COLFAX, NE",-,-,122
,"WAYNE, MI",0.18%,0.48%,133393
,"CARBON, MT",-,-,387
,"LEWIS, KY",-,-,307
,"DODGE, MN",-,-,38
,"SOMERSET, NJ",0.50%,0.83%,10421
,"LAFOURCHE, LA",0.69%,0.91%,4481
,"YATES, NY",-,0.57%,2442
,"TRIGG, KY",-,-,221
,"POWELL, MT",-,-,104
,"DIXON, NE",-,-,945
,"HOUSTON, MN",-,-,2589
,"FAYETTE, KY",0.47%,0.66%,31665
,"BENTON, MN",0.29%,0.53%,6837
,"PERRY, KY",-,-,897
,"DOUGLAS, NE",0.18%,0.46%,11355
,"MONTMORENCY, MI",-,-,90
,"BOYLE, KY",1.38%,2.03%,1230
,"SILVER BOW, MT",-,0.40%,4042
,"BREATHITT, KY",-,2.54%,630
,"DAKOTA, MN",0.51%,0.67%,25073
,"CLAY, NE",-,-,454
,"BOLLINGER, MO",-,-,1027
,"PINE, MN",0.60%,0.66%,1824
,"PLYMOUTH, MA",0.84%,1.15%,25981
,"HUMBOLDT, NV",4.33%,4.33%,416
,"MORGAN, KY",-,-,270
,"MORGAN, MO",-,-,20
,"VALENCIA, NM",-,-,396
,"SWIFT, MN",-,-,1442
,"MENOMINEE, MI",-,0.50%,2996
,"GARRETT, MD",0.64%,0.87%,2982
,"ALEXANDER, NC",-,-,504
,"ROCK, NE",-,-,11
,"WILKINSON, MS",-,-,263
,"KENNEBEC, ME",1.75%,1.80%,3999
,"ADAIR, MO",-,-,75
,"ALCONA, MI",-,-,46
,"IOSCO, MI",10.62%,10.62%,113
,"CIBOLA, NM",-,-,72
,"TANGIPAHOA, LA",0.28%,0.45%,15897
,"KANABEC, MN",-,-,363
,"BURT, NE",-,-,46
,"BALTIMORE CITY, MD",0.53%,0.82%,26441
,"PLATTE, MO",-,-,4508
,"JESSAMINE, KY",0.48%,0.68%,7773
,"BARRY, MI",0.34%,0.44%,8488
,"JEFFERSON, NE",-,-,789
,"MARSHALL, MS",-,1.26%,1268
,"UNION, MS",0.67%,0.91%,2848
,"STEARNS, MN",0.15%,0.36%,29382
,"KENT, MI",0.35%,0.44%,117190
,"SCOTLAND, NC",3.21%,4.56%,592
,"OSWEGO, NY",-,-,919
,"BALTIMORE, MD",0.46%,0.78%,30697
,"KALAMAZOO, MI",0.30%,0.46%,36209
,"GRAVES, KY",-,0.54%,3734
,"YELLOW MEDICINE, MN",-,-,753
,"WADENA, MN",-,-,2379
,"OWSLEY, KY",-,-,131
,"LOUP, NE",-,-,10 or fewer
,"JEFFERSON DAVIS, LA",0.43%,0.55%,2555
,"WAKE, NC",0.53%,0.71%,149668
,"CUSTER, MT",-,-,1150
,"CARROLL, MD",0.47%,0.87%,2763
,"CRITTENDEN, KY",-,-,643
,"ONONDAGA, NY",0.14%,0.36%,16779
,"BRISTOL, MA",0.71%,0.90%,44893
,"BUNCOMBE, NC",0.19%,0.49%,6322
,"HILLSBOROUGH, NH",0.55%,0.63%,32847
,"MACOMB, MI",0.50%,0.73%,46510
,"GARFIELD, NE",-,-,10 or fewer
,"UNION, NC",0.23%,0.33%,35187
,"RENVILLE, MN",-,-,1122
,"ROCKINGHAM, NH",1.23%,1.54%,8100
,"MCLEAN, KY",-,-,338
,"GUADALUPE, NM",-,-,11
,"CUMBERLAND, ME",0.44%,0.50%,31080
,"ORANGE, NC",0.47%,0.62%,19274
,"CHEMUNG, NY",0.35%,0.44%,12556
,"WAYNE, NE",-,-,1281
,"VERMILION, LA",0.38%,0.54%,5759
,"BOLIVAR, MS",-,1.90%,578
,"HART, KY",2.02%,2.60%,692
,"POLK, NE",-,-,47
,"BELTRAMI, MN",0.48%,0.68%,9147
,"ROOSEVELT, NM",-,-,1058
,"NEW HANOVER, NC",0.96%,1.30%,7773
,"CATAWBA, NC",-,0.31%,4559
,"MCCREARY, KY",2.11%,2.45%,1185
,"WHEATLAND, MT",-,-,32
,"CECIL, MD",0.92%,1.13%,5732
,"WASHINGTON, ME",-,-,204
,"POWDER RIVER, MT",-,-,52
,"PLATTE, NE",-,-,435
,"CHARITON, MO",-,-,55
,"SULLIVAN, NH",0.45%,0.54%,4631
,"CAPE GIRARDEAU, MO",-,0.32%,8410
,"HAMPDEN, MA",0.25%,0.50%,15908
,"ADAMS, MS",3.62%,3.82%,497
,"QUAY, NM",-,-,46
,"WASHOE, NV",0.60%,0.67%,49590
,"HAMILTON, NE",-,-,287
,"HANCOCK, ME",-,-,466
,"YORK, NE",-,-,136
,"CHURCHILL, NV",0.51%,0.59%,2357
,"WASHINGTON, MN",0.38%,0.45%,17556
,"ALLEGAN, MI",0.53%,0.58%,14970
,"PLAQUEMINES, LA",-,-,1892
,"NIAGARA, NY",0.32%,0.71%,4680
,"NOXUBEE, MS",-,-,708
,"SHERBURNE, MN",0.26%,0.48%,15270
,"BUTLER, NE",-,-,67
,"BOURBON, KY",0.63%,0.74%,6080
,"BERNALILLO, NM",-,0.34%,5906
,"HAMILTON, NY",-,-,93
,"LYON, MN",-,-,1081
,"FLEMING, KY",-,1.41%,852
,"DODGE, NE",-,-,202
,"ESSEX, NJ",0.48%,0.96%,39836
,"BRONX, NY",0.27%,0.48%,13382
,"CLAY, MN",0.36%,0.46%,15112
,"LETCHER, KY",1.32%,1.61%,1057
,"BATES, MO",-,-,115
,"SCOTT, MN",0.49%,0.60%,4516
,"ERIE, NY",0.14%,0.40%,14891
,"PRESQUE ISLE, MI",-,-,139
,"DAKOTA, NE",-,-,3497
,"LAFAYETTE, MS",0.87%,1.39%,2654
,"BOONE, NE",-,-,89
,"HARLAN, NE",-,-,35
,"STOREY, NV",-,-,123
,"OTOE, NE",-,-,300
,"TUSCOLA, MI",5.25%,6.39%,438
,"PERRY, MO",-,-,321
,"MECKLENBURG, NC",0.21%,0.31%,121855
,"TORRANCE, NM",-,-,59
,"DEER LODGE, MT",-,-,151
,"WRIGHT, MN",0.19%,0.39%,11302
,"CARLISLE, KY",-,-,692
,"KINGS, NY",0.43%,0.61%,89293
,"ARENAC, MI",-,-,57
,"MARSHALL, MN",-,0.85%,1774
,"SAINT LOUIS CITY, MO",-,-,1784
,"WASHINGTON, NE",-,-,141
,"SAINT MARY, LA",0.46%,0.49%,3499
,"SIBLEY, MN",-,-,52
,"GOLDEN VALLEY, MT",-,-,40
,"METCALFE, KY",-,-,113
,"CLARK, KY",0.77%,1.10%,5182
,"DENT, MO",-,-,1294
,"THAYER, NE",-,-,86
,"MOREHOUSE, LA",-,1.37%,877
,"IREDELL, NC",0.25%,0.48%,13315
,"ATLANTIC, NJ",0.67%,0.81%,11542
,"MARTIN, MN",-,-,1218
,"GREELEY, NE",-,-,28
,"PRINCE GEORGES, MD",0.14%,0.39%,11925
,"COOPER, MO",-,-,29
,"CAMDEN, MO",-,-,220
,"SEWARD, NE",-,-,374
,"MERCER, NJ",0.68%,1.07%,10864
,"WATONWAN, MN",-,-,129
,"DUKES, MA",-,-,251
,"JACKSON, MS",0.15%,0.44%,16315
,"ULSTER, NY",0.43%,0.61%,5544
,"QUEENS, NY",0.25%,0.45%,53084
,"RUSSELL, KY",5.18%,5.98%,251
,"CHIPPEWA, MN",-,-,656
,"SALINE, MO",-,-,29
,"MINERAL, MT",-,-,11
,"FULTON, NY",2.58%,3.40%,1706
,"SAN JUAN, NM",-,-,258
,"STEELE, MN",-,-,91
,"ONSLOW, NC",1.65%,2.00%,5814
,"ORLEANS, LA",0.19%,0.31%,17681
,"COLE, MO",-,-,104
,"GARFIELD, MT",-,-,47
,"NEW MADRID, MO",-,-,1435
,"MEEKER, MN",-,-,1248
,"DOUGLAS, MN",-,0.41%,3198
,"PHELPS, MO",-,0.42%,5529
,"MEAGHER, MT",-,-,73
,"PULASKI, KY",1.86%,2.12%,1934
,"NYE, NV",-,-,385
,"HENNEPIN, MN",0.36%,0.54%,69718
,"CUMBERLAND, NJ",2.02%,2.30%,4304
,"SCHENECTADY, NY",0.87%,1.15%,3117
,"WASECA, MN",-,-,44
,"CUMING, NE",-,-,227
