Session Title,DM in ICD10  by State Age 2020,,,
,New Hampshire,0.70%,0.80%,79255
,South Dakota,0.43%,0.54%,80993
,Oregon,0.58%,0.72%,307214
,North Dakota,0.34%,0.48%,108491
,Washington,0.32%,0.44%,163711
,Texas,0.51%,0.66%,1833257
,Montana,0.34%,0.51%,31477
,Vermont,0.79%,0.92%,39784
,Florida,0.78%,1.07%,550891
,Colorado,0.39%,0.62%,406283
,Connecticut,0.58%,0.74%,323272
,California,0.35%,0.67%,861561
,Utah,0.08%,0.41%,104352
,Armed Forces Pacific,-,-,82
,Nevada,0.40%,0.60%,98967
,Armed Forces Africa,-,-,132
,District of Columbia,-,1.29%,1165
,None of the above,0.46%,0.75%,190884
,Total,0.45%,0.64%,15134927
≥ 18 and < 25 Years,Federated States of Micronesia,-,-,10 or fewer
,Marshall Islands,-,-,10 or fewer
,"American Samoa, South Pacific",-,-,10 or fewer
,Northern Mariana Islands,-,-,10 or fewer
,Virgin Islands,-,-,50
,Alabama,1.61%,2.79%,13141
,West Virginia,1.75%,2.71%,43826
,South Carolina,1.52%,2.19%,124809
,Indiana,1.27%,1.86%,157986
,Missouri,1.18%,1.98%,41872
,Ohio,1.16%,1.91%,475737
,Oklahoma,0.93%,1.79%,47865
,Kentucky,1.31%,2.05%,133321
,Kansas,1.29%,2.18%,39392
,Puerto Rico,-,-,187
,Mississippi,1.41%,2.13%,86346
,Guam,-,-,24
,North Carolina,1.13%,1.87%,313620
,Virginia,1.09%,1.87%,204985
,Michigan,1.15%,1.70%,281742
,Maryland,0.97%,1.70%,96173
,Maine,1.59%,2.10%,35158
,Louisiana,1.05%,1.74%,110842
,Wyoming,1.30%,2.03%,6754
,Delaware,1.72%,2.36%,21286
,Illinois,1.12%,1.74%,319533
,Arizona,0.95%,1.65%,40692
,Nebraska,1.41%,2.00%,43257
,Minnesota,1.12%,1.57%,159662
,Rhode Island,1.22%,1.95%,34280
,Hawaii,1.11%,1.63%,24861
,Pennsylvania,0.83%,1.59%,375172
,Georgia,1.09%,2.25%,143555
,New York,1.03%,1.60%,284482
,Wisconsin,1.15%,1.55%,211662
,New Mexico,1.02%,2.09%,10690
,New Jersey,0.90%,1.59%,91570
,Tennessee,1.18%,2.30%,55165
,Idaho,1.53%,2.01%,44027
,Alaska,-,-,820
,Massachusetts,0.88%,1.43%,157066
,Iowa,1.33%,1.78%,112775
,Arkansas,1.52%,2.48%,55693
,New Hampshire,1.51%,1.86%,31558
,South Dakota,1.19%,1.45%,30007
,Oregon,1.18%,1.72%,120349
,North Dakota,1.04%,1.51%,42464
,Washington,0.95%,1.46%,79117
,Texas,1.21%,2.08%,477562
,Montana,1.04%,1.33%,17032
,Vermont,1.43%,1.93%,18591
,Florida,1.44%,2.59%,183130
,Colorado,0.98%,1.63%,144576
,Connecticut,1.16%,1.88%,146811
,California,0.87%,1.71%,346358
,Utah,1.14%,1.91%,42126
,Armed Forces Pacific,-,-,22
,Nevada,0.52%,0.99%,70717
,Armed Forces Africa,-,-,40
,District of Columbia,0.81%,1.22%,5423
,None of the above,0.89%,1.64%,114379
,Total,1.12%,1.83%,6270348
≥ 25 and < 35 Years,Federated States of Micronesia,-,-,10 or fewer
,Marshall Islands,-,-,10 or fewer
,"American Samoa, South Pacific",-,-,10 or fewer
,Northern Mariana Islands,-,-,10 or fewer
,Virgin Islands,-,-,88
,Alabama,2.41%,4.11%,21728
,West Virginia,2.35%,4.35%,61864
,South Carolina,2.41%,3.69%,190166
,Indiana,2.34%,3.56%,240001
,Missouri,2.26%,3.76%,67649
,Ohio,2.12%,3.54%,735170
,Oklahoma,2.04%,3.66%,73602
,Kentucky,2.06%,3.40%,204302
,Kansas,2.28%,3.83%,60390
,Puerto Rico,-,-,307
,Mississippi,2.24%,3.71%,127885
,Guam,-,-,28
,North Carolina,2.01%,3.38%,492912
,Virginia,1.90%,3.23%,344425
,Michigan,1.86%,2.92%,423207
,Maryland,1.68%,3.27%,158327
,Maine,1.86%,2.86%,57217
,Louisiana,1.75%,3.27%,168258
,Wyoming,2.20%,3.46%,10193
,Delaware,2.08%,3.51%,25802
,Illinois,1.88%,2.97%,471647
,Arizona,1.83%,3.10%,73467
,Nebraska,2.30%,3.62%,60789
,Minnesota,1.86%,2.74%,253592
,Rhode Island,1.56%,3.22%,51621
,Hawaii,1.85%,3.37%,45297
,Pennsylvania,1.44%,2.78%,616423
,Georgia,1.91%,3.48%,191827
,New York,1.51%,2.70%,459805
,Wisconsin,1.73%,2.56%,308962
,New Mexico,1.88%,4.01%,19856
,New Jersey,1.39%,2.63%,159796
,Tennessee,1.69%,3.45%,85292
,Idaho,1.91%,3.05%,66630
,Alaska,1.66%,2.78%,1329
,Massachusetts,1.31%,2.47%,256452
,Iowa,1.78%,2.90%,156769
,Arkansas,1.89%,3.87%,82049
,New Hampshire,1.65%,2.53%,47139
,South Dakota,1.79%,2.44%,41720
,Oregon,1.59%,2.75%,197127
,North Dakota,1.70%,2.56%,66362
,Washington,1.59%,2.51%,138756
,Texas,1.71%,3.68%,730858
,Montana,1.64%,2.23%,23646
,Vermont,1.43%,2.37%,31989
,Florida,1.53%,3.51%,261234
,Colorado,1.38%,2.47%,232728
,Connecticut,1.28%,2.99%,222413
,California,1.28%,2.91%,580230
,Utah,1.83%,3.10%,63906
,Armed Forces Pacific,-,-,72
,Nevada,0.68%,1.69%,118664
,Armed Forces Africa,-,-,122
,District of Columbia,0.82%,1.54%,7812
,None of the above,1.25%,2.47%,186392
,Total,1.74%,3.10%,9776308
≥ 35 and < 45 Years,Federated States of Micronesia,-,-,10 or fewer
,Marshall Islands,-,-,10 or fewer
,"American Samoa, South Pacific",-,-,23
,Northern Mariana Islands,-,-,10 or fewer
,Virgin Islands,-,8.79%,182
,Alabama,5.18%,8.51%,27360
,West Virginia,5.56%,9.75%,66984
,South Carolina,5.72%,8.42%,194349
,Indiana,5.88%,8.45%,248934
,Missouri,5.06%,8.19%,72279
,Ohio,5.16%,8.03%,750071
,Oklahoma,5.29%,8.66%,78739
,Kentucky,5.32%,8.03%,220984
,Kansas,4.82%,7.77%,66554
,Puerto Rico,3.49%,7.85%,344
,Mississippi,5.67%,8.88%,140505
,Guam,-,-,36
,North Carolina,4.97%,7.84%,509692
,Virginia,4.45%,7.04%,386444
,Michigan,4.53%,6.84%,404695
,Maryland,4.11%,7.29%,153928
,Maine,4.22%,6.02%,59704
,Louisiana,4.52%,7.88%,181531
,Wyoming,4.95%,7.48%,11437
,Delaware,4.84%,7.48%,26111
,Illinois,4.77%,7.06%,482349
,Arizona,4.42%,6.81%,76149
,Nebraska,4.64%,7.31%,60142
,Minnesota,4.31%,6.09%,256664
,Rhode Island,3.79%,7.03%,49773
,Hawaii,4.38%,7.71%,51439
,Pennsylvania,3.48%,6.25%,607853
,Georgia,4.82%,8.18%,199150
,New York,3.62%,5.94%,453912
,Wisconsin,4.33%,6.03%,310077
,New Mexico,4.53%,9.40%,18884
,New Jersey,3.07%,5.77%,171865
,Tennessee,4.16%,8.03%,86528
,Idaho,3.82%,6.01%,72059
,Alaska,4.29%,5.94%,1212
,Massachusetts,3.24%,5.84%,245036
,Iowa,4.18%,6.35%,157213
,Arkansas,4.66%,9.06%,85590
,New Hampshire,3.45%,5.18%,48442
,South Dakota,3.83%,5.13%,42463
,Oregon,3.84%,6.32%,192645
,North Dakota,3.98%,6.07%,61679
,Washington,3.75%,5.76%,134319
,Texas,4.30%,8.73%,791383
,Montana,3.07%,4.00%,23155
,Vermont,2.60%,4.56%,35532
,Florida,3.08%,7.17%,271437
,Colorado,3.12%,5.27%,215444
,Connecticut,2.61%,6.26%,228963
,California,2.99%,6.83%,565939
,Utah,3.69%,6.24%,62732
,Armed Forces Pacific,-,-,126
,Nevada,1.81%,4.16%,102791
,Armed Forces Africa,-,-,226
,District of Columbia,1.87%,3.62%,4860
,None of the above,3.18%,6.33%,146072
,Total,4.20%,7.11%,9915000
≥ 45 and < 55 Years,Federated States of Micronesia,-,-,10 or fewer
,Marshall Islands,-,-,10 or fewer
,"American Samoa, South Pacific",-,-,26
,Northern Mariana Islands,-,-,10 or fewer
,Virgin Islands,6.95%,14.13%,446
,Alabama,9.64%,15.24%,36829
,West Virginia,11.02%,18.31%,81040
,South Carolina,11.15%,15.78%,227431
,Indiana,11.66%,16.21%,266810
,Missouri,9.97%,15.34%,79883
,Ohio,10.30%,15.18%,823269
,Oklahoma,10.53%,16.38%,86770
,Kentucky,10.49%,15.12%,250256
,Kansas,9.31%,14.13%,68827
,Puerto Rico,8.69%,18.26%,449
,Mississippi,10.49%,16.01%,160492
,Guam,-,-,61
,North Carolina,9.98%,14.94%,588964
,Virginia,8.81%,13.40%,438825
,Michigan,9.33%,13.44%,447977
,Maryland,8.49%,14.13%,172107
,Maine,8.15%,11.03%,71308
,Louisiana,9.29%,15.48%,186588
,Wyoming,8.84%,13.07%,11854
,Delaware,10.43%,14.68%,30148
,Illinois,9.46%,13.56%,523689
,Arizona,8.24%,11.91%,88407
,Nebraska,9.18%,13.87%,59592
,Minnesota,8.96%,11.91%,246713
,Rhode Island,7.84%,13.54%,59793
,Hawaii,7.99%,14.37%,59926
,Pennsylvania,7.39%,12.58%,684406
,Georgia,9.53%,15.28%,230952
,New York,7.28%,11.56%,530860
,Wisconsin,8.80%,11.97%,318536
,New Mexico,7.81%,15.78%,20479
,New Jersey,6.39%,11.59%,206997
,Tennessee,7.73%,14.55%,107017
,Idaho,7.20%,11.02%,73522
,Alaska,8.93%,12.64%,1187
,Massachusetts,6.93%,11.68%,270409
,Iowa,8.70%,12.82%,149441
,Arkansas,8.46%,16.17%,95009
,New Hampshire,6.67%,9.75%,60995
,South Dakota,8.11%,10.52%,38829
,Oregon,8.11%,12.79%,177735
,North Dakota,8.00%,12.14%,53332
,Washington,7.36%,10.92%,130248
,Texas,8.49%,16.44%,841253
,Montana,6.56%,8.88%,21230
,Vermont,5.11%,8.51%,41620
,Florida,5.76%,12.93%,331063
,Colorado,6.45%,10.16%,199592
,Connecticut,5.10%,11.74%,272017
,California,5.85%,13.42%,580372
,Utah,6.99%,11.60%,52572
,Armed Forces Pacific,-,-,96
,Nevada,3.92%,8.61%,100799
,Armed Forces Africa,-,8.17%,208
,District of Columbia,4.10%,7.66%,3340
,None of the above,6.55%,13.58%,143246
,Total,8.43%,13.67%,10805864
≥ 55 and < 65 Years,Federated States of Micronesia,-,-,10 or fewer
,Marshall Islands,-,-,10 or fewer
,"American Samoa, South Pacific",-,42.11%,38
,Northern Mariana Islands,-,-,10 or fewer
,Virgin Islands,8.57%,18.10%,525
,Alabama,12.82%,20.71%,48285
,West Virginia,14.89%,24.74%,96433
,South Carolina,14.99%,21.72%,270291
,Indiana,15.79%,22.39%,310790
,Missouri,13.43%,21.26%,101659
,Ohio,14.40%,21.43%,982936
,Oklahoma,14.24%,22.62%,104450
,Kentucky,14.50%,21.03%,292071
,Kansas,13.21%,20.12%,91149
,Puerto Rico,13.81%,28.32%,565
,Mississippi,14.10%,22.07%,192312
,Guam,-,31.03%,58
,North Carolina,13.99%,21.58%,651839
,Virginia,12.70%,19.65%,521504
,Michigan,13.17%,19.16%,541983
,Maryland,12.12%,20.35%,210778
,Maine,11.13%,15.35%,98831
,Louisiana,13.10%,21.99%,223121
,Wyoming,11.54%,17.15%,17340
,Delaware,13.81%,20.02%,42933
,Illinois,12.95%,19.22%,621830
,Arizona,10.58%,15.84%,110705
,Nebraska,11.93%,18.87%,76948
,Minnesota,12.49%,16.75%,303770
,Rhode Island,10.93%,18.72%,77619
,Hawaii,10.66%,19.75%,71798
,Pennsylvania,10.81%,18.47%,844631
,Georgia,13.66%,22.30%,243749
,New York,10.63%,17.28%,665819
,Wisconsin,12.23%,16.85%,386741
,New Mexico,9.79%,19.83%,29860
,New Jersey,9.72%,18.01%,254305
,Tennessee,10.42%,20.19%,126958
,Idaho,10.07%,15.33%,86666
,Alaska,10.96%,16.04%,1615
,Massachusetts,10.41%,17.77%,307370
,Iowa,11.76%,18.04%,176461
,Arkansas,11.11%,21.89%,112948
,New Hampshire,9.21%,13.74%,82715
,South Dakota,10.87%,14.52%,48577
,Oregon,11.33%,17.99%,192689
,North Dakota,11.05%,17.22%,64599
,Washington,10.19%,15.50%,148315
,Texas,11.63%,23.10%,916505
,Montana,9.54%,12.73%,26463
,Vermont,7.01%,12.09%,56590
,Florida,7.87%,18.21%,436505
,Colorado,9.43%,14.82%,215807
,Connecticut,7.50%,17.09%,331443
,California,8.38%,19.42%,649744
,Utah,9.19%,16.30%,53535
,Armed Forces Pacific,-,17.74%,62
,Nevada,6.77%,14.36%,98977
,Armed Forces Africa,-,-,96
,District of Columbia,6.49%,13.13%,2528
,None of the above,9.39%,21.01%,153849
,Total,11.80%,19.48%,12778702
65 Years or more,Federated States of Micronesia,-,-,10 or fewer
,Marshall Islands,-,-,15
,"American Samoa, South Pacific",28.24%,47.06%,85
,Northern Mariana Islands,-,-,20
,Virgin Islands,14.54%,27.07%,942
,Alabama,14.43%,25.48%,76148
,West Virginia,16.77%,30.89%,142209
,South Carolina,17.37%,27.13%,405735
,Indiana,18.41%,28.45%,430214
,Missouri,15.28%,26.43%,164870
,Ohio,17.06%,27.87%,1380705
,Oklahoma,16.33%,28.04%,160099
,Kentucky,17.06%,26.79%,398859
,Kansas,15.37%,24.81%,146044
,Puerto Rico,13.69%,30.49%,738
,Mississippi,15.55%,27.08%,286466
,Guam,12.93%,34.48%,116
,North Carolina,16.16%,27.70%,947116
,Virginia,14.61%,25.52%,773611
,Michigan,16.75%,26.52%,763900
,Maryland,14.82%,26.85%,298232
,Maine,14.12%,20.67%,158866
,Louisiana,16.06%,29.01%,316027
,Wyoming,14.02%,22.52%,28337
,Delaware,17.49%,27.28%,66476
,Illinois,15.08%,25.20%,919109
,Arizona,11.34%,19.61%,183731
,Nebraska,12.23%,22.45%,129206
,Minnesota,15.87%,22.93%,439279
,Rhode Island,13.72%,26.66%,110835
,Hawaii,12.05%,25.51%,118120
,Pennsylvania,13.79%,25.03%,1240337
,Georgia,15.99%,27.75%,327711
,New York,13.10%,23.62%,986498
,Wisconsin,15.63%,23.53%,503174
,New Mexico,9.86%,23.07%,51497
,New Jersey,11.77%,24.63%,366227
,Tennessee,10.93%,24.95%,192107
,Idaho,13.46%,21.33%,136669
,Alaska,12.34%,19.60%,2245
,Massachusetts,13.80%,25.03%,401105
,Iowa,13.65%,23.24%,254990
,Arkansas,11.83%,25.59%,167304
,New Hampshire,11.72%,18.44%,115376
,South Dakota,14.57%,21.24%,67430
,Oregon,12.84%,21.96%,305953
,North Dakota,13.96%,24.20%,88884
,Washington,11.86%,20.39%,217290
,Texas,12.92%,27.54%,1227302
,Montana,12.10%,17.28%,37237
,Vermont,8.68%,16.39%,86390
,Florida,8.56%,21.89%,667508
,Colorado,12.10%,19.93%,291300
,Connecticut,9.86%,23.49%,459525
,California,9.43%,23.02%,903687
,Utah,9.85%,21.41%,78734
,Armed Forces Pacific,-,-,15
,Nevada,9.64%,20.11%,113739
,Armed Forces Africa,-,-,27
,District of Columbia,6.65%,15.16%,3292
,None of the above,12.01%,26.35%,191344
,Total,14.04%,25.16%,18331017
"Total: Total includes all data, including data from rows not currently displayed.",Federated States of Micronesia,-,32.43%,37
,Marshall Islands,-,30.56%,36
,"American Samoa, South Pacific",20.20%,34.48%,203
,Northern Mariana Islands,19.05%,33.33%,63
,Virgin Islands,9.64%,18.68%,2313
,Alabama,9.16%,15.52%,242522
,West Virginia,8.91%,15.78%,582953
,South Carolina,8.79%,13.24%,1717384
,Indiana,8.78%,13.04%,2005881
,Missouri,8.58%,14.35%,604320
,Ohio,8.52%,13.40%,5976734
,Oklahoma,8.38%,13.97%,645441
,Kentucky,8.38%,12.72%,1779297
,Kansas,8.28%,13.16%,548021
,Puerto Rico,8.27%,17.54%,2840
,Mississippi,8.25%,13.57%,1185758
,Guam,8.20%,19.05%,378
,North Carolina,8.11%,13.23%,4178708
,Virginia,7.81%,12.97%,3057321
,Michigan,7.78%,11.87%,3363639
,Maryland,7.64%,13.47%,1206943
,Maine,7.57%,10.87%,574112
,Louisiana,7.44%,13.03%,1439612
,Wyoming,7.34%,11.55%,107937
,Delaware,7.31%,11.10%,323092
,Illinois,7.22%,11.33%,4098869
,Arizona,7.17%,11.58%,640587
,Nebraska,7.06%,12.00%,483330
,Minnesota,7.05%,9.97%,2101591
,Rhode Island,6.90%,12.74%,450893
,Hawaii,6.90%,13.55%,430553
,Pennsylvania,6.78%,12.08%,4914380
,Georgia,6.68%,11.34%,1800567
,New York,6.64%,11.44%,3895895
,Wisconsin,6.60%,9.51%,2568775
,New Mexico,6.55%,14.39%,161648
,New Jersey,6.39%,12.60%,1347961
,Tennessee,6.33%,13.29%,736794
,Idaho,6.30%,9.82%,590981
,Alaska,6.15%,9.36%,10161
,Massachusetts,6.15%,10.90%,1898156
,Iowa,6.15%,9.82%,1257092
,Arkansas,6.14%,12.48%,755052
,New Hampshire,6.03%,9.20%,457485
,South Dakota,6.01%,8.37%,338784
,Oregon,5.90%,9.73%,1454923
,North Dakota,5.75%,9.37%,468451
,Washington,5.73%,9.26%,984463
,Texas,5.73%,11.65%,6668276
,Montana,5.35%,7.44%,175776
,Vermont,4.95%,8.84%,300852
,Florida,4.72%,11.27%,2643712
,Colorado,4.70%,7.73%,1744264
,Connecticut,4.68%,10.99%,1970510
,California,4.48%,10.57%,4387412
,Utah,4.37%,8.38%,445574
,Armed Forces Pacific,3.80%,7.81%,474
,Nevada,3.51%,7.56%,696863
,Armed Forces Africa,2.63%,4.22%,876
,District of Columbia,2.53%,5.10%,28658
,None of the above,4.90%,10.51%,1107843
,Total,6.78%,11.69%,81564026
