Session Title,OBESITY by ICD and BMI State Age 2018,,,
,Maryland,23.35%,9.99%,64252
,Pennsylvania,23.86%,9.19%,326152
,Virginia,24.93%,7.13%,183085
,Iowa,25.84%,10.00%,103896
,Nebraska,22.51%,5.67%,36804
,South Carolina,27.44%,9.99%,99693
,Oklahoma,27.55%,6.72%,41342
,North Dakota,25.47%,11.26%,38875
,Palau,-,-,10 or fewer
,Arizona,22.65%,7.70%,37510
,Wisconsin,23.79%,7.36%,191876
,Wyoming,24.02%,6.12%,5667
,Minnesota,22.80%,9.55%,149193
,Illinois,22.96%,7.15%,277848
,New Jersey,19.96%,6.35%,62061
,New Hampshire,21.57%,7.95%,28796
,New York,20.80%,9.58%,244832
,Maine,22.17%,9.27%,32408
,Vermont,19.70%,7.02%,12289
,Connecticut,20.34%,11.46%,125001
,Guam,-,-,29
,Alaska,19.87%,6.97%,775
,New Mexico,24.29%,7.75%,9909
,Texas,25.25%,11.60%,393037
,South Dakota,21.85%,8.89%,25809
,Oregon,23.98%,9.92%,103803
,Florida,22.12%,8.55%,165765
,Delaware,28.70%,12.17%,16851
,Idaho,20.54%,7.11%,34411
,Puerto Rico,15.64%,-,179
,Massachusetts,18.85%,11.14%,145353
,Nevada,21.04%,6.57%,38841
,Georgia,23.18%,7.10%,126765
,Washington,20.91%,5.78%,69682
,Armed Forces America,-,-,10 or fewer
,Montana,16.90%,5.38%,13744
,California,19.58%,8.08%,214521
,Hawaii,22.01%,8.53%,25044
,Utah,18.31%,5.59%,34442
,Armed Forces Pacific,-,-,35
,Armed Forces Africa,-,-,49
,Rhode Island,13.39%,7.89%,35757
,Colorado,18.25%,7.00%,121280
,None of the above,18.47%,6.35%,104532
,Total,24.07%,8.92%,5274791
≥ 25 and < 35 Years,"American Samoa, South Pacific",-,-,14
,Federated States of Micronesia,-,-,10 or fewer
,Alabama,39.23%,19.00%,18546
,Marshall Islands,-,-,10 or fewer
,Kentucky,44.01%,16.46%,182756
,Northern Mariana Islands,-,-,10 or fewer
,Missouri,39.04%,13.52%,59411
,Ohio,40.09%,16.79%,691982
,West Virginia,40.30%,15.68%,50770
,Indiana,40.79%,15.18%,217722
,Arkansas,45.44%,16.04%,64466
,Tennessee,40.56%,9.96%,72806
,Kansas,37.61%,14.23%,53635
,Mississippi,41.52%,10.52%,99569
,Louisiana,38.73%,14.53%,147969
,Michigan,37.82%,14.49%,321241
,North Carolina,37.55%,15.96%,369765
,Maryland,35.31%,16.57%,117098
,Pennsylvania,34.57%,14.84%,525922
,Virginia,37.27%,12.38%,308296
,Iowa,39.97%,18.67%,145539
,Nebraska,35.79%,11.55%,49914
,South Carolina,38.75%,15.85%,151580
,Oklahoma,38.06%,11.66%,64056
,North Dakota,38.61%,19.72%,59692
,Palau,-,-,10 or fewer
,Arizona,34.54%,13.37%,63973
,Wisconsin,37.05%,13.34%,280848
,Wyoming,36.44%,10.42%,9322
,Minnesota,34.70%,15.69%,243077
,Illinois,34.40%,11.36%,400730
,New Jersey,29.39%,10.38%,111147
,New Hampshire,31.96%,12.43%,42505
,New York,30.67%,13.77%,386766
,Maine,30.70%,13.24%,50446
,Vermont,28.49%,10.50%,21260
,Connecticut,31.24%,14.95%,184227
,Guam,-,-,22
,Alaska,33.88%,12.47%,1331
,New Mexico,33.46%,11.96%,18158
,Texas,35.27%,17.39%,608145
,South Dakota,34.16%,15.51%,36341
,Oregon,32.81%,13.61%,169208
,Florida,34.97%,14.47%,236169
,Delaware,40.50%,15.69%,21698
,Idaho,31.28%,11.52%,53295
,Puerto Rico,24.81%,11.85%,270
,Massachusetts,27.93%,15.76%,229468
,Nevada,30.12%,10.74%,63045
,Georgia,34.71%,12.01%,171395
,Washington,29.92%,9.51%,122057
,Armed Forces America,-,-,10 or fewer
,Montana,27.55%,9.64%,19607
,California,28.05%,11.41%,354190
,Hawaii,31.32%,13.91%,43916
,Utah,29.10%,10.49%,53503
,Armed Forces Pacific,24.42%,-,86
,Armed Forces Africa,26.90%,8.28%,145
,Rhode Island,21.36%,12.40%,49537
,Colorado,26.02%,9.58%,189683
,None of the above,27.05%,10.42%,152791
,Total,35.08%,14.22%,8161135
≥ 35 and < 45 Years,"American Samoa, South Pacific",53.33%,-,30
,Federated States of Micronesia,-,-,10 or fewer
,Alabama,49.00%,25.78%,23941
,Marshall Islands,-,-,10 or fewer
,Kentucky,49.64%,20.51%,203632
,Northern Mariana Islands,-,-,10 or fewer
,Missouri,45.80%,17.86%,62905
,Ohio,46.18%,21.58%,703822
,West Virginia,47.05%,20.40%,56741
,Indiana,47.05%,19.31%,227296
,Arkansas,50.63%,20.27%,70309
,Tennessee,46.36%,14.19%,76189
,Kansas,43.65%,18.29%,57684
,Mississippi,47.75%,14.27%,108917
,Louisiana,46.03%,20.85%,156370
,Michigan,44.31%,19.26%,303638
,North Carolina,43.81%,20.99%,391996
,Maryland,42.08%,21.17%,111332
,Pennsylvania,40.70%,18.39%,522183
,Virginia,42.08%,16.50%,336889
,Iowa,46.15%,24.55%,142122
,Nebraska,41.34%,15.36%,47668
,South Carolina,45.45%,20.39%,156746
,Oklahoma,43.29%,16.19%,68233
,North Dakota,45.61%,27.49%,53470
,Palau,-,-,10 or fewer
,Arizona,41.29%,17.99%,66307
,Wisconsin,43.95%,17.65%,276134
,Wyoming,42.96%,14.80%,9769
,Minnesota,41.23%,20.83%,238845
,Illinois,41.15%,14.80%,418882
,New Jersey,34.83%,13.24%,119466
,New Hampshire,38.29%,14.86%,44832
,New York,36.30%,16.96%,383886
,Maine,37.04%,18.16%,52053
,Vermont,35.10%,13.04%,24099
,Connecticut,36.67%,18.22%,193318
,Guam,30.56%,-,36
,Alaska,37.18%,18.36%,1084
,New Mexico,38.35%,14.45%,15921
,Texas,41.19%,21.95%,669615
,South Dakota,39.24%,21.03%,36255
,Oregon,37.68%,17.00%,166476
,Florida,39.62%,18.71%,241301
,Delaware,45.55%,17.92%,21147
,Idaho,36.16%,14.86%,58000
,Puerto Rico,32.85%,15.27%,347
,Massachusetts,33.66%,20.42%,225643
,Nevada,34.89%,15.38%,56779
,Georgia,41.46%,17.84%,179761
,Washington,34.71%,12.12%,115747
,Armed Forces America,-,-,30
,Montana,32.41%,12.34%,18881
,California,33.15%,14.64%,357732
,Hawaii,32.63%,15.28%,49103
,Utah,34.05%,11.97%,53698
,Armed Forces Pacific,32.77%,15.13%,119
,Armed Forces Africa,27.96%,7.58%,211
,Rhode Island,27.34%,16.69%,48251
,Colorado,31.91%,13.09%,172082
,None of the above,35.31%,15.14%,120547
,Total,41.17%,18.47%,8318490
≥ 45 and < 55 Years,"American Samoa, South Pacific",72.73%,38.18%,55
,Federated States of Micronesia,-,-,10 or fewer
,Alabama,52.08%,27.91%,33201
,Marshall Islands,-,-,10 or fewer
,Kentucky,52.69%,23.05%,242893
,Northern Mariana Islands,-,-,12
,Missouri,49.80%,20.20%,74329
,Ohio,49.42%,24.32%,819882
,West Virginia,50.44%,22.08%,71258
,Indiana,50.48%,21.32%,255736
,Arkansas,51.46%,21.31%,83038
,Tennessee,48.51%,15.78%,97496
,Kansas,46.94%,20.63%,64828
,Mississippi,49.64%,15.90%,129019
,Louisiana,48.90%,23.91%,175357
,Michigan,47.14%,21.70%,354866
,North Carolina,47.06%,23.69%,477023
,Maryland,44.59%,22.15%,137235
,Pennsylvania,44.19%,20.32%,633634
,Virginia,44.80%,18.83%,405544
,Iowa,49.65%,28.44%,143506
,Nebraska,44.76%,17.63%,49776
,South Carolina,48.80%,22.83%,193386
,Oklahoma,46.20%,18.73%,78835
,North Dakota,49.30%,31.62%,50776
,Palau,-,-,10 or fewer
,Arizona,42.83%,19.07%,81769
,Wisconsin,47.48%,20.37%,308113
,Wyoming,46.12%,17.78%,11200
,Minnesota,44.74%,24.55%,248810
,Illinois,43.95%,16.23%,479067
,New Jersey,38.29%,14.99%,152347
,New Hampshire,41.21%,16.14%,61492
,New York,39.31%,18.78%,488845
,Maine,40.37%,20.73%,67977
,Vermont,38.18%,13.72%,32082
,Connecticut,39.84%,19.69%,252930
,Guam,35.00%,-,60
,Alaska,45.26%,23.08%,1213
,New Mexico,38.17%,15.69%,17970
,Texas,44.64%,24.50%,739858
,South Dakota,41.91%,24.12%,36734
,Oregon,40.45%,19.18%,161760
,Florida,40.93%,20.84%,311029
,Delaware,47.72%,19.49%,27607
,Idaho,38.49%,16.91%,63021
,Puerto Rico,39.22%,21.55%,464
,Massachusetts,36.78%,22.07%,269854
,Nevada,37.38%,18.68%,63740
,Georgia,44.69%,21.60%,213671
,Washington,36.07%,13.36%,119237
,Armed Forces America,-,-,22
,Montana,36.90%,14.50%,18871
,California,35.12%,16.00%,402149
,Hawaii,32.07%,16.40%,60643
,Utah,35.35%,12.41%,47179
,Armed Forces Pacific,34.43%,13.11%,122
,Armed Forces Africa,35.57%,18.04%,194
,Rhode Island,30.55%,18.67%,63114
,Colorado,34.10%,15.27%,168297
,None of the above,39.54%,17.72%,131471
,Total,44.13%,20.71%,9674609
≥ 55 and < 65 Years,"American Samoa, South Pacific",64.63%,42.68%,82
,Federated States of Micronesia,-,-,14
,Alabama,49.34%,26.45%,42807
,Marshall Islands,-,-,10 or fewer
,Kentucky,51.55%,22.97%,274226
,Northern Mariana Islands,38.71%,-,31
,Missouri,48.85%,20.10%,92624
,Ohio,48.89%,24.17%,955396
,West Virginia,48.96%,20.94%,82875
,Indiana,49.89%,21.22%,290613
,Arkansas,48.82%,19.84%,98066
,Tennessee,45.59%,14.76%,111782
,Kansas,47.77%,21.35%,84054
,Mississippi,46.62%,15.06%,153655
,Louisiana,47.35%,23.88%,205166
,Michigan,46.40%,21.82%,412219
,North Carolina,45.96%,23.40%,511625
,Maryland,43.40%,21.60%,161377
,Pennsylvania,44.32%,20.23%,756995
,Virginia,44.37%,18.92%,465605
,Iowa,48.97%,28.55%,167590
,Nebraska,44.36%,17.22%,64107
,South Carolina,46.03%,22.28%,221553
,Oklahoma,45.41%,18.82%,94441
,North Dakota,49.04%,31.81%,61470
,Palau,-,-,10 or fewer
,Arizona,40.65%,17.40%,101332
,Wisconsin,47.86%,21.52%,356972
,Wyoming,43.54%,17.33%,15934
,Minnesota,45.47%,25.77%,296043
,Illinois,44.12%,16.05%,555698
,New Jersey,39.16%,14.88%,181286
,New Hampshire,40.23%,16.23%,78156
,New York,39.82%,18.98%,571083
,Maine,39.17%,20.32%,89526
,Vermont,37.26%,12.60%,45168
,Connecticut,40.62%,19.97%,289949
,Guam,36.99%,-,73
,Alaska,41.24%,19.75%,1656
,New Mexico,34.84%,14.14%,24451
,Texas,43.96%,24.12%,801841
,South Dakota,41.48%,23.85%,46009
,Oregon,39.96%,19.15%,183282
,Florida,39.84%,20.98%,390340
,Delaware,46.64%,19.96%,36964
,Idaho,39.32%,18.35%,75626
,Puerto Rico,40.00%,21.68%,535
,Massachusetts,37.70%,21.76%,290307
,Nevada,36.59%,19.68%,70003
,Georgia,43.73%,22.86%,215709
,Washington,36.13%,13.56%,134415
,Armed Forces America,-,-,10 or fewer
,Montana,36.84%,13.20%,24537
,California,35.20%,15.76%,458857
,Hawaii,29.95%,15.57%,70208
,Utah,35.31%,12.58%,51436
,Armed Forces Pacific,35.19%,-,54
,Armed Forces Africa,30.26%,-,76
,Rhode Island,31.29%,18.83%,76502
,Colorado,33.96%,15.97%,184509
,None of the above,40.17%,18.17%,136014
,Total,43.68%,20.65%,11162939
65 Years or more,"American Samoa, South Pacific",71.76%,35.11%,131
,Federated States of Micronesia,-,-,17
,Alabama,40.75%,26.43%,62333
,Marshall Islands,-,-,19
,Kentucky,43.86%,18.52%,358390
,Northern Mariana Islands,36.96%,-,46
,Missouri,41.85%,16.66%,142017
,Ohio,43.79%,20.13%,1266941
,West Virginia,41.15%,15.74%,117083
,Indiana,44.13%,17.19%,385363
,Arkansas,39.63%,14.44%,141026
,Tennessee,36.55%,10.98%,162995
,Kansas,43.09%,17.83%,125340
,Mississippi,38.04%,11.91%,223571
,Louisiana,41.55%,21.57%,276131
,Michigan,42.51%,18.92%,548055
,North Carolina,39.49%,18.17%,742467
,Maryland,36.70%,17.02%,230219
,Pennsylvania,40.04%,16.33%,1067054
,Virginia,37.88%,15.36%,678797
,Iowa,43.75%,23.55%,231224
,Nebraska,38.68%,13.31%,101321
,South Carolina,39.10%,19.04%,313325
,Oklahoma,39.06%,15.74%,136029
,North Dakota,44.67%,28.24%,78955
,Palau,-,-,10 or fewer
,Arizona,33.11%,12.04%,160541
,Wisconsin,44.43%,19.99%,444768
,Wyoming,39.10%,15.07%,24041
,Minnesota,42.21%,22.03%,402444
,Illinois,39.53%,12.60%,798152
,New Jersey,33.84%,11.38%,262434
,New Hampshire,35.33%,12.77%,101958
,New York,35.56%,16.20%,822570
,Maine,35.26%,17.24%,133673
,Vermont,32.75%,9.58%,66223
,Connecticut,36.60%,15.71%,400080
,Guam,29.77%,12.21%,131
,Alaska,34.08%,15.73%,2104
,New Mexico,26.29%,10.10%,36986
,Texas,38.06%,19.88%,1030131
,South Dakota,38.82%,21.89%,59143
,Oregon,35.55%,15.73%,271306
,Florida,32.97%,16.66%,557571
,Delaware,38.97%,16.90%,55755
,Idaho,37.84%,17.74%,112981
,Puerto Rico,28.92%,12.58%,906
,Massachusetts,34.60%,17.44%,368506
,Nevada,33.14%,19.21%,91511
,Georgia,37.06%,20.62%,281319
,Washington,32.35%,11.20%,190074
,Armed Forces America,-,-,10 or fewer
,Montana,33.78%,10.97%,31435
,California,28.23%,11.28%,653868
,Hawaii,22.68%,10.94%,108548
,Utah,30.43%,9.89%,72770
,Armed Forces Pacific,-,-,25
,Armed Forces Africa,39.29%,-,28
,Rhode Island,29.94%,17.39%,104158
,Colorado,31.43%,14.43%,233414
,None of the above,34.17%,14.57%,170905
,Total,38.27%,16.91%,15439314
"Total: Total includes all data, including data from rows not currently displayed.","American Samoa, South Pacific",64.85%,33.94%,330
,Federated States of Micronesia,44.44%,26.98%,63
,Alabama,40.07%,22.14%,210735
,Marshall Islands,39.58%,27.08%,48
,Kentucky,38.90%,16.15%,1642839
,Northern Mariana Islands,38.26%,12.17%,115
,Missouri,38.21%,14.68%,531396
,Ohio,37.21%,17.52%,5737976
,West Virginia,37.11%,15.29%,491329
,Indiana,36.32%,14.75%,1871787
,Arkansas,35.98%,14.01%,634227
,Tennessee,35.96%,10.71%,652427
,Kansas,35.83%,15.16%,503634
,Mississippi,35.19%,10.65%,956379
,Louisiana,34.88%,16.45%,1302788
,Michigan,34.53%,15.13%,2582232
,North Carolina,34.42%,16.43%,3263739
,Maryland,34.33%,16.63%,918610
,Pennsylvania,34.13%,15.15%,4349575
,Virginia,34.10%,13.45%,2779870
,Iowa,33.97%,18.13%,1195541
,Nebraska,33.80%,11.94%,397728
,South Carolina,33.71%,16.02%,1418123
,Oklahoma,33.71%,12.81%,575828
,North Dakota,33.50%,20.09%,433887
,Palau,-,-,10 or fewer
,Arizona,32.73%,13.35%,560497
,Wisconsin,32.47%,13.81%,2401847
,Wyoming,31.96%,11.76%,97217
,Minnesota,31.95%,16.80%,2019852
,Illinois,30.66%,10.81%,3841708
,New Jersey,30.55%,11.29%,975181
,New Hampshire,30.16%,11.71%,425574
,New York,30.10%,14.73%,3370718
,Maine,30.04%,14.91%,501626
,Vermont,29.84%,10.13%,223239
,Connecticut,29.82%,15.16%,1749731
,Guam,29.62%,10.13%,395
,Alaska,29.18%,13.45%,10041
,New Mexico,28.68%,11.01%,135622
,Texas,28.60%,15.64%,5889071
,South Dakota,28.56%,15.40%,310045
,Oregon,28.50%,13.55%,1330572
,Florida,28.50%,14.21%,2402592
,Delaware,28.48%,13.94%,284197
,Idaho,28.25%,12.69%,500681
,Puerto Rico,28.20%,13.82%,3032
,Massachusetts,27.92%,16.91%,1784605
,Nevada,27.66%,13.69%,456283
,Georgia,27.39%,13.33%,1683206
,Washington,26.82%,9.49%,903895
,Armed Forces America,26.04%,-,96
,Montana,25.95%,9.41%,152835
,California,25.36%,11.63%,2946988
,Hawaii,23.81%,11.57%,422677
,Utah,23.62%,8.45%,407961
,Armed Forces Pacific,23.32%,9.84%,549
,Armed Forces Africa,23.25%,8.82%,873
,Rhode Island,22.58%,14.01%,452931
,Colorado,22.34%,10.39%,1501938
,None of the above,27.27%,11.79%,984067
,Total,31.74%,14.49%,71183551
