Session Title,OBESITY by ICD and BMI State Age 2025,,,
,Nevada,24.01%,8.55%,54121
,Washington,20.99%,6.62%,91175
,Alaska,15.95%,3.43%,1166
,Rhode Island,19.21%,11.86%,41343
,Armed Forces Pacific,-,-,22
,Colorado,22.16%,8.18%,170546
,Armed Forces Africa,-,-,27
,California,23.67%,12.00%,537574
,Hawaii,23.88%,9.60%,30239
,None of the above,21.67%,9.50%,159507
,Total,27.98%,12.97%,7850394
≥ 25 and < 35 Years,"American Samoa, South Pacific",-,-,10 or fewer
,Federated States of Micronesia,-,-,10 or fewer
,Mississippi,53.93%,24.13%,148170
,Alabama,50.91%,25.85%,37592
,West Virginia,53.79%,26.66%,90155
,Kentucky,51.80%,30.44%,259263
,Nebraska,45.61%,19.88%,81682
,Indiana,50.33%,25.86%,258935
,Ohio,47.85%,27.46%,877524
,Virgin Islands,52.58%,23.71%,97
,Maryland,44.84%,25.74%,167951
,Kansas,44.69%,22.09%,86743
,Missouri,45.74%,25.06%,100507
,Louisiana,48.74%,24.91%,212368
,South Carolina,46.85%,23.20%,310389
,Tennessee,47.83%,21.15%,125626
,Iowa,49.16%,26.92%,174109
,Oklahoma,50.55%,21.88%,101906
,North Carolina,46.54%,25.59%,568427
,Virginia,44.15%,21.72%,404187
,Pennsylvania,42.58%,22.58%,707563
,Michigan,44.37%,24.07%,527168
,Delaware,51.86%,26.93%,32386
,Puerto Rico,45.33%,38.60%,8995
,Illinois,45.70%,23.97%,506118
,Arkansas,52.16%,26.67%,76139
,Northern Mariana Islands,-,-,10 or fewer
,New Jersey,41.25%,19.89%,288517
,Wisconsin,43.64%,22.65%,299747
,Minnesota,41.78%,24.66%,228698
,Connecticut,40.38%,23.43%,243850
,Georgia,44.39%,22.35%,275868
,North Dakota,43.04%,27.79%,70961
,New York,39.07%,20.57%,623442
,Maine,40.56%,20.25%,58447
,New Mexico,41.85%,20.83%,22092
,Texas,47.25%,25.51%,1026390
,Florida,43.09%,24.89%,691781
,Marshall Islands,-,-,10 or fewer
,Guam,47.83%,-,23
,Wyoming,43.04%,16.46%,13830
,Idaho,41.87%,21.19%,85163
,New Hampshire,39.63%,19.01%,43895
,Armed Forces America,-,-,10 or fewer
,Arizona,37.81%,18.04%,154156
,Montana,37.32%,14.38%,39052
,Massachusetts,35.02%,23.35%,353071
,South Dakota,39.08%,22.59%,41752
,District of Columbia,27.35%,12.49%,23858
,Oregon,35.70%,16.67%,203816
,Vermont,33.19%,15.05%,32242
,Nevada,35.63%,15.84%,98389
,Washington,30.78%,11.83%,177200
,Alaska,31.33%,9.62%,1382
,Rhode Island,31.64%,19.25%,61389
,Armed Forces Pacific,-,-,22
,Colorado,32.86%,13.85%,313823
,Armed Forces Africa,31.71%,-,41
,California,33.69%,17.55%,893228
,Hawaii,36.81%,17.99%,50797
,None of the above,32.84%,16.12%,285302
,Total,42.89%,22.70%,12566249
≥ 35 and < 45 Years,"American Samoa, South Pacific",72.73%,-,22
,Federated States of Micronesia,-,-,10 or fewer
,Mississippi,58.23%,29.02%,166068
,Alabama,53.92%,30.67%,47572
,West Virginia,57.15%,30.68%,97666
,Kentucky,55.08%,34.50%,278851
,Nebraska,50.38%,24.65%,85757
,Indiana,54.46%,31.41%,278394
,Ohio,52.20%,32.81%,950040
,Virgin Islands,46.08%,28.57%,217
,Maryland,49.86%,31.23%,192243
,Kansas,48.29%,27.69%,100480
,Missouri,49.97%,30.99%,106185
,Louisiana,52.90%,31.06%,243613
,South Carolina,51.86%,27.24%,340810
,Tennessee,51.70%,25.58%,134983
,Iowa,53.71%,31.83%,189570
,Oklahoma,53.21%,26.34%,115373
,North Carolina,50.59%,30.25%,617976
,Virginia,48.07%,25.69%,482614
,Pennsylvania,46.84%,26.38%,792447
,Michigan,48.63%,29.80%,555387
,Delaware,57.10%,31.39%,36271
,Puerto Rico,54.34%,47.88%,8331
,Illinois,50.92%,29.17%,540781
,Arkansas,55.16%,31.19%,84432
,Northern Mariana Islands,-,-,10 or fewer
,New Jersey,46.11%,24.29%,326509
,Wisconsin,49.18%,28.18%,323678
,Minnesota,47.13%,31.39%,261530
,Connecticut,45.02%,28.02%,280687
,Georgia,49.18%,27.78%,313753
,North Dakota,46.97%,33.96%,76548
,New York,44.33%,24.96%,662966
,Maine,43.76%,23.31%,70625
,New Mexico,44.85%,23.05%,25012
,Texas,50.58%,29.28%,1177217
,Florida,47.21%,30.80%,781777
,Marshall Islands,-,-,10 or fewer
,Guam,-,-,27
,Wyoming,45.07%,19.63%,16203
,Idaho,44.20%,25.45%,93102
,New Hampshire,43.98%,21.92%,50781
,Armed Forces America,44.44%,-,27
,Arizona,42.65%,22.90%,157698
,Montana,40.38%,17.48%,41847
,Massachusetts,41.33%,30.04%,371085
,South Dakota,42.45%,27.14%,44649
,District of Columbia,34.24%,16.35%,20039
,Oregon,38.67%,19.27%,220743
,Vermont,35.25%,16.65%,41599
,Nevada,38.77%,20.05%,103488
,Washington,35.42%,15.12%,194038
,Alaska,39.64%,14.22%,1125
,Rhode Island,36.38%,24.36%,66080
,Armed Forces Pacific,40.98%,-,61
,Colorado,36.31%,17.44%,320895
,Armed Forces Africa,32.62%,14.18%,141
,California,36.65%,20.87%,939450
,Hawaii,38.06%,19.32%,61170
,None of the above,37.76%,20.78%,260217
,Total,47.21%,27.41%,13750857
≥ 45 and < 55 Years,"American Samoa, South Pacific",70.00%,32.50%,40
,Federated States of Micronesia,-,-,10 or fewer
,Mississippi,61.00%,32.31%,194322
,Alabama,56.40%,32.82%,61195
,West Virginia,60.89%,34.67%,114469
,Kentucky,58.84%,39.01%,299995
,Nebraska,54.21%,28.22%,81832
,Indiana,58.10%,35.68%,287678
,Ohio,56.28%,37.70%,968352
,Virgin Islands,54.16%,35.98%,517
,Maryland,53.29%,35.36%,184537
,Kansas,52.35%,32.13%,101544
,Missouri,54.60%,35.90%,105516
,Louisiana,55.97%,36.12%,243055
,South Carolina,55.71%,31.06%,357744
,Tennessee,54.45%,28.44%,156923
,Iowa,57.68%,36.53%,184190
,Oklahoma,55.51%,29.56%,122680
,North Carolina,53.52%,33.70%,666278
,Virginia,50.47%,28.59%,503855
,Pennsylvania,50.63%,29.92%,778743
,Michigan,52.37%,34.24%,562468
,Delaware,59.24%,34.32%,37097
,Puerto Rico,58.54%,54.00%,9323
,Illinois,53.93%,33.02%,572937
,Arkansas,56.34%,33.02%,96661
,Northern Mariana Islands,-,-,13
,New Jersey,47.66%,27.05%,353003
,Wisconsin,53.85%,33.43%,310336
,Minnesota,52.16%,37.84%,242793
,Connecticut,47.74%,31.62%,281480
,Georgia,52.21%,31.86%,356428
,North Dakota,53.59%,40.95%,62848
,New York,47.16%,27.90%,666403
,Maine,48.37%,27.71%,73116
,New Mexico,48.22%,25.90%,25839
,Texas,53.00%,32.22%,1206573
,Florida,48.59%,34.43%,827683
,Marshall Islands,-,-,10 or fewer
,Guam,44.74%,-,38
,Wyoming,49.27%,23.64%,16567
,Idaho,47.30%,28.97%,97398
,New Hampshire,48.09%,24.76%,54583
,Armed Forces America,36.36%,-,44
,Arizona,45.44%,26.57%,157110
,Montana,45.16%,22.13%,39731
,Massachusetts,43.84%,33.91%,370302
,South Dakota,47.47%,32.33%,40766
,District of Columbia,40.55%,19.54%,13785
,Oregon,42.88%,22.71%,204766
,Vermont,38.24%,18.74%,43052
,Nevada,41.28%,23.70%,94197
,Washington,39.72%,17.93%,170977
,Alaska,42.83%,19.81%,969
,Rhode Island,39.35%,28.11%,65393
,Armed Forces Pacific,31.52%,18.48%,92
,Colorado,39.59%,21.35%,285752
,Armed Forces Africa,30.81%,15.70%,172
,California,38.93%,23.44%,894522
,Hawaii,36.83%,19.54%,66525
,None of the above,41.60%,24.24%,232854
,Total,50.53%,31.23%,13948076
≥ 55 and < 65 Years,"American Samoa, South Pacific",59.62%,28.85%,52
,Federated States of Micronesia,-,-,10 or fewer
,Mississippi,57.37%,30.29%,224287
,Alabama,52.65%,30.51%,75548
,West Virginia,58.30%,33.01%,134459
,Kentucky,56.57%,38.04%,336758
,Nebraska,53.18%,27.75%,92088
,Indiana,55.86%,34.91%,317222
,Ohio,54.51%,37.32%,1114405
,Virgin Islands,53.91%,31.11%,781
,Maryland,51.38%,35.12%,229807
,Kansas,52.39%,32.37%,115716
,Missouri,53.51%,36.18%,121891
,Louisiana,53.57%,34.83%,275429
,South Carolina,53.20%,30.25%,425318
,Tennessee,51.19%,26.82%,190282
,Iowa,56.11%,36.48%,203246
,Oklahoma,53.28%,29.58%,138907
,North Carolina,52.03%,33.00%,755627
,Virginia,49.91%,28.45%,590399
,Pennsylvania,49.80%,29.51%,940032
,Michigan,49.94%,33.28%,666306
,Delaware,56.38%,34.19%,50677
,Puerto Rico,53.70%,53.97%,10801
,Illinois,51.95%,32.33%,642311
,Arkansas,52.63%,30.34%,112259
,Northern Mariana Islands,66.67%,-,18
,New Jersey,46.81%,26.73%,439673
,Wisconsin,52.55%,33.99%,364454
,Minnesota,51.64%,38.77%,280422
,Connecticut,47.38%,31.64%,356619
,Georgia,50.25%,31.05%,401813
,North Dakota,52.44%,40.54%,66068
,New York,46.55%,27.46%,863279
,Maine,47.65%,27.00%,97532
,New Mexico,44.44%,23.60%,33604
,Texas,51.10%,31.44%,1240889
,Florida,46.45%,33.71%,1011734
,Marshall Islands,-,-,10 or fewer
,Guam,45.45%,14.77%,88
,Wyoming,47.20%,22.20%,20210
,Idaho,46.36%,30.15%,104008
,New Hampshire,45.90%,23.11%,78511
,Armed Forces America,-,-,18
,Arizona,43.52%,25.90%,178131
,Montana,44.71%,22.31%,44167
,Massachusetts,43.32%,33.47%,446978
,South Dakota,46.97%,31.80%,43978
,District of Columbia,41.81%,19.62%,13141
,Oregon,43.41%,23.94%,204053
,Vermont,38.73%,18.64%,55614
,Nevada,39.30%,24.50%,104433
,Washington,39.87%,18.12%,179325
,Alaska,40.27%,17.81%,1269
,Rhode Island,38.63%,27.48%,85655
,Armed Forces Pacific,36.67%,26.67%,60
,Colorado,38.84%,21.84%,288896
,Armed Forces Africa,36.30%,18.52%,135
,California,37.67%,23.09%,951305
,Hawaii,34.30%,18.36%,77699
,None of the above,41.27%,23.91%,236239
,Total,49.07%,30.80%,16034637
65 Years or more,"American Samoa, South Pacific",65.81%,28.21%,117
,Federated States of Micronesia,56.52%,-,23
,Mississippi,45.49%,24.18%,391183
,Alabama,41.78%,28.03%,138452
,West Virginia,47.77%,25.93%,245558
,Kentucky,46.76%,31.10%,536171
,Nebraska,45.69%,22.70%,184270
,Indiana,47.96%,30.66%,534704
,Ohio,46.67%,33.50%,1921418
,Virgin Islands,32.92%,21.70%,1622
,Maryland,41.67%,28.97%,391396
,Kansas,45.70%,28.21%,222836
,Missouri,44.87%,32.46%,226178
,Louisiana,44.63%,30.23%,463702
,South Carolina,43.00%,26.92%,758018
,Tennessee,40.07%,21.03%,339067
,Iowa,48.17%,31.17%,370191
,Oklahoma,44.07%,27.01%,244379
,North Carolina,42.44%,26.72%,1304407
,Virginia,41.15%,23.62%,1015227
,Pennsylvania,42.72%,25.51%,1643114
,Michigan,43.86%,29.83%,1140348
,Delaware,48.67%,30.23%,98490
,Puerto Rico,39.14%,37.30%,12286
,Illinois,43.98%,30.12%,1129492
,Arkansas,41.10%,23.81%,199978
,Northern Mariana Islands,-,-,35
,New Jersey,38.89%,21.85%,741818
,Wisconsin,46.79%,39.21%,602513
,Minnesota,45.31%,35.68%,513482
,Connecticut,40.92%,27.12%,585865
,Georgia,40.42%,24.99%,665523
,North Dakota,47.50%,37.44%,115850
,New York,39.18%,22.53%,1524383
,Maine,39.67%,21.41%,198833
,New Mexico,32.94%,17.24%,70761
,Texas,41.50%,25.30%,1991870
,Florida,36.92%,27.68%,1849056
,Marshall Islands,-,-,15
,Guam,32.37%,14.45%,173
,Wyoming,38.62%,17.68%,44801
,Idaho,41.81%,30.57%,201004
,New Hampshire,38.03%,18.67%,142776
,Armed Forces America,-,-,10 or fewer
,Arizona,34.68%,19.67%,329912
,Montana,38.60%,21.10%,88058
,Massachusetts,37.25%,26.57%,730464
,South Dakota,41.02%,28.54%,77607
,District of Columbia,29.77%,11.97%,20059
,Oregon,37.42%,21.35%,390906
,Vermont,33.03%,14.28%,107712
,Nevada,30.32%,21.44%,174658
,Washington,34.45%,15.38%,321377
,Alaska,32.37%,13.42%,2892
,Rhode Island,34.79%,25.24%,148177
,Armed Forces Pacific,-,-,31
,Colorado,32.50%,18.87%,513999
,Armed Forces Africa,37.14%,-,35
,California,28.95%,17.89%,1550089
,Hawaii,24.16%,12.82%,151713
,None of the above,33.21%,19.68%,375298
,Total,40.85%,26.25%,27744380
"Total: Total includes all data, including data from rows not currently displayed.","American Samoa, South Pacific",64.88%,29.34%,242
,Federated States of Micronesia,59.62%,25.00%,52
,Mississippi,44.07%,22.20%,1456025
,Alabama,43.83%,26.09%,416863
,West Virginia,43.71%,23.46%,898449
,Kentucky,42.70%,27.32%,2248726
,Nebraska,42.18%,20.30%,635583
,Indiana,41.87%,24.91%,2266810
,Ohio,41.36%,27.44%,7523962
,Virgin Islands,41.34%,25.65%,3372
,Maryland,41.04%,26.56%,1392966
,Kansas,40.94%,24.18%,772835
,Missouri,40.92%,26.37%,827513
,Louisiana,40.72%,25.05%,1880627
,South Carolina,40.21%,23.10%,2800548
,Tennessee,39.72%,20.27%,1194042
,Iowa,39.72%,24.30%,1586231
,Oklahoma,39.65%,21.35%,992153
,North Carolina,39.35%,24.13%,5030382
,Virginia,39.07%,21.31%,3683277
,Pennsylvania,39.02%,22.78%,5911631
,Michigan,38.61%,24.36%,4409306
,Delaware,38.44%,23.95%,405263
,Puerto Rico,38.39%,36.62%,71322
,Illinois,38.37%,24.02%,4560005
,Arkansas,38.08%,21.94%,800826
,Northern Mariana Islands,37.97%,13.92%,79
,New Jersey,37.63%,20.62%,2562446
,Wisconsin,36.92%,24.22%,2714255
,Minnesota,36.69%,26.23%,2148848
,Connecticut,36.60%,23.88%,2181116
,Georgia,36.51%,21.48%,2704955
,North Dakota,36.49%,26.91%,545941
,New York,36.34%,21.12%,5290319
,Maine,36.19%,19.72%,615482
,New Mexico,36.15%,18.78%,210630
,Texas,36.14%,21.81%,9542593
,Florida,35.34%,24.60%,6654886
,Marshall Islands,35.29%,-,34
,Guam,35.28%,13.96%,394
,Wyoming,34.88%,15.52%,144358
,Idaho,34.66%,21.87%,779539
,New Hampshire,34.40%,17.27%,471216
,Armed Forces America,34.15%,12.20%,123
,Arizona,33.33%,18.64%,1282500
,Montana,33.23%,15.85%,321484
,Massachusetts,32.44%,24.62%,2938332
,South Dakota,32.23%,20.91%,352092
,District of Columbia,31.77%,14.36%,97278
,Oregon,30.90%,16.69%,1661893
,Vermont,30.52%,13.84%,336057
,Nevada,30.26%,17.43%,730679
,Washington,29.85%,13.01%,1308098
,Alaska,28.95%,11.36%,10168
,Rhode Island,28.86%,21.46%,566098
,Armed Forces Pacific,28.57%,14.87%,343
,Colorado,27.87%,14.52%,2319831
,Armed Forces Africa,27.86%,13.15%,639
,California,27.73%,17.17%,7018403
,Hawaii,26.89%,14.08%,510911
,None of the above,29.25%,16.51%,1861608
,Total,36.78%,22.43%,109652639
