Session Title,DM in ICD10  by State Age 2018,,,
,Oregon,1.23%,1.83%,103803
,Alaska,-,-,775
,Idaho,1.50%,2.10%,34411
,Delaware,1.81%,2.44%,16851
,Georgia,0.96%,2.03%,126765
,South Dakota,1.15%,1.51%,25809
,Massachusetts,0.71%,1.30%,145353
,New Hampshire,1.53%,1.90%,28796
,Guam,-,-,29
,North Dakota,0.97%,1.49%,38875
,Texas,1.15%,1.97%,393037
,New Jersey,0.94%,1.59%,62061
,Washington,0.92%,1.46%,69682
,Montana,1.01%,1.44%,13744
,Vermont,1.92%,2.36%,12289
,New Mexico,0.62%,1.64%,9909
,Nevada,0.69%,1.37%,38841
,California,1.00%,1.86%,214521
,Florida,1.33%,2.51%,165765
,Colorado,0.87%,1.62%,121280
,Utah,1.17%,1.81%,34442
,Connecticut,1.06%,1.90%,125001
,West Virginia,1.09%,2.56%,36783
,Armed Forces Pacific,-,-,35
,Armed Forces Africa,-,-,49
,District of Columbia,0.75%,1.13%,4796
,None of the above,0.87%,1.63%,99689
,Total,1.06%,1.77%,5274791
≥ 25 and < 35 Years,Marshall Islands,-,-,10 or fewer
,Northern Mariana Islands,-,-,10 or fewer
,"American Samoa, South Pacific",-,-,14
,Federated States of Micronesia,-,-,10 or fewer
,Alabama,2.50%,3.82%,18546
,South Carolina,2.24%,3.57%,151580
,Ohio,1.95%,3.39%,691982
,Missouri,2.09%,3.68%,59411
,Puerto Rico,-,-,270
,Kentucky,1.92%,3.33%,182756
,Oklahoma,1.90%,3.40%,64056
,Michigan,1.81%,2.97%,321241
,Virginia,1.85%,3.06%,308296
,Indiana,2.02%,3.35%,217722
,Kansas,2.20%,3.81%,53635
,North Carolina,1.79%,3.20%,369765
,Louisiana,1.75%,3.36%,147969
,Maine,1.78%,2.76%,50446
,Mississippi,1.94%,3.61%,99569
,Virgin Islands,-,-,108
,Arizona,1.84%,3.25%,63973
,Wyoming,2.01%,3.12%,9322
,Maryland,1.55%,3.21%,117098
,Illinois,1.76%,2.43%,400730
,Minnesota,1.72%,2.63%,243077
,Wisconsin,1.70%,2.52%,280848
,Hawaii,1.81%,3.48%,43916
,Pennsylvania,1.30%,2.55%,525922
,New York,1.41%,2.45%,386766
,Tennessee,1.69%,3.52%,72806
,Arkansas,1.91%,4.05%,64466
,Nebraska,1.94%,3.35%,49914
,Rhode Island,1.32%,3.09%,49537
,Iowa,1.67%,2.71%,145539
,Oregon,1.60%,2.83%,169208
,Alaska,2.18%,2.78%,1331
,Idaho,1.71%,2.86%,53295
,Delaware,1.58%,3.21%,21698
,Georgia,1.63%,3.17%,171395
,South Dakota,1.68%,2.43%,36341
,Massachusetts,1.17%,2.35%,229468
,New Hampshire,1.48%,2.34%,42505
,Guam,-,-,22
,North Dakota,1.59%,2.52%,59692
,Texas,1.73%,3.52%,608145
,New Jersey,1.21%,2.41%,111147
,Washington,1.39%,2.32%,122057
,Montana,1.60%,2.31%,19607
,Vermont,1.83%,2.63%,21260
,New Mexico,1.11%,3.21%,18158
,Nevada,1.06%,2.39%,63045
,California,1.42%,3.00%,354190
,Florida,1.35%,3.51%,236169
,Colorado,1.29%,2.54%,189683
,Utah,1.96%,2.96%,53503
,Connecticut,1.15%,2.99%,184227
,West Virginia,1.06%,4.13%,50770
,Armed Forces Pacific,-,-,86
,Armed Forces Africa,-,-,145
,District of Columbia,0.61%,1.46%,5210
,None of the above,1.24%,2.49%,147482
,Total,1.65%,2.99%,8161135
≥ 35 and < 45 Years,Marshall Islands,-,-,10 or fewer
,Northern Mariana Islands,-,-,10 or fewer
,"American Samoa, South Pacific",-,-,30
,Federated States of Micronesia,-,-,10 or fewer
,Alabama,5.96%,8.85%,23941
,South Carolina,5.32%,8.12%,156746
,Ohio,4.83%,7.78%,703822
,Missouri,4.85%,8.30%,62905
,Puerto Rico,4.61%,8.07%,347
,Kentucky,4.92%,7.83%,203632
,Oklahoma,5.01%,8.10%,68233
,Michigan,4.59%,7.09%,303638
,Virginia,4.36%,6.82%,336889
,Indiana,5.15%,8.12%,227296
,Kansas,4.63%,7.70%,57684
,North Carolina,4.53%,7.52%,391996
,Louisiana,4.56%,8.10%,156370
,Maine,4.01%,5.81%,52053
,Mississippi,4.74%,8.43%,108917
,Virgin Islands,-,5.18%,251
,Arizona,4.57%,7.39%,66307
,Wyoming,4.74%,7.13%,9769
,Maryland,3.81%,7.29%,111332
,Illinois,4.57%,5.86%,418882
,Minnesota,4.07%,5.89%,238845
,Wisconsin,4.28%,6.08%,276134
,Hawaii,4.27%,8.13%,49103
,Pennsylvania,3.26%,5.96%,522183
,New York,3.36%,5.43%,383886
,Tennessee,4.18%,8.07%,76189
,Arkansas,4.64%,9.11%,70309
,Nebraska,4.22%,7.09%,47668
,Rhode Island,3.48%,6.86%,48251
,Iowa,4.10%,6.33%,142122
,Oregon,4.06%,6.74%,166476
,Alaska,4.06%,5.44%,1084
,Idaho,3.51%,5.88%,58000
,Delaware,4.25%,7.38%,21147
,Georgia,4.26%,7.58%,179761
,South Dakota,3.88%,5.38%,36255
,Massachusetts,3.05%,5.62%,225643
,New Hampshire,3.35%,5.19%,44832
,Guam,-,-,36
,North Dakota,3.76%,6.08%,53470
,Texas,4.40%,8.47%,669615
,New Jersey,2.51%,5.18%,119466
,Washington,3.34%,5.51%,115747
,Montana,3.01%,4.22%,18881
,Vermont,3.10%,4.99%,24099
,New Mexico,3.41%,8.25%,15921
,Nevada,2.64%,5.61%,56779
,California,3.06%,6.61%,357732
,Florida,2.84%,7.24%,241301
,Colorado,3.13%,5.51%,172082
,Utah,3.68%,5.81%,53698
,Connecticut,2.25%,6.16%,193318
,West Virginia,2.33%,9.28%,56741
,Armed Forces Pacific,-,-,119
,Armed Forces Africa,-,-,211
,District of Columbia,2.29%,4.03%,2926
,None of the above,3.23%,6.53%,117401
,Total,4.03%,6.92%,8318490
≥ 45 and < 55 Years,Marshall Islands,-,-,10 or fewer
,Northern Mariana Islands,-,-,12
,"American Samoa, South Pacific",-,30.91%,55
,Federated States of Micronesia,-,-,10 or fewer
,Alabama,9.99%,14.79%,33201
,South Carolina,9.95%,14.83%,193386
,Ohio,9.35%,14.23%,819882
,Missouri,9.09%,15.06%,74329
,Puerto Rico,9.05%,18.97%,464
,Kentucky,9.43%,14.32%,242893
,Oklahoma,9.56%,14.86%,78835
,Michigan,9.11%,13.29%,354866
,Virginia,8.52%,12.71%,405544
,Indiana,9.75%,14.76%,255736
,Kansas,8.59%,13.70%,64828
,North Carolina,8.85%,13.95%,477023
,Louisiana,8.89%,15.04%,175357
,Maine,7.46%,10.52%,67977
,Mississippi,8.90%,14.96%,129019
,Virgin Islands,3.72%,9.97%,592
,Arizona,8.09%,12.31%,81769
,Wyoming,8.28%,12.43%,11200
,Maryland,7.36%,13.82%,137235
,Illinois,8.69%,10.82%,479067
,Minnesota,8.15%,11.20%,248810
,Wisconsin,8.40%,11.48%,308113
,Hawaii,7.61%,14.31%,60643
,Pennsylvania,6.77%,11.72%,633634
,New York,6.73%,10.68%,488845
,Tennessee,7.55%,14.07%,97496
,Arkansas,8.07%,15.63%,83038
,Nebraska,8.20%,13.07%,49776
,Rhode Island,6.81%,13.00%,63114
,Iowa,8.24%,12.35%,143506
,Oregon,7.96%,12.83%,161760
,Alaska,8.66%,13.03%,1213
,Idaho,6.31%,10.23%,63021
,Delaware,8.27%,13.70%,27607
,Georgia,8.47%,14.08%,213671
,South Dakota,7.55%,10.29%,36734
,Massachusetts,6.29%,11.20%,269854
,New Hampshire,5.77%,9.01%,61492
,Guam,-,-,60
,North Dakota,7.48%,11.89%,50776
,Texas,8.23%,15.72%,739858
,New Jersey,5.43%,10.54%,152347
,Washington,6.38%,10.14%,119237
,Montana,6.25%,8.82%,18871
,Vermont,4.98%,8.28%,32082
,New Mexico,5.42%,13.03%,17970
,Nevada,5.29%,11.17%,63740
,California,5.66%,12.18%,402149
,Florida,5.24%,12.74%,311029
,Colorado,6.22%,10.29%,168297
,Utah,6.99%,10.49%,47179
,Connecticut,4.35%,11.45%,252930
,West Virginia,4.27%,16.70%,71258
,Armed Forces Pacific,-,9.84%,122
,Armed Forces Africa,-,6.19%,194
,District of Columbia,3.94%,8.74%,2413
,None of the above,6.24%,13.43%,128488
,Total,7.77%,12.89%,9674609
≥ 55 and < 65 Years,Marshall Islands,-,-,10 or fewer
,Northern Mariana Islands,35.48%,38.71%,31
,"American Samoa, South Pacific",25.61%,41.46%,82
,Federated States of Micronesia,-,-,14
,Alabama,13.73%,20.27%,42807
,South Carolina,13.51%,20.52%,221553
,Ohio,13.17%,20.23%,955396
,Missouri,12.21%,20.82%,92624
,Puerto Rico,13.64%,28.97%,535
,Kentucky,13.11%,20.09%,274226
,Oklahoma,13.22%,20.86%,94441
,Michigan,13.02%,19.07%,412219
,Virginia,12.32%,18.65%,465605
,Indiana,13.40%,20.78%,290613
,Kansas,11.95%,19.25%,84054
,North Carolina,12.31%,20.00%,511625
,Louisiana,12.64%,21.63%,205166
,Maine,10.11%,14.44%,89526
,Mississippi,11.96%,20.66%,153655
,Virgin Islands,7.48%,15.61%,628
,Arizona,9.98%,15.90%,101332
,Wyoming,10.27%,16.51%,15934
,Maryland,10.22%,19.37%,161377
,Illinois,11.99%,15.42%,555698
,Minnesota,11.41%,15.88%,296043
,Wisconsin,12.09%,16.62%,356972
,Hawaii,9.79%,19.42%,70208
,Pennsylvania,9.83%,17.31%,756995
,New York,9.78%,16.04%,571083
,Tennessee,10.27%,19.49%,111782
,Arkansas,10.76%,21.15%,98066
,Nebraska,10.34%,17.54%,64107
,Rhode Island,9.57%,18.08%,76502
,Iowa,11.22%,17.64%,167590
,Oregon,10.76%,17.63%,183282
,Alaska,9.96%,15.22%,1656
,Idaho,8.79%,14.59%,75626
,Delaware,10.94%,18.62%,36964
,Georgia,12.24%,20.65%,215709
,South Dakota,9.98%,14.17%,46009
,Massachusetts,9.39%,17.09%,290307
,New Hampshire,8.23%,13.07%,78156
,Guam,-,19.18%,73
,North Dakota,10.04%,16.53%,61470
,Texas,11.01%,22.05%,801841
,New Jersey,7.76%,16.16%,181286
,Washington,9.08%,14.84%,134415
,Montana,8.79%,12.53%,24537
,Vermont,6.32%,11.16%,45168
,New Mexico,7.36%,16.63%,24451
,Nevada,8.06%,16.63%,70003
,California,7.85%,17.43%,458857
,Florida,7.39%,18.08%,390340
,Colorado,8.86%,14.95%,184509
,Utah,8.83%,14.53%,51436
,Connecticut,6.26%,16.44%,289949
,West Virginia,5.44%,22.62%,82875
,Armed Forces Pacific,-,-,54
,Armed Forces Africa,-,-,76
,District of Columbia,5.29%,12.14%,1985
,None of the above,9.20%,20.28%,133410
,Total,10.85%,18.38%,11162939
65 Years or more,Marshall Islands,-,-,19
,Northern Mariana Islands,28.26%,47.83%,46
,"American Samoa, South Pacific",25.95%,51.91%,131
,Federated States of Micronesia,-,-,17
,Alabama,15.68%,25.16%,62333
,South Carolina,15.92%,26.23%,313325
,Ohio,15.75%,26.44%,1266941
,Missouri,13.42%,25.49%,142017
,Puerto Rico,11.70%,29.47%,906
,Kentucky,15.44%,25.76%,358390
,Oklahoma,15.15%,25.95%,136029
,Michigan,16.57%,26.28%,548055
,Virginia,14.14%,24.13%,678797
,Indiana,15.56%,26.82%,385363
,Kansas,13.77%,23.85%,125340
,North Carolina,14.27%,25.78%,742467
,Louisiana,15.65%,28.43%,276131
,Maine,13.25%,20.07%,133673
,Mississippi,12.96%,25.11%,223571
,Virgin Islands,11.21%,26.17%,1177
,Arizona,10.38%,19.49%,160541
,Wyoming,12.45%,21.39%,24041
,Maryland,11.80%,24.28%,230219
,Illinois,13.85%,19.75%,798152
,Minnesota,14.73%,22.10%,402444
,Wisconsin,15.42%,23.51%,444768
,Hawaii,11.48%,25.22%,108548
,Pennsylvania,12.58%,23.37%,1067054
,New York,12.15%,22.07%,822570
,Tennessee,10.39%,23.78%,162995
,Arkansas,10.98%,24.61%,141026
,Nebraska,9.83%,19.85%,101321
,Rhode Island,11.69%,25.50%,104158
,Iowa,12.95%,23.07%,231224
,Oregon,12.02%,21.66%,271306
,Alaska,11.22%,18.35%,2104
,Idaho,12.38%,20.74%,112981
,Delaware,13.63%,25.33%,55755
,Georgia,13.83%,25.34%,281319
,South Dakota,13.21%,20.59%,59143
,Massachusetts,12.26%,24.09%,368506
,New Hampshire,10.46%,17.45%,101958
,Guam,8.40%,25.95%,131
,North Dakota,13.22%,23.98%,78955
,Texas,12.01%,25.68%,1030131
,New Jersey,9.42%,21.81%,262434
,Washington,10.89%,20.10%,190074
,Montana,10.80%,16.58%,31435
,Vermont,7.06%,14.39%,66223
,New Mexico,7.47%,19.50%,36986
,Nevada,10.41%,21.26%,91511
,California,8.31%,20.36%,653868
,Florida,8.25%,21.90%,557571
,Colorado,11.47%,20.15%,233414
,Utah,9.38%,18.76%,72770
,Connecticut,7.98%,22.60%,400080
,West Virginia,5.31%,27.87%,117083
,Armed Forces Pacific,-,-,25
,Armed Forces Africa,-,-,28
,District of Columbia,6.10%,14.30%,2574
,None of the above,11.58%,24.52%,167160
,Total,12.82%,23.67%,15439314
"Total: Total includes all data, including data from rows not currently displayed.",Marshall Islands,25.00%,35.42%,48
,Northern Mariana Islands,21.74%,34.78%,115
,"American Samoa, South Pacific",19.70%,36.06%,330
,Federated States of Micronesia,-,-,63
,Alabama,9.69%,14.96%,210735
,South Carolina,7.77%,12.26%,1418123
,Ohio,7.72%,12.51%,5737976
,Missouri,7.69%,13.90%,531396
,Puerto Rico,7.65%,17.51%,3032
,Kentucky,7.57%,12.17%,1642839
,Oklahoma,7.56%,12.55%,575828
,Michigan,7.45%,11.44%,2582232
,Virginia,7.37%,11.98%,2779870
,Indiana,7.33%,12.00%,1871787
,Kansas,7.31%,12.28%,503634
,North Carolina,7.17%,12.34%,3263739
,Louisiana,7.14%,12.65%,1302788
,Maine,6.90%,10.15%,501626
,Mississippi,6.83%,12.43%,956379
,Virgin Islands,6.80%,16.40%,2897
,Arizona,6.54%,11.30%,560497
,Wyoming,6.48%,10.74%,97217
,Maryland,6.44%,12.74%,918610
,Illinois,6.43%,8.53%,3841708
,Minnesota,6.38%,9.34%,2019852
,Wisconsin,6.32%,9.17%,2401847
,Hawaii,6.31%,12.97%,422677
,Pennsylvania,6.15%,11.20%,4349575
,New York,6.07%,10.47%,3370718
,Tennessee,6.05%,12.56%,652427
,Arkansas,5.89%,12.20%,634227
,Nebraska,5.86%,10.68%,397728
,Rhode Island,5.76%,11.78%,452931
,Iowa,5.75%,9.48%,1195541
,Oregon,5.60%,9.58%,1330572
,Alaska,5.60%,8.68%,10041
,Idaho,5.60%,9.29%,500681
,Delaware,5.56%,9.85%,284197
,Georgia,5.56%,9.84%,1683206
,South Dakota,5.49%,8.09%,310045
,Massachusetts,5.46%,10.33%,1784605
,New Hampshire,5.35%,8.60%,425574
,Guam,5.32%,15.19%,395
,North Dakota,5.30%,9.06%,433887
,Texas,5.28%,10.68%,5889071
,New Jersey,5.15%,11.17%,975181
,Washington,5.00%,8.67%,903895
,Montana,4.90%,7.25%,152835
,Vermont,4.63%,8.48%,223239
,New Mexico,4.52%,11.25%,135622
,Nevada,4.49%,9.32%,456283
,California,4.34%,9.98%,2946988
,Florida,4.30%,10.78%,2402592
,Colorado,4.27%,7.51%,1501938
,Utah,4.24%,7.46%,407961
,Connecticut,3.86%,10.51%,1749731
,West Virginia,3.27%,14.27%,491329
,Armed Forces Pacific,2.73%,6.19%,549
,Armed Forces Africa,2.52%,3.67%,873
,District of Columbia,2.29%,5.02%,21545
,None of the above,4.77%,10.13%,959724
,Total,6.14%,10.85%,71183551
