Session Title,DM in ICD10 and HbA1c 6.5+ by County Age 2025,,,
,"NASH, NC",0.80%,1.07%,9370
,"HOKE, NC",1.70%,2.17%,2948
,"SUNFLOWER, MS",2.17%,2.53%,554
,"BUCHANAN, MO",-,0.36%,7533
,"KEWEENAW, MI",-,-,12
,"GRENADA, MS",0.59%,0.80%,2384
,"BRECKINRIDGE, KY",1.29%,1.49%,1478
,"HARDIN, KY",0.41%,0.58%,18986
,"FURNAS, NE",-,-,55
,"TIOGA, NY",0.18%,0.58%,7369
,"CAMDEN, NJ",0.52%,0.66%,61399
,"BRACKEN, KY",-,1.88%,690
,"OXFORD, ME",0.49%,0.60%,6148
,"FARIBAULT, MN",-,-,1462
,"WASHINGTON, NY",1.19%,1.29%,2942
,"WICOMICO, MD",0.76%,1.02%,7846
,"MILLE LACS, MN",0.60%,0.72%,3311
,"NORMAN, MN",-,-,1154
,"MASON, MI",0.37%,0.41%,4379
,"LAMAR, MS",0.51%,0.59%,9091
,"WEST BATON ROUGE, LA",0.37%,0.47%,4863
,"MONROE, MS",0.86%,1.13%,3359
,"MECOSTA, MI",0.53%,0.52%,5426
,"JEFFERSON, KY",0.44%,0.54%,106715
,"FORSYTH, NC",0.12%,0.34%,47591
,"SAINT MARTIN, LA",0.33%,0.52%,4810
,"HARFORD, MD",0.90%,1.30%,10424
,"CAMDEN, NC",-,-,1059
,"MADISON, MO",-,-,164
,"STONE, MS",-,0.70%,2008
,"TRAVERSE, MN",-,-,553
,"STEVENS, MN",-,-,333
,"ONTARIO, NY",0.42%,0.49%,15620
,"NOBLES, MN",0.35%,0.55%,3457
,"MONROE, MI",0.36%,0.63%,16241
,"MAHNOMEN, MN",-,-,909
,"CALHOUN, MI",0.56%,0.84%,11666
,"JACKSON, MI",0.22%,0.44%,23717
,"COTTONWOOD, MN",-,-,1463
,"PITT, NC",0.56%,0.92%,18116
,"WASHINGTON, KY",-,3.03%,363
,"PENOBSCOT, ME",-,-,2648
,"ONEIDA, NY",0.15%,0.38%,15365
,"STANTON, NE",-,-,261
,"YALOBUSHA, MS",-,-,734
,"KOOCHICHING, MN",-,-,1713
,"RANDOLPH, NC",0.48%,1.01%,5050
,"VAN BUREN, MI",0.31%,0.43%,13435
,"TISHOMINGO, MS",-,0.66%,2290
,"SHARKEY, MS",-,-,139
,"HOLT, NE",-,-,113
,"GARRARD, KY",1.30%,1.83%,1693
,"MADISON, MS",0.86%,1.04%,9415
,"CARTER, MO",-,-,706
,"GAGE, NE",-,0.33%,3602
,"WEBSTER, KY",-,-,1394
,"WARREN, NJ",0.29%,0.58%,7361
,"LYON, KY",-,-,605
,"CASS, NE",-,-,734
,"EUREKA, NV",-,-,27
,"WINSTON, MS",-,1.67%,658
,"AVERY, NC",-,0.93%,1184
,"FORREST, MS",0.33%,0.40%,18815
,"SHERMAN, NE",-,-,43
,"WILKIN, MN",-,-,1233
,"RICHMOND, NC",3.68%,4.00%,625
,"BELL, KY",0.75%,0.75%,1728
,"FRANKLIN, MS",-,-,263
,"HAMPDEN, MA",0.25%,0.51%,19970
,"WHEATLAND, MT",-,-,33
,"CAPE MAY, NJ",0.72%,0.88%,6369
,"POWELL, MT",-,-,96
,"WALDO, ME",0.36%,0.45%,3092
,"TALLAHATCHIE, MS",-,-,450
,"DESOTO, MS",1.63%,1.93%,7624
,"BUFFALO, NE",-,-,1198
,"RICHLAND, MT",-,-,1856
,"JACKSON, KY",-,-,1035
,"PONTOTOC, MS",0.38%,0.52%,3673
,"NODAWAY, MO",-,0.55%,2201
,"CHEMUNG, NY",0.32%,0.41%,13465
,"GLADWIN, MI",-,9.91%,111
,"CASS, MO",-,0.82%,1944
,"MONTGOMERY, MO",-,-,10 or fewer
,"GREENE, NY",0.68%,0.86%,3359
,"GRANT, MN",-,-,832
,"JOHNSTON, NC",0.72%,0.92%,22920
,"LEE, KY",-,-,357
,"LINN, MO",-,-,419
,"ITAWAMBA, MS",-,0.46%,2845
,"GLOUCESTER, NJ",0.67%,0.85%,22452
,"EAST FELICIANA, LA",-,0.51%,2169
,"GREENE, MS",-,-,744
,"KITTSON, MN",-,-,753
,"COLUMBIA, NY",0.64%,0.79%,4537
,"ANDREW, MO",-,-,1411
,"SHELBY, KY",0.33%,0.43%,7598
,"LEWIS, NY",-,-,172
,"JOHNSON, MO",-,-,447
,"MUSKEGON, MI",0.46%,0.59%,27507
,"PASSAIC, NJ",-,0.73%,2859
,"WOLFE, KY",-,-,145
,"SAINT LAWRENCE, NY",0.21%,0.36%,11706
,"HENRY, MO",-,-,36
,"WABASHA, MN",-,-,312
,"CLAIBORNE, MS",-,-,231
,"FLOYD, KY",0.87%,1.09%,2656
,"CASS, MN",0.44%,0.64%,3904
,"SAINT JAMES, LA",-,0.68%,1616
,"YORK, ME",0.54%,0.60%,20262
,"STILLWATER, MT",-,-,363
,"HICKORY, MO",-,-,30
,"NEWAYGO, MI",0.28%,0.38%,7802
,"ATTALA, MS",1.31%,1.49%,1606
,"BURLINGTON, NJ",0.50%,0.63%,50457
,"MINERAL, MT",-,-,13
,"CARROLL, MO",-,-,100
,"PETTIS, MO",-,-,38
,"MONTGOMERY, NC",-,-,362
,"PERSHING, NV",-,-,153
,"KIMBALL, NE",-,-,158
,"HIDALGO, NM",-,-,10 or fewer
,"LINCOLN, KY",1.72%,2.66%,639
,"DORCHESTER, MD",0.40%,0.78%,4470
,"BROOME, NY",0.12%,0.39%,28734
,"RAMSEY, MN",0.26%,0.37%,33671
,"ROOSEVELT, NM",-,-,960
,"DUPLIN, NC",0.48%,0.75%,5046
,"MADISON, KY",0.77%,1.08%,8178
,"JEFFERSON DAVIS, LA",0.50%,0.59%,2392
,"BURKE, NC",-,0.36%,5497
,"OKTIBBEHA, MS",1.43%,2.03%,1329
,"TATE, MS",-,-,617
,"SALEM, NJ",0.72%,0.86%,5010
,"MASON, KY",2.78%,3.34%,539
,"GUADALUPE, NM",-,-,12
,"WAYNE, MI",0.21%,0.58%,136984
,"CARROLL, KY",0.76%,0.83%,1575
,"KNOX, ME",0.34%,0.41%,5364
,"WIBAUX, MT",-,-,35
,"MURRAY, MN",-,-,970
,"SUFFOLK, MA",0.36%,0.58%,71813
,"SALINE, NE",-,-,2100
,"MADISON, NY",-,0.58%,2235
,"KNOTT, KY",-,1.49%,937
,"RENSSELAER, NY",0.78%,1.07%,11932
,"DUNKLIN, MO",-,-,1049
,"ANNE ARUNDEL, MD",0.67%,1.07%,11255
,"MIDDLESEX, NJ",0.60%,1.22%,27160
,"MARSHALL, MS",1.21%,1.92%,1566
,"KANDIYOHI, MN",0.40%,0.58%,8491
,"WAYNE, MS",-,1.86%,753
,"HUDSON, NJ",0.52%,1.00%,15945
,"CLAY, MO",-,0.19%,5763
,"MENOMINEE, MI",-,0.57%,2799
,"HICKMAN, KY",-,-,286
,"QUEEN ANNES, MD",0.56%,1.15%,2520
,"IOSCO, MI",-,-,95
,"REDWOOD, MN",-,-,2132
,"SAINT HELENA, LA",-,-,496
,"CHISAGO, MN",0.41%,0.59%,7291
,"CALDWELL, MO",-,-,248
,"HARLAN, KY",1.72%,2.66%,639
,"SIOUX, NE",-,-,16
,"LINCOLN, MS",2.15%,2.33%,1117
,"SCHUYLER, NY",-,-,1895
,"HENDERSON, NC",0.29%,0.51%,7308
,"LEE, MS",0.37%,0.49%,12871
,"CHATHAM, NC",0.37%,0.58%,7276
,"WARREN, MS",1.17%,1.54%,1620
,"SAINTE GENEVIEVE, MO",-,-,185
,"CHESHIRE, NH",0.48%,0.56%,7338
,"OSWEGO, NY",-,-,871
,"HOWARD, NE",-,-,77
,"OWSLEY, KY",-,-,119
,"OTTER TAIL, MN",0.55%,0.61%,9214
,"MONTCALM, MI",0.49%,0.62%,9029
,"DE BACA, NM",-,-,10 or fewer
,"CEDAR, NE",-,-,664
,"SIERRA, NM",-,-,490
,"TODD, MN",-,-,3679
,"CHEROKEE, NC",-,-,1547
,"LIVINGSTON, KY",-,-,1128
,"WOODFORD, KY",-,1.09%,1282
,"NIAGARA, NY",0.45%,0.92%,3593
,"ADAMS, NE",0.48%,0.76%,2905
,"LINCOLN, ME",0.52%,0.70%,4023
,"ANOKA, MN",0.33%,0.46%,24733
,"YELLOWSTONE, MT",0.58%,0.74%,9247
,"JACKSON, MN",-,-,1202
,"HUBBARD, MN",0.45%,0.51%,3326
,"PERRY, KY",-,-,770
,"ANDROSCOGGIN, ME",0.67%,0.71%,10313
,"IBERIA, LA",0.98%,1.01%,2859
,"GOLDEN VALLEY, MT",-,-,28
,"ISSAQUENA, MS",-,-,25
,"GOSPER, NE",-,-,11
,"YANCEY, NC",-,-,164
,"VERNON, MO",-,-,41
,"CHEYENNE, NE",-,0.85%,1537
,"BOX BUTTE, NE",-,-,190
,"MOREHOUSE, LA",-,-,799
,"PANOLA, MS",1.27%,1.78%,1177
,"MACOMB, MI",0.53%,0.81%,51329
,"CURRITUCK, NC",-,-,1841
,"GUILFORD, NC",0.28%,0.62%,52440
,"ISANTI, MN",0.53%,0.70%,2434
,"FILLMORE, MN",-,-,716
,"RAY, MO",-,-,355
,"MORA, NM",-,-,10 or fewer
,"BUNCOMBE, NC",-,0.55%,5289
,"CORTLAND, NY",-,-,3617
,"STANLY, NC",-,-,1990
,"PENNINGTON, MN",0.50%,0.90%,2210
,"SWIFT, MN",-,-,1332
,"DIXON, NE",-,-,845
,"SARPY, NE",-,0.26%,4544
,"ASCENSION, LA",0.25%,0.33%,25987
,"TRANSYLVANIA, NC",-,-,1288
,"STODDARD, MO",-,-,2393
,"ALBANY, NY",0.69%,0.89%,26292
,"BOLLINGER, MO",-,-,937
,"SULLIVAN, NH",0.47%,0.58%,4274
,"PENDER, NC",1.14%,1.54%,3241
,"ROSCOMMON, MI",-,-,228
,"SOMERSET, NJ",0.55%,0.98%,9987
,"SCOTT, MO",0.22%,0.48%,4999
,"PEMISCOT, MO",-,-,843
,"MADISON, NE",-,0.37%,3802
,"WASHINGTON, MS",2.77%,2.87%,974
,"SOMERSET, ME",1.25%,1.44%,1039
,"UNION, MS",0.62%,0.89%,3698
,"GOGEBIC, MI",-,-,279
,"OLDHAM, KY",0.43%,0.49%,8100
,"DAKOTA, MN",0.62%,0.75%,21747
,"ONONDAGA, NY",0.14%,0.30%,16601
,"CUSTER, MT",-,-,1171
,"DOUGLAS, NE",0.24%,0.51%,9145
,"ASSUMPTION, LA",-,0.85%,1531
,"ROBERTSON, KY",-,-,86
,"MENIFEE, KY",-,-,207
,"GRAYSON, KY",1.08%,1.39%,1299
,"CALDWELL, KY",-,-,860
,"WARREN, NY",1.29%,1.51%,2251
,"LEE, NC",1.25%,1.44%,3748
,"DURHAM, NC",0.38%,0.53%,50795
,"NORFOLK, MA",0.77%,1.00%,34713
,"SAINT LOUIS, MN",0.47%,0.56%,24323
,"IONIA, MI",0.53%,0.66%,6830
,"DAKOTA, NE",-,0.33%,3325
,"SCOTLAND, NC",4.12%,4.94%,486
,"MARION, KY",2.19%,2.66%,638
,"WEBSTER, NE",-,-,201
,"PINE, MN",0.72%,0.89%,1677
,"ESSEX, MA",0.71%,0.96%,43414
,"ESSEX, NJ",0.56%,1.08%,38975
,"ROSEBUD, MT",-,-,262
,"OGEMAW, MI",-,11.96%,92
,"SAGADAHOC, ME",0.47%,0.47%,3594
,"WYOMING, NY",-,0.42%,2590
,"ROCKINGHAM, NH",1.28%,1.56%,8470
,"LANDER, NV",-,-,106
,"CLEARWATER, MN",-,-,1681
,"FULTON, NY",2.88%,3.57%,1735
,"JEFFERSON, LA",0.22%,0.38%,27272
,"WADENA, MN",-,-,2171
,"MORRILL, NE",-,-,234
,"BECKER, MN",0.49%,0.57%,6168
,"LINCOLN, NC",0.28%,0.42%,4306
,"BALTIMORE CITY, MD",0.49%,0.89%,24504
,"MONROE, MO",-,-,10 or fewer
,"YELLOW MEDICINE, MN",-,-,660
,"KNOX, NE",-,-,217
,"BALTIMORE, MD",0.42%,0.81%,27430
,"EAST BATON ROUGE, LA",0.36%,0.46%,67797
,"DAWSON, NE",-,-,480
,"CURRY, NM",-,-,1735
,"CARBON, MT",-,-,349
,"HOUSTON, MN",0.46%,0.54%,2413
,"BENTON, MN",0.24%,0.51%,6247
,"ROCK, MN",-,-,1792
,"BREATHITT, KY",2.30%,2.88%,521
,"OTERO, NM",-,-,347
,"FAYETTE, KY",0.48%,0.68%,29525
,"BURT, NE",-,-,50
,"POLK, NC",-,-,953
,"MONTGOMERY, KY",1.60%,1.87%,750
,"MEAGHER, MT",-,-,62
,"CARROLL, MD",-,0.83%,2408
,"MIDDLESEX, MA",0.50%,0.70%,107886
,"LEWIS, KY",-,-,275
,"CLAY, NE",-,-,399
,"FILLMORE, NE",-,-,126
,"KANABEC, MN",-,-,342
,"MORGAN, MO",-,-,21
,"MONTMORENCY, MI",-,-,81
,"GARRETT, MD",0.54%,0.84%,2976
,"ANTELOPE, NE",-,-,345
,"CABARRUS, NC",0.21%,0.29%,13311
,"FRANKLIN, NE",-,-,64
,"MCCRACKEN, KY",0.16%,0.33%,11514
,"TORRANCE, NM",-,-,61
,"LEWIS, MO",-,-,24
,"RICHARDSON, NE",-,-,99
,"TALBOT, MD",0.42%,0.57%,3344
,"PLATTE, MO",-,-,3600
,"LAFOURCHE, LA",0.69%,0.84%,3790
,"VALENCIA, NM",-,-,322
,"NOXUBEE, MS",-,-,611
,"JESSAMINE, KY",0.63%,0.78%,6959
,"KALAMAZOO, MI",0.33%,0.46%,33411
,"CIBOLA, NM",-,-,57
,"ARENAC, MI",-,18.03%,61
,"RALLS, MO",-,-,10 or fewer
,"SARATOGA, NY",0.94%,1.12%,12898
,"BOYLE, KY",1.50%,1.88%,1065
,"AUDRAIN, MO",-,-,10 or fewer
,"ERIE, NY",0.22%,0.59%,10844
,"BRONX, NY",0.29%,0.50%,10643
,"SILVER BOW, MT",-,0.59%,4087
,"LYON, MN",-,-,930
,"CHAVES, NM",-,0.48%,3111
,"LIVINGSTON, LA",0.37%,0.45%,25763
,"SALINE, MO",-,-,26
,"ADAMS, MS",4.08%,4.31%,441
,"COLFAX, NE",-,-,92
,"CROW WING, MN",0.22%,0.34%,8811
,"PLYMOUTH, MA",0.94%,1.18%,27682
,"BRISTOL, MA",0.77%,0.93%,43270
,"DODGE, MN",-,-,20
,"ALLEGHANY, NC",-,-,96
,"KENNEBEC, ME",2.04%,2.13%,3429
,"ROCK, NE",-,-,11
,"STEARNS, MN",0.15%,0.35%,27132
,"CARSON CITY, NV",1.36%,1.56%,1989
,"PIKE, MO",-,-,10 or fewer
,"HANCOCK, ME",-,-,395
,"ALCONA, MI",-,-,48
,"BOLIVAR, MS",2.25%,2.60%,577
,"WASHINGTON, ME",-,-,187
,"BATES, MO",-,-,112
,"GARFIELD, MT",-,-,45
,"BALLARD, KY",-,-,897
,"HARLAN, NE",-,-,39
,"BARRY, MI",0.33%,0.38%,7805
,"BOURBON, KY",0.92%,0.98%,5114
,"MUHLENBERG, KY",2.39%,2.73%,586
,"HILLSBOROUGH, NH",0.54%,0.64%,30312
,"CLARE, MI",3.00%,3.50%,400
,"WASECA, MN",-,-,38
,"ULSTER, NY",0.55%,0.66%,4723
,"RENVILLE, MN",-,-,976
,"SAINT CLAIR, MO",-,-,25
,"WASHINGTON, MN",0.38%,0.50%,16077
,"GRAVES, KY",-,0.52%,3665
,"PRINCE GEORGES, MD",0.16%,0.43%,9162
,"SHERBURNE, MN",0.26%,0.45%,13252
,"PUTNAM, MO",-,-,55
,"QUAY, NM",-,-,32
,"WRIGHT, MN",0.17%,0.42%,9355
,"DENT, MO",-,-,1189
,"FLEMING, KY",-,1.87%,749
,"UNION, NJ",0.48%,0.90%,18611
,"COOK, MN",-,-,164
,"BELTRAMI, MN",0.44%,0.82%,8587
,"LINCOLN, NM",-,-,87
,"VERMILION, LA",0.40%,0.64%,5275
,"LETCHER, KY",1.42%,1.75%,915
,"DODGE, NE",-,-,161
,"KENT, MI",0.37%,0.46%,109577
,"STEELE, MN",-,-,85
,"QUEENS, NY",0.30%,0.49%,47018
,"PLATTE, NE",-,-,378
,"SEWARD, NE",-,-,327
,"HAYWOOD, NC",-,-,296
,"YORK, NE",-,-,124
,"GLACIER, MT",-,-,135
,"PRESQUE ISLE, MI",-,-,128
,"SAN JUAN, NM",-,-,226
,"POWDER RIVER, MT",-,-,48
,"SCHENECTADY, NY",0.94%,1.25%,3291
,"LAFAYETTE, MS",1.28%,1.59%,2261
,"BERNALILLO, NM",-,0.29%,4823
,"TANGIPAHOA, LA",0.24%,0.40%,17382
,"CAPE GIRARDEAU, MO",-,0.36%,7519
,"JEFFERSON, NE",-,-,781
,"NEW HANOVER, NC",1.00%,1.27%,7427
,"CECIL, MD",1.09%,1.27%,5496
,"CHARLES, MD",-,0.81%,3211
,"LYON, NV",1.14%,1.18%,4743
,"OSCODA, MI",-,-,68
,"NASSAU, NY",0.65%,0.83%,49747
,"OUACHITA, LA",0.15%,0.53%,13306
,"SCOTT, MN",0.61%,0.69%,3745
,"WILKINSON, MS",-,-,263
,"CHRISTIAN, KY",-,-,506
,"CUMBERLAND, NJ",1.79%,2.03%,5075
,"SWEET GRASS, MT",-,-,57
,"MORGAN, KY",-,-,255
,"WAKE, NC",0.55%,0.73%,136060
,"ALLEGAN, MI",0.53%,0.60%,13986
,"CHOUTEAU, MT",-,-,378
,"CUMBERLAND, ME",0.47%,0.51%,29297
,"SAINT LOUIS CITY, MO",-,-,1848
,"PHELPS, MO",-,0.44%,4820
,"LOUP, NE",-,-,10 or fewer
,"METCALFE, KY",-,-,117
,"NYE, NV",-,-,428
,"KINGS, NY",0.49%,0.64%,79343
,"MOWER, MN",-,-,29
,"VALLEY, NE",-,-,50
,"MCCREARY, KY",1.90%,2.71%,1107
,"BENTON, MS",-,-,587
,"BROADWATER, MT",-,-,510
,"UNION, NC",0.21%,0.34%,33079
,"MERCER, NJ",0.88%,1.34%,13925
,"PLAQUEMINES, LA",-,-,1548
,"HAMILTON, NE",-,-,257
,"KEARNEY, NE",-,-,104
,"HOPKINS, KY",-,0.77%,1938
,"CLARK, KY",0.88%,1.13%,4444
,"ONSLOW, NC",2.07%,2.30%,5129
,"DEUEL, NE",-,-,137
,"ADAIR, MO",-,-,74
,"COLFAX, NM",-,-,45
,"POLK, NE",-,-,43
,"MARSHALL, MN",-,0.81%,1721
,"TIPPAH, MS",0.74%,1.07%,1496
,"CHARITON, MO",-,-,49
,"MINERAL, NV",-,-,100
,"MARTIN, MN",-,-,1248
,"CAMDEN, MO",-,-,231
,"DOUGLAS, MN",-,0.52%,2867
,"CALCASIEU, LA",1.74%,2.09%,4600
