Session Title,"Opioid OD Heat Firearms in ED, State Month Age",,,,,,
Session ID,2776087,,,,,,
Data Model,Patients,,,,,,
Population Base,All Patients,,,,,,
Population Criteria Filters: These criteria are a summary and do not fully reflect the content of the exported session.,"Encounter Type: Emergency, Emergency to Inpatient",,,,,,
Session Date Range,1/1/2025 - 10/30/2025,,,,,,
Measure,Number of Patients,,,,,,
Export User,Stephanie Perniciaro,,,,,,
Date of Export,11/12/2025,,,,,,
,,,,,,,
,,,,,,,
,,,Diagnosis (Encounter),OPIOID OD,Heat,firearms initial,"Total: Total includes all data, including data from columns not currently displayed."
,,,Aug,77,159,16,74516
,,,Sep,63,69,18,73385
,,,Oct 1 – Oct 30,30,14,10 or fewer,50920
,65 Years or more,2025,Jan,30,10 or fewer,10 or fewer,88273
,,,Feb,32,20,10 or fewer,80005
,,,Mar,30,32,10 or fewer,86208
,,,Apr,40,70,10 or fewer,83367
,,,May,45,117,10 or fewer,86812
,,,Jun,35,145,10 or fewer,82994
,,,Jul,39,189,10 or fewer,84108
,,,Aug,32,139,10 or fewer,84728
,,,Sep,29,65,10 or fewer,83103
,,,Oct 1 – Oct 30,20,26,10 or fewer,57904
,No value,2025,Jan,10 or fewer,10 or fewer,10 or fewer,10915
,,,Feb,10 or fewer,10 or fewer,10 or fewer,11747
,,,Mar,10 or fewer,10 or fewer,10 or fewer,10762
,,,Apr,10 or fewer,10 or fewer,10 or fewer,11331
,,,May,10 or fewer,10 or fewer,10 or fewer,10572
,,,Jun,10 or fewer,10 or fewer,10 or fewer,10367
,,,Jul,10 or fewer,10 or fewer,10 or fewer,10189
,,,Aug,10 or fewer,10 or fewer,10 or fewer,10297
,,,Sep,10 or fewer,10 or fewer,10 or fewer,10362
,,,Oct 1 – Oct 30,10 or fewer,10 or fewer,10 or fewer,11358
,"Total: Total includes all data under the Florida bucket, including data from rows not currently displayed.",2025,Jan,194,22,107,373753
,,,Feb,173,61,117,342223
,,,Mar,200,82,114,361013
,,,Apr,204,213,119,353108
,,,May,250,476,123,361645
,,,Jun,214,560,136,332938
,,,Jul,189,851,125,337138
,,,Aug,207,637,114,349367
,,,Sep,175,294,117,351056
,,,Oct 1 – Oct 30,111,77,71,255048
Ohio,Less than 15 Years,2025,Jan,10 or fewer,10 or fewer,10 or fewer,42100
,,,Feb,10 or fewer,10 or fewer,10 or fewer,47437
,,,Mar,10 or fewer,10 or fewer,10 or fewer,44323
,,,Apr,10 or fewer,10 or fewer,10 or fewer,42012
,,,May,10 or fewer,10 or fewer,10 or fewer,40892
,,,Jun,10 or fewer,49,10 or fewer,33283
,,,Jul,10 or fewer,33,10 or fewer,33910
,,,Aug,10 or fewer,20,10 or fewer,36251
,,,Sep,10 or fewer,10 or fewer,10 or fewer,41774
,,,Oct 1 – Oct 30,10 or fewer,10 or fewer,10 or fewer,33068
,≥ 15 and < 25 Years,2025,Jan,13,10 or fewer,63,39447
,,,Feb,10 or fewer,10 or fewer,52,38526
,,,Mar,15,10 or fewer,62,38783
,,,Apr,10 or fewer,10 or fewer,67,37915
,,,May,10 or fewer,13,71,38602
,,,Jun,12,145,83,37236
,,,Jul,18,111,109,38535
,,,Aug,19,51,69,39587
,,,Sep,10 or fewer,25,64,41291
,,,Oct 1 – Oct 30,10 or fewer,10 or fewer,45,31101
,≥ 25 and < 45 Years,2025,Jan,105,10 or fewer,78,86615
,,,Feb,95,10 or fewer,69,83425
,,,Mar,131,10 or fewer,108,86363
,,,Apr,142,16,93,83826
,,,May,131,22,100,87077
,,,Jun,159,300,125,86236
,,,Jul,148,234,113,89973
,,,Aug,131,95,116,89524
,,,Sep,117,27,106,88400
,,,Oct 1 – Oct 30,66,10 or fewer,72,66368
,≥ 45 and < 65 Years,2025,Jan,57,11,33,75030
,,,Feb,54,10 or fewer,20,74250
,,,Mar,57,12,29,74438
,,,Apr,101,10 or fewer,34,72116
,,,May,81,18,26,74449
,,,Jun,91,257,44,74751
,,,Jul,102,193,39,77224
,,,Aug,72,96,32,77238
,,,Sep,54,25,39,75178
,,,Oct 1 – Oct 30,38,13,20,56225
,65 Years or more,2025,Jan,21,22,10 or fewer,81153
,,,Feb,12,23,10 or fewer,79959
,,,Mar,28,24,10 or fewer,83636
,,,Apr,29,32,10 or fewer,80219
,,,May,24,38,19,83583
,,,Jun,23,220,14,82269
,,,Jul,31,202,14,84391
,,,Aug,27,114,16,84244
,,,Sep,22,47,10 or fewer,81425
,,,Oct 1 – Oct 30,18,20,10 or fewer,60754
,No value,2025,Jan,10 or fewer,10 or fewer,10 or fewer,8664
,,,Feb,10 or fewer,10 or fewer,10 or fewer,9009
,,,Mar,10 or fewer,10 or fewer,10 or fewer,8784
,,,Apr,10 or fewer,10 or fewer,10 or fewer,8169
,,,May,10 or fewer,10 or fewer,10 or fewer,8024
,,,Jun,10 or fewer,10 or fewer,10 or fewer,7832
,,,Jul,10 or fewer,10 or fewer,10 or fewer,7878
,,,Aug,10 or fewer,10 or fewer,10 or fewer,7564
,,,Sep,10 or fewer,10 or fewer,15,7819
,,,Oct 1 – Oct 30,10 or fewer,10 or fewer,17,8285
,"Total: Total includes all data under the Ohio bucket, including data from rows not currently displayed.",2025,Jan,198,43,197,332972
,,,Feb,170,40,158,332557
,,,Mar,233,43,219,336276
,,,Apr,280,65,219,324212
,,,May,248,95,229,332594
,,,Jun,285,972,280,321558
,,,Jul,300,774,292,331855
,,,Aug,250,377,247,334348
,,,Sep,204,134,244,335832
,,,Oct 1 – Oct 30,130,45,160,255772
Pennsylvania,Less than 15 Years,2025,Jan,10 or fewer,10 or fewer,10 or fewer,27470
,,,Feb,10 or fewer,10 or fewer,10 or fewer,24548
,,,Mar,10 or fewer,10 or fewer,10 or fewer,26202
,,,Apr,10 or fewer,10 or fewer,10 or fewer,24566
,,,May,10 or fewer,10 or fewer,10 or fewer,24598
,,,Jun,10 or fewer,31,10 or fewer,20586
,,,Jul,10 or fewer,20,10 or fewer,19662
,,,Aug,10 or fewer,10 or fewer,10 or fewer,19806
,,,Sep,10 or fewer,10 or fewer,10 or fewer,22933
,,,Oct 1 – Oct 30,10 or fewer,10 or fewer,10 or fewer,14931
,≥ 15 and < 25 Years,2025,Jan,10 or fewer,10 or fewer,22,22607
,,,Feb,10 or fewer,10 or fewer,21,20174
,,,Mar,10 or fewer,10 or fewer,28,22031
,,,Apr,10 or fewer,10 or fewer,34,21476
,,,May,10 or fewer,10 or fewer,50,22185
,,,Jun,10 or fewer,83,45,21038
,,,Jul,10 or fewer,55,61,22119
,,,Aug,12,27,36,22046
,,,Sep,10 or fewer,13,26,22949
,,,Oct 1 – Oct 30,10 or fewer,10 or fewer,20,16182
,≥ 25 and < 45 Years,2025,Jan,97,10 or fewer,56,52802
,,,Feb,111,10 or fewer,42,47985
,,,Mar,123,10 or fewer,47,52693
,,,Apr,142,10 or fewer,54,51804
,,,May,158,10 or fewer,64,54583
,,,Jun,160,186,62,53401
,,,Jul,186,136,85,56371
,,,Aug,141,34,50,55774
,,,Sep,127,10 or fewer,50,53539
,,,Oct 1 – Oct 30,77,10 or fewer,41,36980
,≥ 45 and < 65 Years,2025,Jan,54,10 or fewer,15,47713
,,,Feb,55,10 or fewer,16,44500
,,,Mar,101,10 or fewer,21,47605
,,,Apr,100,10 or fewer,19,46434
,,,May,102,10 or fewer,21,48920
,,,Jun,93,118,16,48854
,,,Jul,108,127,15,50538
,,,Aug,102,35,23,50175
,,,Sep,83,10 or fewer,16,47906
,,,Oct 1 – Oct 30,48,10 or fewer,13,32440
,65 Years or more,2025,Jan,18,10 or fewer,10 or fewer,58584
,,,Feb,20,10 or fewer,10 or fewer,54833
,,,Mar,28,10 or fewer,10 or fewer,58520
,,,Apr,22,10 or fewer,10 or fewer,56781
,,,May,25,13,10 or fewer,58597
,,,Jun,22,163,13,58715
,,,Jul,28,100,12,60068
,,,Aug,35,45,12,59953
,,,Sep,21,25,10 or fewer,56749
,,,Oct 1 – Oct 30,16,10 or fewer,10 or fewer,38906
,No value,2025,Jan,10 or fewer,10 or fewer,12,7542
,,,Feb,10 or fewer,10 or fewer,10 or fewer,7620
,,,Mar,10 or fewer,10 or fewer,10 or fewer,7197
,,,Apr,10 or fewer,10 or fewer,10 or fewer,6970
,,,May,10 or fewer,10 or fewer,10 or fewer,6737
,,,Jun,10 or fewer,10 or fewer,11,6613
,,,Jul,10 or fewer,10 or fewer,10 or fewer,6762
,,,Aug,10 or fewer,10 or fewer,10 or fewer,6307
,,,Sep,10 or fewer,10 or fewer,10 or fewer,6270
,,,Oct 1 – Oct 30,10 or fewer,10 or fewer,10 or fewer,6608
,"Total: Total includes all data under the Pennsylvania bucket, including data from rows not currently displayed.",2025,Jan,171,11,116,216698
,,,Feb,194,10 or fewer,96,199639
,,,Mar,258,21,112,214230
,,,Apr,273,22,118,208015
,,,May,293,39,153,215602
,,,Jun,281,581,149,209189
,,,Jul,324,439,184,215489
,,,Aug,290,149,130,214032
,,,Sep,239,57,108,210318
,,,Oct 1 – Oct 30,145,15,85,146032
New York,Less than 15 Years,2025,Jan,10 or fewer,10 or fewer,10 or fewer,25438
,,,Feb,10 or fewer,10 or fewer,10 or fewer,21048
,,,Mar,10 or fewer,10 or fewer,10 or fewer,23743
,,,Apr,10 or fewer,10 or fewer,10 or fewer,22485
,,,May,10 or fewer,10 or fewer,10 or fewer,22783
,,,Jun,10 or fewer,32,10 or fewer,21234
,,,Jul,10 or fewer,20,10 or fewer,20293
,,,Aug,10 or fewer,13,10 or fewer,18664
,,,Sep,10 or fewer,10 or fewer,10 or fewer,20857
,,,Oct 1 – Oct 30,10 or fewer,10 or fewer,10 or fewer,16612
,≥ 15 and < 25 Years,2025,Jan,10 or fewer,10 or fewer,25,20876
,,,Feb,10 or fewer,10 or fewer,10 or fewer,18787
,,,Mar,10 or fewer,10 or fewer,10 or fewer,20988
,,,Apr,10 or fewer,10 or fewer,17,20802
,,,May,10 or fewer,11,21,20957
,,,Jun,10 or fewer,53,17,19644
,,,Jul,10 or fewer,46,30,20724
,,,Aug,11,22,23,20254
,,,Sep,10 or fewer,10 or fewer,14,21908
,,,Oct 1 – Oct 30,10 or fewer,10 or fewer,11,16793
,≥ 25 and < 45 Years,2025,Jan,56,10 or fewer,23,49395
,,,Feb,51,10 or fewer,10 or fewer,44225
,,,Mar,64,10 or fewer,20,48519
,,,Apr,71,10 or fewer,15,47822
,,,May,74,13,31,49309
,,,Jun,93,137,34,49183
,,,Jul,78,119,30,51870
,,,Aug,83,42,36,50773
,,,Sep,62,10 or fewer,24,48863
,,,Oct 1 – Oct 30,45,10 or fewer,16,35863
,≥ 45 and < 65 Years,2025,Jan,35,10 or fewer,10 or fewer,43333
,,,Feb,34,10 or fewer,10 or fewer,39741
,,,Mar,42,10 or fewer,10 or fewer,42921
,,,Apr,61,10 or fewer,10 or fewer,42581
,,,May,71,10 or fewer,10 or fewer,44016
,,,Jun,55,99,10 or fewer,43878
,,,Jul,54,115,13,45758
,,,Aug,57,38,14,44297
,,,Sep,39,10 or fewer,10 or fewer,42903
,,,Oct 1 – Oct 30,38,10 or fewer,10 or fewer,31356
,65 Years or more,2025,Jan,16,13,10 or fewer,50081
,,,Feb,12,17,10 or fewer,46295
,,,Mar,12,14,10 or fewer,49733
,,,Apr,22,21,10 or fewer,50569
,,,May,19,26,10 or fewer,52620
,,,Jun,32,124,10 or fewer,51859
,,,Jul,24,119,10 or fewer,52846
,,,Aug,17,47,10 or fewer,51875
,,,Sep,16,22,10 or fewer,49284
,,,Oct 1 – Oct 30,12,16,10 or fewer,36785
,No value,2025,Jan,10 or fewer,10 or fewer,10 or fewer,7299
,,,Feb,10 or fewer,10 or fewer,10 or fewer,7547
,,,Mar,10 or fewer,10 or fewer,10 or fewer,7336
,,,Apr,10 or fewer,10 or fewer,10 or fewer,7332
,,,May,10 or fewer,10 or fewer,10 or fewer,7032
,,,Jun,10 or fewer,10 or fewer,10 or fewer,6900
,,,Jul,10 or fewer,10 or fewer,10 or fewer,7092
,,,Aug,10 or fewer,10 or fewer,10 or fewer,6568
,,,Sep,10 or fewer,10 or fewer,10 or fewer,6945
,,,Oct 1 – Oct 30,10 or fewer,10 or fewer,10 or fewer,7250
,"Total: Total includes all data under the New York bucket, including data from rows not currently displayed.",2025,Jan,111,32,61,196408
,,,Feb,101,27,25,177632
,,,Mar,126,25,37,193218
,,,Apr,157,40,49,191568
,,,May,172,61,66,196700
,,,Jun,190,447,64,192674
,,,Jul,163,420,82,198561
,,,Aug,168,162,76,192408
,,,Sep,126,40,54,190736
,,,Oct 1 – Oct 30,96,33,36,144652
North Carolina,Less than 15 Years,2025,Jan,10 or fewer,10 or fewer,10 or fewer,30640
,,,Feb,10 or fewer,10 or fewer,10 or fewer,27237
,,,Mar,10 or fewer,10 or fewer,10 or fewer,26608
,,,Apr,10 or fewer,10 or fewer,10 or fewer,24425
,,,May,10 or fewer,10 or fewer,10 or fewer,24910
,,,Jun,10 or fewer,22,10 or fewer,21058
,,,Jul,10 or fewer,13,10 or fewer,19556
,,,Aug,10 or fewer,10 or fewer,10 or fewer,21504
,,,Sep,10 or fewer,10 or fewer,10 or fewer,25063
,,,Oct 1 – Oct 30,10 or fewer,10 or fewer,10 or fewer,20172
,≥ 15 and < 25 Years,2025,Jan,12,10 or fewer,52,22979
,,,Feb,18,10 or fewer,40,20671
,,,Mar,20,10 or fewer,39,22027
,,,Apr,25,13,49,21323
,,,May,17,14,63,21623
,,,Jun,17,98,67,20492
,,,Jul,17,121,48,20991
,,,Aug,18,18,49,21388
,,,Sep,10 or fewer,17,47,23155
,,,Oct 1 – Oct 30,10 or fewer,10 or fewer,28,18084
,≥ 25 and < 45 Years,2025,Jan,75,10 or fewer,74,51637
,,,Feb,85,10 or fewer,56,45858
,,,Mar,91,10 or fewer,55,48297
,,,Apr,92,17,70,47489
,,,May,113,24,73,50038
,,,Jun,101,248,57,49560
,,,Jul,89,244,84,51739
,,,Aug,88,41,59,51088
,,,Sep,96,19,64,50882
,,,Oct 1 – Oct 30,49,10 or fewer,48,39622
,≥ 45 and < 65 Years,2025,Jan,32,10 or fewer,15,44657
,,,Feb,30,10 or fewer,20,41208
,,,Mar,46,10 or fewer,29,43428
,,,Apr,61,14,21,42272
,,,May,67,16,19,43986
,,,Jun,41,207,22,43791
,,,Jul,46,239,31,45371
,,,Aug,40,38,35,44774
,,,Sep,34,20,20,43840
,,,Oct 1 – Oct 30,36,10 or fewer,13,33970
,65 Years or more,2025,Jan,14,10 or fewer,10 or fewer,48696
,,,Feb,18,10 or fewer,10 or fewer,45563
,,,Mar,20,10 or fewer,10 or fewer,49003
,,,Apr,21,24,10 or fewer,47190
,,,May,16,24,14,49013
,,,Jun,23,165,10 or fewer,47704
,,,Jul,25,178,10 or fewer,49390
,,,Aug,17,42,10 or fewer,49513
,,,Sep,10 or fewer,24,11,48332
,,,Oct 1 – Oct 30,18,10 or fewer,10 or fewer,37636
,No value,2025,Jan,10 or fewer,10 or fewer,10 or fewer,6410
,,,Feb,10 or fewer,10 or fewer,12,6760
,,,Mar,10 or fewer,10 or fewer,10 or fewer,6346
,,,Apr,10 or fewer,10 or fewer,10 or fewer,6185
,,,May,10 or fewer,10 or fewer,10 or fewer,5785
,,,Jun,10 or fewer,10 or fewer,10 or fewer,5695
,,,Jul,10 or fewer,10 or fewer,10 or fewer,5783
,,,Aug,10 or fewer,10 or fewer,10 or fewer,5558
,,,Sep,10 or fewer,10 or fewer,13,5614
,,,Oct 1 – Oct 30,10 or fewer,10 or fewer,10 or fewer,6215
,"Total: Total includes all data under the North Carolina bucket, including data from rows not currently displayed.",2025,Jan,137,10 or fewer,157,204995
,,,Feb,152,13,138,187276
,,,Mar,178,25,144,195691
,,,Apr,202,73,158,188868
,,,May,216,88,181,195336
,,,Jun,183,740,166,188273
,,,Jul,178,799,180,192814
,,,Aug,163,146,160,193799
,,,Sep,150,84,162,196860
,,,Oct 1 – Oct 30,111,15,99,155693
California,Less than 15 Years,2025,Jan,10 or fewer,10 or fewer,10 or fewer,26053
,,,Feb,10 or fewer,10 or fewer,10 or fewer,24803
,,,Mar,10 or fewer,10 or fewer,10 or fewer,24820
,,,Apr,10 or fewer,10 or fewer,10 or fewer,22871
,,,May,10 or fewer,10 or fewer,10 or fewer,23804
,,,Jun,10 or fewer,12,10 or fewer,19674
,,,Jul,10 or fewer,10 or fewer,10 or fewer,18178
,,,Aug,10 or fewer,11,10 or fewer,20671
,,,Sep,10 or fewer,10 or fewer,10 or fewer,22239
,,,Oct 1 – Oct 30,10 or fewer,10 or fewer,10 or fewer,18280
,≥ 15 and < 25 Years,2025,Jan,10 or fewer,10 or fewer,21,19941
,,,Feb,10 or fewer,10 or fewer,13,17835
,,,Mar,11,10 or fewer,21,19474
,,,Apr,10 or fewer,10 or fewer,26,19039
,,,May,13,13,22,19759
,,,Jun,12,17,21,17857
,,,Jul,15,23,18,18707
,,,Aug,13,29,28,19804
,,,Sep,12,16,19,19690
,,,Oct 1 – Oct 30,10 or fewer,10 or fewer,10 or fewer,16143
,≥ 25 and < 45 Years,2025,Jan,93,10 or fewer,31,47672
,,,Feb,79,10 or fewer,31,42097
,,,Mar,85,10 or fewer,30,46240
,,,Apr,86,10 or fewer,25,45775
,,,May,68,26,39,48302
,,,Jun,90,56,24,45955
,,,Jul,85,47,31,47211
,,,Aug,74,54,38,47990
,,,Sep,68,27,31,46689
,,,Oct 1 – Oct 30,37,10 or fewer,19,36038
,≥ 45 and < 65 Years,2025,Jan,48,10 or fewer,10 or fewer,40297
,,,Feb,45,10 or fewer,13,36151
,,,Mar,36,10 or fewer,15,38580
,,,Apr,52,10 or fewer,10 or fewer,38941
,,,May,43,24,17,40244
,,,Jun,36,24,10 or fewer,38674
,,,Jul,39,49,10 or fewer,39334
,,,Aug,30,45,10 or fewer,40088
,,,Sep,32,22,10 or fewer,39120
,,,Oct 1 – Oct 30,34,10 or fewer,12,30123
,65 Years or more,2025,Jan,13,10 or fewer,10 or fewer,43183
,,,Feb,18,10 or fewer,10 or fewer,37625
,,,Mar,28,10 or fewer,10 or fewer,40820
,,,Apr,13,11,10 or fewer,40761
,,,May,23,34,10 or fewer,42374
,,,Jun,18,28,10 or fewer,40723
,,,Jul,18,24,10 or fewer,41454
,,,Aug,17,46,10 or fewer,42006
,,,Sep,11,18,10 or fewer,40238
,,,Oct 1 – Oct 30,16,10 or fewer,10 or fewer,31588
,No value,2025,Jan,10 or fewer,10 or fewer,10 or fewer,5677
,,,Feb,10 or fewer,10 or fewer,10 or fewer,6123
,,,Mar,10 or fewer,10 or fewer,10 or fewer,5810
,,,Apr,10 or fewer,10 or fewer,10 or fewer,5801
,,,May,10 or fewer,10 or fewer,10 or fewer,5755
,,,Jun,10 or fewer,10 or fewer,10 or fewer,5481
,,,Jul,10 or fewer,10 or fewer,10 or fewer,5593
,,,Aug,10 or fewer,10 or fewer,10 or fewer,5247
,,,Sep,10 or fewer,10 or fewer,10 or fewer,5444
,,,Oct 1 – Oct 30,10 or fewer,10 or fewer,10 or fewer,5679
,"Total: Total includes all data under the California bucket, including data from rows not currently displayed.",2025,Jan,164,15,71,182800
,,,Feb,151,15,66,164618
,,,Mar,163,24,73,175725
,,,Apr,163,31,68,173166
,,,May,148,107,83,180221
,,,Jun,160,137,60,168343
,,,Jul,157,150,66,170454
,,,Aug,134,186,82,175782
,,,Sep,124,89,66,173399
,,,Oct 1 – Oct 30,99,22,41,137838
Virginia,Less than 15 Years,2025,Jan,10 or fewer,10 or fewer,10 or fewer,24583
,,,Feb,10 or fewer,10 or fewer,10 or fewer,25387
,,,Mar,10 or fewer,10 or fewer,10 or fewer,26513
,,,Apr,10 or fewer,10 or fewer,10 or fewer,23489
,,,May,10 or fewer,10 or fewer,10 or fewer,23997
,,,Jun,10 or fewer,24,10 or fewer,19692
,,,Jul,10 or fewer,21,10 or fewer,18271
,,,Aug,10 or fewer,10 or fewer,10 or fewer,19951
,,,Sep,10 or fewer,10 or fewer,10 or fewer,22601
,,,Oct 1 – Oct 30,10 or fewer,10 or fewer,10 or fewer,18703
,≥ 15 and < 25 Years,2025,Jan,10 or fewer,10 or fewer,24,20976
,,,Feb,10 or fewer,10 or fewer,19,19169
,,,Mar,10 or fewer,10 or fewer,24,20765
,,,Apr,12,10 or fewer,23,19390
,,,May,16,12,24,19888
,,,Jun,10 or fewer,104,22,18699
,,,Jul,10 or fewer,99,29,19071
,,,Aug,14,24,30,19577
,,,Sep,12,13,20,20748
,,,Oct 1 – Oct 30,10 or fewer,10 or fewer,11,16527
,≥ 25 and < 45 Years,2025,Jan,39,10 or fewer,45,48641
,,,Feb,40,10 or fewer,28,43979
,,,Mar,46,10 or fewer,38,46885
,,,Apr,68,17,31,45333
,,,May,63,13,28,47048
,,,Jun,63,269,31,45992
,,,Jul,52,244,33,47631
,,,Aug,58,42,23,47359
,,,Sep,42,18,39,46906
,,,Oct 1 – Oct 30,45,10 or fewer,20,37300
,≥ 45 and < 65 Years,2025,Jan,38,10 or fewer,10 or fewer,40749
,,,Feb,29,10 or fewer,12,37643
,,,Mar,41,10 or fewer,10 or fewer,40168
,,,Apr,44,10 or fewer,10 or fewer,38357
,,,May,51,21,10 or fewer,40230
,,,Jun,57,196,10 or fewer,39922
,,,Jul,56,190,10 or fewer,40478
,,,Aug,29,33,21,40543
,,,Sep,34,11,10 or fewer,39525
,,,Oct 1 – Oct 30,26,10 or fewer,10 or fewer,31074
,65 Years or more,2025,Jan,15,10 or fewer,10 or fewer,44403
,,,Feb,11,11,10 or fewer,41902
,,,Mar,14,15,10 or fewer,44770
,,,Apr,12,19,10 or fewer,43399
,,,May,12,42,10 or fewer,45110
,,,Jun,17,193,10 or fewer,44747
,,,Jul,27,157,10 or fewer,45058
,,,Aug,14,36,10 or fewer,45682
,,,Sep,13,32,10 or fewer,44456
,,,Oct 1 – Oct 30,10 or fewer,21,10 or fewer,35642
,No value,2025,Jan,10 or fewer,10 or fewer,10 or fewer,4695
,,,Feb,10 or fewer,10 or fewer,10 or fewer,4870
,,,Mar,10 or fewer,10 or fewer,10 or fewer,4688
,,,Apr,10 or fewer,10 or fewer,10 or fewer,4614
,,,May,10 or fewer,10 or fewer,10 or fewer,4315
