,,Nuevo León,10 or fewer,-
,,Querétaro,10 or fewer,-
,,Marshall Islands,10 or fewer,-
,,Puebla,10 or fewer,-
,,Guanajuato,10 or fewer,-
,,Nayarit,10 or fewer,-
,,Federated States of Micronesia,10 or fewer,-
,,Nova Scotia,10 or fewer,-
,,Colima,10 or fewer,-
,,Durango,10 or fewer,-
,,San Luis Potosí,10 or fewer,-
,,Saskatchewan,10 or fewer,-
,,"American Samoa, South Pacific",10 or fewer,-
,,Hidalgo,10 or fewer,-
,,Michoacán,10 or fewer,-
,,Tamaulipas,10 or fewer,-
,,Morelos,10 or fewer,-
,,New Brunswick,10 or fewer,-
,,Newfoundland,10 or fewer,-
,,Northern Mariana Islands,10 or fewer,-
,,Oaxaca,10 or fewer,-
,,Veracruz,10 or fewer,-
,,Yucatán,10 or fewer,-
,,Zacatecas,10 or fewer,-
,,Chiapas,10 or fewer,-
,,Guerrero,10 or fewer,-
,,Northwest Territories,10 or fewer,-
,,Tabasco,10 or fewer,-
,,Tlaxcala,10 or fewer,-
,,Total,74327,73.02%
,Nov,Hawaii,747,92.10%
,,District of Columbia,15,86.67%
,,Kansas,404,86.39%
,,Virginia,4207,83.72%
,,Mississippi,988,83.60%
,,Colorado,1850,83.51%
,,Connecticut,1512,83.20%
,,Wyoming,106,82.08%
,,Maryland,989,81.80%
,,Iowa,1333,81.40%
,,Kentucky,1991,80.61%
,,Idaho,608,79.77%
,,Minnesota,2069,79.65%
,,Nebraska,288,79.17%
,,Indiana,1620,78.95%
,,Utah,360,78.33%
,,Louisiana,787,77.51%
,,Wisconsin,1882,76.99%
,,Georgia,1672,76.91%
,,Arkansas,878,76.88%
,,Florida,2776,76.59%
,,Pennsylvania,4244,75.90%
,,Maine,343,75.80%
,,West Virginia,484,75.21%
,,North Dakota,462,75.11%
,,Missouri,606,75.08%
,,New York,3157,74.75%
,,Michigan,2421,74.31%
,,Nevada,426,73.47%
,,Rhode Island,56,73.21%
,,North Carolina,4721,72.40%
,,Washington,1129,72.36%
,,Montana,198,72.22%
,,Ohio,6561,71.76%
,,Delaware,226,71.68%
,,None of the above,710,70.99%
,,South Carolina,1493,70.73%
,,New Jersey,384,70.57%
,,Texas,7049,70.17%
,,Oregon,1210,69.42%
,,Massachusetts,1104,67.84%
,,Alabama,37,67.57%
,,Illinois,1892,61.89%
,,California,3149,53.48%
,,Tennessee,971,52.83%
,,Vermont,40,50.00%
,,South Dakota,407,43.00%
,,Arizona,896,42.97%
,,New Hampshire,184,35.87%
,,Oklahoma,1070,1.87%
,,New Mexico,359,-
,,Ontario,10 or fewer,-
,,Baja California,10 or fewer,-
,,Sonora,10 or fewer,-
,,Alaska,10 or fewer,-
,,México,10 or fewer,-
,,Puerto Rico,10 or fewer,-
,,Baja California Sur,10 or fewer,-
,,Sinaloa,10 or fewer,-
,,Armed Forces Africa,10 or fewer,-
,,Manitoba,10 or fewer,-
,,Armed Forces Pacific,10 or fewer,-
,,British Columbia,10 or fewer,-
,,Virgin Islands,10 or fewer,-
,,Coahuila,10 or fewer,-
,,Guam,10 or fewer,-
,,Jalisco,10 or fewer,-
,,Quebec,10 or fewer,-
,,Alberta,10 or fewer,-
,,Distrito Federal,10 or fewer,-
,,Armed Forces America,10 or fewer,-
,,Chihuahua,10 or fewer,-
,,Nuevo León,10 or fewer,-
,,Querétaro,10 or fewer,-
,,Marshall Islands,10 or fewer,-
,,Puebla,10 or fewer,-
,,Guanajuato,10 or fewer,-
,,Nayarit,10 or fewer,-
,,Federated States of Micronesia,10 or fewer,-
,,Nova Scotia,10 or fewer,-
,,Colima,10 or fewer,-
,,Durango,10 or fewer,-
,,San Luis Potosí,10 or fewer,-
,,Saskatchewan,10 or fewer,-
,,"American Samoa, South Pacific",10 or fewer,-
,,Hidalgo,10 or fewer,-
,,Michoacán,10 or fewer,-
,,Tamaulipas,10 or fewer,-
,,Morelos,10 or fewer,-
,,New Brunswick,10 or fewer,-
,,Newfoundland,10 or fewer,-
,,Northern Mariana Islands,10 or fewer,-
,,Oaxaca,10 or fewer,-
,,Veracruz,10 or fewer,-
,,Yucatán,10 or fewer,-
,,Zacatecas,10 or fewer,-
,,Chiapas,10 or fewer,-
,,Guerrero,10 or fewer,-
,,Northwest Territories,10 or fewer,-
,,Tabasco,10 or fewer,-
,,Tlaxcala,10 or fewer,-
,,Total,73083,72.11%
,Oct,District of Columbia,12,91.67%
,,Hawaii,772,90.41%
,,Connecticut,1567,83.85%
,,Virginia,4445,83.51%
,,Kansas,428,83.18%
,,Colorado,2001,83.11%
,,Nevada,388,82.73%
,,Maryland,974,82.34%
,,Mississippi,968,81.92%
,,Louisiana,761,81.60%
,,Wyoming,131,80.92%
,,Indiana,1625,80.80%
,,Iowa,1377,80.46%
,,Kentucky,2098,80.27%
,,Utah,307,79.15%
,,Rhode Island,67,79.10%
,,Nebraska,251,78.49%
,,Idaho,685,77.96%
,,Maine,349,77.94%
,,Wisconsin,1910,76.81%
,,Georgia,1468,76.77%
,,Michigan,1952,76.54%
,,New York,3238,75.97%
,,Pennsylvania,4328,75.49%
,,Missouri,566,75.27%
,,Florida,2880,75.21%
,,Delaware,247,74.90%
,,Tennessee,723,74.55%
,,New Jersey,383,74.15%
,,Washington,1218,74.06%
,,Arkansas,809,73.55%
,,North Carolina,4784,72.93%
,,Vermont,55,72.73%
,,Ohio,6921,71.23%
,,None of the above,796,70.98%
,,Minnesota,2190,70.41%
,,South Carolina,1524,69.49%
,,West Virginia,420,69.29%
,,Texas,7307,68.84%
,,Alabama,18,66.67%
,,Massachusetts,1127,65.75%
,,Illinois,1902,62.09%
,,Oregon,1259,61.64%
,,California,3085,53.94%
,,Arizona,942,44.16%
,,Montana,233,36.05%
,,North Dakota,480,31.67%
,,New Hampshire,187,28.88%
,,South Dakota,361,6.09%
,,Oklahoma,1137,1.23%
,,New Mexico,381,-
,,Ontario,10 or fewer,-
,,Baja California,10 or fewer,-
,,Sonora,10 or fewer,-
,,Alaska,10 or fewer,-
,,México,10 or fewer,-
,,Puerto Rico,10 or fewer,-
,,Baja California Sur,10 or fewer,-
,,Sinaloa,10 or fewer,-
,,Armed Forces Africa,10 or fewer,-
,,Manitoba,10 or fewer,-
,,Armed Forces Pacific,10 or fewer,-
,,British Columbia,10 or fewer,-
,,Virgin Islands,10 or fewer,-
,,Coahuila,10 or fewer,-
,,Guam,10 or fewer,-
,,Jalisco,10 or fewer,-
,,Quebec,10 or fewer,-
,,Alberta,10 or fewer,-
,,Distrito Federal,10 or fewer,-
,,Armed Forces America,10 or fewer,-
,,Chihuahua,10 or fewer,-
,,Nuevo León,10 or fewer,-
,,Querétaro,10 or fewer,-
,,Marshall Islands,10 or fewer,-
,,Puebla,10 or fewer,-
,,Guanajuato,10 or fewer,-
,,Nayarit,10 or fewer,-
,,Federated States of Micronesia,10 or fewer,-
,,Nova Scotia,10 or fewer,-
,,Colima,10 or fewer,-
,,Durango,10 or fewer,-
,,San Luis Potosí,10 or fewer,-
,,Saskatchewan,10 or fewer,-
,,"American Samoa, South Pacific",10 or fewer,-
,,Hidalgo,10 or fewer,-
,,Michoacán,10 or fewer,-
,,Tamaulipas,10 or fewer,-
,,Morelos,10 or fewer,-
,,New Brunswick,10 or fewer,-
,,Newfoundland,10 or fewer,-
,,Northern Mariana Islands,10 or fewer,-
,,Oaxaca,10 or fewer,-
,,Veracruz,10 or fewer,-
,,Yucatán,10 or fewer,-
,,Zacatecas,10 or fewer,-
,,Chiapas,10 or fewer,-
,,Guerrero,10 or fewer,-
,,Northwest Territories,10 or fewer,-
,,Tabasco,10 or fewer,-
,,Tlaxcala,10 or fewer,-
,,Total,74044,71.29%
,Sep,Hawaii,785,91.34%
,,Kansas,458,85.15%
,,Virginia,4510,84.19%
,,Nevada,397,83.38%
,,Rhode Island,66,83.33%
,,Colorado,2009,83.18%
,,Connecticut,1556,82.84%
,,Mississippi,1018,82.71%
,,Nebraska,247,82.59%
,,Maryland,922,82.21%
,,Wyoming,117,81.20%
,,Kentucky,2211,80.87%
,,Delaware,247,79.76%
,,Indiana,1645,79.57%
,,Louisiana,854,79.51%
,,Utah,365,79.45%
,,Washington,1084,79.15%
,,Idaho,652,78.83%
,,Iowa,1465,78.29%
,,Tennessee,627,77.67%
,,Pennsylvania,4322,76.65%
,,Michigan,1985,76.42%
,,Maine,345,75.94%
,,New York,3355,75.83%
,,Florida,2802,75.59%
,,Georgia,1167,74.89%
,,Wisconsin,1923,74.57%
,,New Jersey,393,74.30%
,,West Virginia,348,74.14%
,,North Carolina,4722,72.74%
,,Ohio,6766,72.48%
,,South Carolina,1601,71.02%
,,Texas,7487,70.36%
,,Arkansas,827,69.89%
,,None of the above,722,69.11%
,,Missouri,571,69.00%
,,Massachusetts,784,65.94%
,,Minnesota,2258,64.92%
,,Illinois,1891,61.13%
,,Oregon,1349,58.12%
,,Vermont,57,57.89%
,,Alabama,49,53.06%
,,California,3230,51.39%
,,Arizona,963,44.96%
,,Montana,239,41.84%
,,North Dakota,470,29.15%
,,New Hampshire,176,23.86%
,,South Dakota,322,6.83%
,,Oklahoma,1179,1.27%
,,New Mexico,399,-
,,Ontario,10 or fewer,-
,,District of Columbia,15,-
,,Baja California,10 or fewer,-
,,Sonora,10 or fewer,-
,,Alaska,10 or fewer,-
,,México,10 or fewer,-
,,Puerto Rico,10 or fewer,-
,,Baja California Sur,10 or fewer,-
,,Sinaloa,10 or fewer,-
,,Armed Forces Africa,10 or fewer,-
,,Manitoba,10 or fewer,-
,,Armed Forces Pacific,10 or fewer,-
,,British Columbia,10 or fewer,-
,,Virgin Islands,10 or fewer,-
,,Coahuila,10 or fewer,-
,,Guam,10 or fewer,-
,,Jalisco,10 or fewer,-
,,Quebec,10 or fewer,-
,,Alberta,10 or fewer,-
,,Distrito Federal,10 or fewer,-
,,Armed Forces America,10 or fewer,-
,,Chihuahua,10 or fewer,-
,,Nuevo León,10 or fewer,-
,,Querétaro,10 or fewer,-
,,Marshall Islands,10 or fewer,-
,,Puebla,10 or fewer,-
,,Guanajuato,10 or fewer,-
,,Nayarit,10 or fewer,-
,,Federated States of Micronesia,10 or fewer,-
,,Nova Scotia,10 or fewer,-
,,Colima,10 or fewer,-
,,Durango,10 or fewer,-
,,San Luis Potosí,10 or fewer,-
,,Saskatchewan,10 or fewer,-
,,"American Samoa, South Pacific",10 or fewer,-
,,Hidalgo,10 or fewer,-
,,Michoacán,10 or fewer,-
,,Tamaulipas,10 or fewer,-
,,Morelos,10 or fewer,-
,,New Brunswick,10 or fewer,-
,,Newfoundland,10 or fewer,-
,,Northern Mariana Islands,10 or fewer,-
,,Oaxaca,10 or fewer,-
,,Veracruz,10 or fewer,-
,,Yucatán,10 or fewer,-
,,Zacatecas,10 or fewer,-
,,Chiapas,10 or fewer,-
,,Guerrero,10 or fewer,-
,,Northwest Territories,10 or fewer,-
,,Tabasco,10 or fewer,-
,,Tlaxcala,10 or fewer,-
,,Total,73961,71.19%
,Aug,Hawaii,772,88.86%
,,Rhode Island,65,87.69%
,,Nevada,358,85.47%
,,Nebraska,244,84.84%
,,Virginia,4717,84.33%
,,Maryland,1041,84.25%
,,Kansas,494,83.60%
,,Wyoming,130,82.31%
,,Mississippi,1093,82.25%
,,Colorado,2028,81.66%
,,Tennessee,629,81.40%
,,Connecticut,1551,81.37%
,,District of Columbia,20,80.00%
,,Iowa,1587,79.14%
,,Kentucky,2261,79.04%
,,Idaho,755,78.81%
,,Louisiana,804,78.48%
,,Indiana,1808,78.15%
,,Washington,1195,77.32%
,,Pennsylvania,4297,76.47%
,,Georgia,1206,76.12%
,,Missouri,608,75.99%
,,West Virginia,348,75.86%
,,New York,3479,75.80%
,,New Jersey,410,75.61%
,,Michigan,2042,75.12%
,,Utah,331,74.62%
,,Arkansas,963,74.45%
,,North Carolina,4918,74.32%
,,Florida,3035,74.10%
,,Delaware,239,73.22%
,,South Carolina,1671,72.59%
,,Ohio,6930,72.18%
,,Maine,377,71.88%
,,Texas,7566,68.68%
,,Alabama,30,66.67%
,,None of the above,823,66.22%
,,Wisconsin,2094,65.90%
,,Vermont,52,65.38%
,,Illinois,2055,60.05%
,,Minnesota,2360,59.70%
,,Massachusetts,832,59.13%
,,Oregon,1386,55.77%
,,California,3246,53.27%
,,Arizona,932,43.99%
,,Montana,250,40.00%
,,North Dakota,487,32.65%
,,New Hampshire,228,27.63%
,,South Dakota,335,5.07%
,,Oklahoma,1213,0.99%
,,New Mexico,89,-
,,Ontario,10 or fewer,-
,,Baja California,10 or fewer,-
,,Sonora,10 or fewer,-
,,Alaska,10 or fewer,-
,,México,10 or fewer,-
,,Puerto Rico,10 or fewer,-
,,Baja California Sur,10 or fewer,-
,,Sinaloa,10 or fewer,-
,,Armed Forces Africa,10 or fewer,-
,,Manitoba,10 or fewer,-
,,Armed Forces Pacific,10 or fewer,-
,,British Columbia,10 or fewer,-
,,Virgin Islands,10 or fewer,-
,,Coahuila,10 or fewer,-
,,Guam,10 or fewer,-
,,Jalisco,10 or fewer,-
,,Quebec,10 or fewer,-
,,Alberta,10 or fewer,-
,,Distrito Federal,10 or fewer,-
,,Armed Forces America,10 or fewer,-
,,Chihuahua,10 or fewer,-
,,Nuevo León,10 or fewer,-
,,Querétaro,10 or fewer,-
,,Marshall Islands,10 or fewer,-
,,Puebla,10 or fewer,-
,,Guanajuato,10 or fewer,-
,,Nayarit,10 or fewer,-
,,Federated States of Micronesia,10 or fewer,-
,,Nova Scotia,10 or fewer,-
,,Colima,10 or fewer,-
,,Durango,10 or fewer,-
,,San Luis Potosí,10 or fewer,-
,,Saskatchewan,10 or fewer,-
,,"American Samoa, South Pacific",10 or fewer,-
,,Hidalgo,10 or fewer,-
,,Michoacán,10 or fewer,-
,,Tamaulipas,10 or fewer,-
,,Morelos,10 or fewer,-
,,New Brunswick,10 or fewer,-
,,Newfoundland,10 or fewer,-
,,Northern Mariana Islands,10 or fewer,-
,,Oaxaca,10 or fewer,-
,,Veracruz,10 or fewer,-
,,Yucatán,10 or fewer,-
,,Zacatecas,10 or fewer,-
,,Chiapas,10 or fewer,-
,,Guerrero,10 or fewer,-
,,Northwest Territories,10 or fewer,-
,,Tabasco,10 or fewer,-
,,Tlaxcala,10 or fewer,-
,,Total,76397,70.83%
,Jul,District of Columbia,16,93.75%
,,Hawaii,739,91.61%
,,Wyoming,117,85.47%
,,Nevada,381,84.25%
,,Virginia,4362,83.95%
,,Connecticut,1510,82.98%
,,Maryland,1065,82.91%
,,Colorado,1974,82.62%
,,Kansas,444,82.21%
,,Tennessee,611,81.51%
,,Louisiana,724,81.49%
,,Michigan,1916,80.69%
,,Nebraska,239,80.33%
,,Utah,380,80.26%
,,Mississippi,998,79.96%
,,Indiana,1660,79.58%
,,Kentucky,2089,79.32%
,,Maine,353,79.32%
,,Rhode Island,62,79.03%
,,Idaho,666,78.68%
,,Iowa,1455,78.49%
,,Washington,1133,78.11%
,,Georgia,1081,77.61%
,,Pennsylvania,4086,77.31%
,,New York,3370,76.74%
,,New Jersey,408,76.47%
,,North Carolina,4655,74.67%
,,Delaware,219,74.43%
,,Florida,2854,73.44%
,,Wisconsin,2014,73.44%
,,Vermont,45,73.33%
,,Ohio,6586,70.53%
,,South Carolina,1600,70.38%
,,West Virginia,260,70.38%
,,None of the above,782,69.95%
,,Alabama,29,65.52%
,,Texas,7160,65.36%
,,Missouri,536,65.30%
,,Oregon,1353,58.76%
,,Massachusetts,814,58.60%
,,Illinois,1930,58.13%
,,Arkansas,854,56.79%
,,Minnesota,2330,55.06%
,,California,3099,52.27%
,,Arizona,888,44.82%
,,Montana,255,38.82%
,,North Dakota,448,32.59%
,,New Hampshire,200,25.00%
,,South Dakota,347,3.75%
,,Oklahoma,1047,-
,,New Mexico,10 or fewer,-
,,Ontario,10 or fewer,-
,,Baja California,10 or fewer,-
,,Sonora,10 or fewer,-
,,Alaska,10 or fewer,-
,,México,10 or fewer,-
,,Puerto Rico,10 or fewer,-
,,Baja California Sur,10 or fewer,-
,,Sinaloa,10 or fewer,-
,,Armed Forces Africa,10 or fewer,-
,,Manitoba,10 or fewer,-
,,Armed Forces Pacific,10 or fewer,-
,,British Columbia,10 or fewer,-
,,Virgin Islands,10 or fewer,-
,,Coahuila,10 or fewer,-
,,Guam,10 or fewer,-
,,Jalisco,10 or fewer,-
,,Quebec,10 or fewer,-
,,Alberta,10 or fewer,-
,,Distrito Federal,10 or fewer,-
,,Armed Forces America,10 or fewer,-
,,Chihuahua,10 or fewer,-
,,Nuevo León,10 or fewer,-
,,Querétaro,10 or fewer,-
,,Marshall Islands,10 or fewer,-
,,Puebla,10 or fewer,-
,,Guanajuato,10 or fewer,-
,,Nayarit,10 or fewer,-
,,Federated States of Micronesia,10 or fewer,-
,,Nova Scotia,10 or fewer,-
,,Colima,10 or fewer,-
,,Durango,10 or fewer,-
,,San Luis Potosí,10 or fewer,-
,,Saskatchewan,10 or fewer,-
,,"American Samoa, South Pacific",10 or fewer,-
,,Hidalgo,10 or fewer,-
,,Michoacán,10 or fewer,-
,,Tamaulipas,10 or fewer,-
,,Morelos,10 or fewer,-
,,New Brunswick,10 or fewer,-
,,Newfoundland,10 or fewer,-
,,Northern Mariana Islands,10 or fewer,-
,,Oaxaca,10 or fewer,-
,,Veracruz,10 or fewer,-
,,Yucatán,10 or fewer,-
,,Zacatecas,10 or fewer,-
,,Chiapas,10 or fewer,-
,,Guerrero,10 or fewer,-
,,Northwest Territories,10 or fewer,-
,,Tabasco,10 or fewer,-
,,Tlaxcala,10 or fewer,-
,,Total,72168,70.52%
,Mar,Hawaii,767,91.26%
,,District of Columbia,14,85.71%
,,Mississippi,952,84.45%
,,Nevada,318,83.65%
,,Virginia,3896,83.24%
,,Massachusetts,496,83.06%
,,Colorado,1876,82.78%
,,Tennessee,524,82.63%
,,Nebraska,205,82.44%
,,Kansas,410,82.44%
,,Indiana,1636,81.66%
,,Louisiana,692,81.50%
,,Connecticut,1316,81.00%
,,Maryland,912,80.92%
,,Rhode Island,54,79.63%
,,Wyoming,124,79.03%
,,Kentucky,1967,78.60%
,,Pennsylvania,3636,77.97%
,,Iowa,1384,77.46%
,,Maine,303,76.90%
,,Delaware,226,76.55%
,,New York,2719,76.46%
,,Washington,942,76.43%
,,Utah,338,76.33%
,,Idaho,704,76.28%
,,Georgia,1056,75.57%
,,Michigan,1695,74.16%
,,Florida,2668,73.46%
,,North Carolina,4312,73.12%
,,Wisconsin,2025,72.94%
,,New Jersey,421,71.50%
,,Missouri,548,70.44%
,,South Carolina,1430,70.42%
,,None of the above,701,70.19%
,,Ohio,6084,69.66%
,,Alabama,23,65.22%
,,Texas,5336,64.82%
,,Vermont,44,59.09%
,,West Virginia,317,58.99%
,,Illinois,1865,58.28%
,,Oregon,1184,57.01%
,,Minnesota,2244,54.95%
,,California,2952,52.71%
,,Montana,230,43.48%
,,Arizona,868,43.43%
,,Arkansas,776,37.89%
,,North Dakota,485,36.49%
,,New Hampshire,196,22.45%
,,South Dakota,309,5.50%
,,Oklahoma,878,1.25%
,,New Mexico,10 or fewer,-
,,Ontario,10 or fewer,-
,,Baja California,10 or fewer,-
,,Sonora,10 or fewer,-
,,Alaska,10 or fewer,-
,,México,10 or fewer,-
,,Puerto Rico,10 or fewer,-
,,Baja California Sur,10 or fewer,-
,,Sinaloa,10 or fewer,-
,,Armed Forces Africa,10 or fewer,-
,,Manitoba,10 or fewer,-
,,Armed Forces Pacific,10 or fewer,-
,,British Columbia,10 or fewer,-
,,Virgin Islands,10 or fewer,-
,,Coahuila,10 or fewer,-
,,Guam,10 or fewer,-
,,Jalisco,10 or fewer,-
,,Quebec,10 or fewer,-
,,Alberta,10 or fewer,-
,,Distrito Federal,10 or fewer,-
,,Armed Forces America,10 or fewer,-
,,Chihuahua,10 or fewer,-
,,Nuevo León,10 or fewer,-
,,Querétaro,10 or fewer,-
,,Marshall Islands,10 or fewer,-
,,Puebla,10 or fewer,-
,,Guanajuato,10 or fewer,-
,,Nayarit,10 or fewer,-
,,Federated States of Micronesia,10 or fewer,-
,,Nova Scotia,10 or fewer,-
,,Colima,10 or fewer,-
,,Durango,10 or fewer,-
,,San Luis Potosí,10 or fewer,-
,,Saskatchewan,10 or fewer,-
,,"American Samoa, South Pacific",10 or fewer,-
,,Hidalgo,10 or fewer,-
,,Michoacán,10 or fewer,-
,,Tamaulipas,10 or fewer,-
,,Morelos,10 or fewer,-
,,New Brunswick,10 or fewer,-
,,Newfoundland,10 or fewer,-
,,Northern Mariana Islands,10 or fewer,-
,,Oaxaca,10 or fewer,-
,,Veracruz,10 or fewer,-
,,Yucatán,10 or fewer,-
,,Zacatecas,10 or fewer,-
,,Chiapas,10 or fewer,-
,,Guerrero,10 or fewer,-
,,Northwest Territories,10 or fewer,-
,,Tabasco,10 or fewer,-
,,Tlaxcala,10 or fewer,-
,,Total,65078,70.02%
,Apr,Hawaii,730,91.92%
,,Alabama,33,87.88%
,,Rhode Island,62,85.48%
,,Kansas,396,85.35%
,,Virginia,3659,85.00%
,,Connecticut,1409,83.61%
,,Nevada,372,83.33%
,,Nebraska,226,82.74%
,,Tennessee,554,82.31%
,,Colorado,1745,82.18%
,,Maryland,868,81.22%
,,Mississippi,809,80.72%
,,Massachusetts,481,80.67%
,,Indiana,1460,80.34%
,,Idaho,611,80.03%
,,Louisiana,648,79.78%
,,Kentucky,1860,79.62%
,,Utah,315,78.73%
,,Iowa,1318,77.69%
,,Maine,345,77.68%
,,Georgia,994,77.57%
,,Washington,1040,76.92%
,,Michigan,1665,76.88%
,,Wyoming,99,76.77%
,,New York,2721,76.74%
,,Pennsylvania,3724,74.73%
,,Delaware,235,74.47%
,,New Jersey,340,73.53%
,,North Carolina,4197,73.43%
,,Florida,2401,73.01%
,,Wisconsin,1845,72.90%
,,South Carolina,1233,69.83%
,,Missouri,466,69.31%
,,Ohio,5837,69.04%
,,None of the above,646,65.48%
,,Vermont,34,64.71%
,,Texas,5480,61.15%
,,Illinois,1758,60.18%
,,Oregon,1122,58.20%
,,Minnesota,2213,56.21%
,,West Virginia,289,53.98%
,,California,2782,53.49%
,,Arizona,881,41.32%
,,Montana,215,37.67%
,,Arkansas,662,36.25%
,,North Dakota,484,32.23%
,,New Hampshire,186,25.27%
,,South Dakota,295,5.42%
,,Oklahoma,784,1.66%
,,New Mexico,13,-
,,Ontario,10 or fewer,-
,,District of Columbia,13,-
,,Baja California,10 or fewer,-
,,Sonora,10 or fewer,-
,,Alaska,10 or fewer,-
,,México,10 or fewer,-
,,Puerto Rico,10 or fewer,-
,,Baja California Sur,10 or fewer,-
,,Sinaloa,10 or fewer,-
,,Armed Forces Africa,10 or fewer,-
,,Manitoba,10 or fewer,-
,,Armed Forces Pacific,10 or fewer,-
,,British Columbia,10 or fewer,-
,,Virgin Islands,10 or fewer,-
,,Coahuila,10 or fewer,-
,,Guam,10 or fewer,-
,,Jalisco,10 or fewer,-
,,Quebec,10 or fewer,-
,,Alberta,10 or fewer,-
,,Distrito Federal,10 or fewer,-
,,Armed Forces America,10 or fewer,-
,,Chihuahua,10 or fewer,-
,,Nuevo León,10 or fewer,-
,,Querétaro,10 or fewer,-
,,Marshall Islands,10 or fewer,-
,,Puebla,10 or fewer,-
,,Guanajuato,10 or fewer,-
,,Nayarit,10 or fewer,-
,,Federated States of Micronesia,10 or fewer,-
,,Nova Scotia,10 or fewer,-
,,Colima,10 or fewer,-
,,Durango,10 or fewer,-
,,San Luis Potosí,10 or fewer,-
,,Saskatchewan,10 or fewer,-
,,"American Samoa, South Pacific",10 or fewer,-
,,Hidalgo,10 or fewer,-
,,Michoacán,10 or fewer,-
,,Tamaulipas,10 or fewer,-
,,Morelos,10 or fewer,-
,,New Brunswick,10 or fewer,-
,,Newfoundland,10 or fewer,-
,,Northern Mariana Islands,10 or fewer,-
,,Oaxaca,10 or fewer,-
,,Veracruz,10 or fewer,-
,,Yucatán,10 or fewer,-
,,Zacatecas,10 or fewer,-
,,Chiapas,10 or fewer,-
,,Guerrero,10 or fewer,-
,,Northwest Territories,10 or fewer,-
,,Tabasco,10 or fewer,-
,,Tlaxcala,10 or fewer,-
,,Total,62565,69.79%
,Jan,Rhode Island,58,93.10%
,,Hawaii,788,90.61%
,,Nevada,315,87.62%
,,Tennessee,578,86.51%
,,Virginia,3675,83.86%
,,Nebraska,238,82.35%
,,Kansas,428,81.78%
,,Colorado,1682,81.51%
,,Maryland,841,81.09%
,,Kentucky,1835,80.16%
,,Massachusetts,488,79.92%
,,Connecticut,1184,79.65%
,,Louisiana,773,79.56%
,,Washington,959,79.25%
,,Wyoming,105,79.05%
,,Idaho,592,78.89%
,,Utah,335,78.81%
,,Indiana,1494,78.71%
,,Delaware,198,77.78%
,,Georgia,1127,77.73%
,,Pennsylvania,3118,77.13%
,,Iowa,1300,77.00%
,,Michigan,1650,76.48%
,,New York,2535,75.50%
,,Mississippi,948,75.00%
,,Florida,2673,74.45%
,,North Carolina,4212,74.10%
